trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,0,Nesøy,full_baseline,full_source_unweighted,none,none,,,5578,0.2076969325772398,,1.2786235809326172,-0.0012997164876513,2.9192186068518697e-05,,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.284255244076891,,1.6802618503570557,0.0213424772363192,0.0183327880113676,0.0167592802334773,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,0.3329205714867647,,1.6464143991470337,0.0141281203531887,0.0107510391995341,0.0114403605533052,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,0.3128533813947553,,1.6534984111785889,0.0106188038634023,0.0078004247052648,0.0086686976870861,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,0.3345168786548641,,1.6414456367492676,0.0082816621394675,0.0060260740841829,0.0067751436184217,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,0.3515626770457969,,1.622286081314087,0.0064663887040063,0.0046713225425967,0.0052985580683571,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3000,0.3724698016130032,,1.6077865362167358,0.0049752902103804,0.0035952657897593,0.0040764737629406,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3500,0.3719798230784936,,1.6048599481582642,0.0036521036919227,0.0025927186643604,0.0030039240258326,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4000,0.3623870840785924,,1.6135613918304443,0.0024459792457783,0.0017121741689972,0.002017935703529,1
body_mass,ridge,1,Myken,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,4500,0.364120129036652,,1.6104536056518557,0.0012987361964872,0.0009190728128862,0.0010689679932656,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,500,0.1593097545974021,,1.564784049987793,0.0143080139130496,0.012942659985606,0.0110723489166481,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1000,0.177800003644847,,1.55393385887146,0.0093788919355928,0.0085985819027968,0.0072292464598936,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,1500,0.2130337244536461,,1.5391441583633425,0.0070023658094904,0.0068913229428489,0.0052795350737782,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2000,0.2760623995048546,,1.5179635286331177,0.0054780696880748,0.0060631062761386,0.0039622931190401,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,2500,0.3101362649807813,,1.4983597993850708,0.0042422916483385,0.0053079942555371,0.0029152930844542,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3000,0.3059196774697909,,1.4974454641342163,0.0030799874873915,0.0043562420199948,0.0019909269823928,1
body_mass,ridge,6,Indre Kvarøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p25,0.25,,3500,0.3129716054126452,,1.4920059442520142,0.0018397924677732,0.0030063778812555,0.0010881979974593,1
