target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
4,Gjerøy,2,2088175192,10,0.05,-0.27527658356601137,15
4,Gjerøy,7,237718253,10,0.05,0.3112942450612189,15
4,Gjerøy,2,2088175192,20,0.05,-0.27527658356601137,15
4,Gjerøy,7,237718253,20,0.05,0.3112942450612189,15
4,Gjerøy,2,2088175192,40,0.05,-0.27527658356601137,15
4,Gjerøy,7,237718253,40,0.05,0.3112942450612189,15
4,Gjerøy,2,2088175192,60,0.05,-0.27527658356601137,15
4,Gjerøy,7,237718253,60,0.05,0.3112942450612189,15
4,Gjerøy,2,1392056312,10,0.1,0.1047376308671301,15
4,Gjerøy,7,156673305,10,0.1,0.189628951078842,15
4,Gjerøy,2,1392056312,20,0.1,0.1047376308671301,15
4,Gjerøy,7,156673305,20,0.1,0.189628951078842,15
4,Gjerøy,2,1392056312,40,0.1,0.1047376308671301,15
4,Gjerøy,7,156673305,40,0.1,0.189628951078842,15
4,Gjerøy,2,1392056312,60,0.1,0.1047376308671301,15
4,Gjerøy,7,156673305,60,0.1,0.189628951078842,15
4,Gjerøy,2,1589474242,10,0.15,0.07071442754240065,15
4,Gjerøy,7,1132049549,10,0.15,0.2944896584009314,15
4,Gjerøy,2,1589474242,20,0.15,0.07071442754240065,15
4,Gjerøy,7,1132049549,20,0.15,0.2944896584009314,15
4,Gjerøy,2,1589474242,40,0.15,0.07071442754240065,15
4,Gjerøy,7,1132049549,40,0.15,0.2944896584009314,15
4,Gjerøy,2,1589474242,60,0.15,0.07071442754240065,15
4,Gjerøy,7,1132049549,60,0.15,0.2944896584009314,15
4,Gjerøy,2,1198679252,10,0.2,-0.0058175673669236825,15
4,Gjerøy,7,320106164,10,0.2,0.1105476021435249,15
4,Gjerøy,2,1198679252,20,0.2,-0.0058175673669236825,15
4,Gjerøy,7,320106164,20,0.2,0.1105476021435249,15
4,Gjerøy,2,1198679252,40,0.2,-0.0058175673669236825,15
4,Gjerøy,7,320106164,40,0.2,0.1105476021435249,15
4,Gjerøy,2,1198679252,60,0.2,-0.0058175673669236825,15
4,Gjerøy,7,320106164,60,0.2,0.1105476021435249,15
4,Gjerøy,2,205973159,10,0.25,0.12279359779356055,15
4,Gjerøy,7,2138511617,10,0.25,0.20538244220832094,15
4,Gjerøy,2,205973159,20,0.25,0.12279359779356055,15
4,Gjerøy,7,2138511617,20,0.25,0.20538244220832094,15
4,Gjerøy,2,205973159,40,0.25,0.12279359779356055,15
4,Gjerøy,7,2138511617,40,0.25,0.20538244220832094,15
4,Gjerøy,2,205973159,60,0.25,0.12279359779356055,15
4,Gjerøy,7,2138511617,60,0.25,0.20538244220832094,15
