trait,fold,method,selection_method,repeat,repeat_seed,n_individuals,n_train_available,n_test,n_pcs,n_pcs_selection,n_pcs_fit,alpha,pearson_r,mse_adj,pevmean_obj,ga_generations,ga_cache_size,ga_elapsed_sec,fit_time_seconds
thr_tarsus,2,full_train_pc_ridge,full_train,-1,-1,5085,5085,565,3250,100,3250,107097.74831514445,0.38924139078000536,0.5286680459976196,0.012705869972705841,0,0,0.0,1.2616847329773009
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2000514,500,5085,565,3250,100,3250,107097.74831514445,0.22862571661768064,0.5784586668014526,0.027496661990880966,300,26348,59.16830373508856,0.03107184893451631
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2001014,1000,5085,565,3250,100,3250,107097.74831514445,0.2841189943441843,0.5669428706169128,0.023264247924089432,300,26551,75.28598102205433,0.08850774611346424
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2001514,1500,5085,565,3250,100,3250,107097.74831514445,0.29146109083876504,0.5642556548118591,0.020522234961390495,300,26562,89.80898442491889,0.20518620684742928
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2002014,2000,5085,565,3250,100,3250,107097.74831514445,0.3060641712360406,0.5566803812980652,0.01845823973417282,300,26569,106.23840028000996,0.3543956398498267
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2002514,2500,5085,565,3250,100,3250,107097.74831514445,0.3417077493550276,0.5479177832603455,0.016873225569725037,300,26508,117.85031118616462,0.55895567080006
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2003014,3000,5085,565,3250,100,3250,107097.74831514445,0.36404506264033903,0.5392610430717468,0.015760255977511406,300,26671,134.46657906286418,0.8433977938257158
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2003514,3500,5085,565,3250,100,3250,107097.74831514445,0.35422464166776735,0.5408874154090881,0.014664862304925919,300,26512,149.98402368603274,1.001411081990227
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2004014,4000,5085,565,3250,100,3250,107097.74831514445,0.37576416010405683,0.5338948369026184,0.013841780833899975,300,26692,167.73095893184654,1.137898484012112
thr_tarsus,2,pevmean_ga_pc_ridge,pevmean_ga,0,2004514,4500,5085,565,3250,100,3250,107097.74831514445,0.37636436722998134,0.533513069152832,0.013189740478992462,300,26611,184.20843101595528,1.243563471129164
