target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
4,Gjerøy,3,80263170,10,0.05,-0.11968634997873534,15
4,Gjerøy,8,1322175347,10,0.05,-0.003928998476777169,15
4,Gjerøy,3,80263170,20,0.05,-0.11968634997873534,15
4,Gjerøy,8,1322175347,20,0.05,-0.003928998476777169,15
4,Gjerøy,3,80263170,40,0.05,-0.11968634997873534,15
4,Gjerøy,8,1322175347,40,0.05,-0.003928998476777169,15
4,Gjerøy,3,80263170,60,0.05,-0.11968634997873534,15
4,Gjerøy,8,1322175347,60,0.05,-0.003928998476777169,15
4,Gjerøy,3,1666541877,10,0.1,0.18820238073017131,15
4,Gjerøy,8,2002383291,10,0.1,0.08348740860986659,15
4,Gjerøy,3,1666541877,20,0.1,0.18820238073017131,15
4,Gjerøy,8,2002383291,20,0.1,0.08348740860986659,15
4,Gjerøy,3,1666541877,40,0.1,0.18820238073017131,15
4,Gjerøy,8,2002383291,40,0.1,0.08348740860986659,15
4,Gjerøy,3,1666541877,60,0.1,0.18820238073017131,15
4,Gjerøy,8,2002383291,60,0.1,0.08348740860986659,15
4,Gjerøy,3,1225702836,10,0.15,0.111659723868541,15
4,Gjerøy,8,979042175,10,0.15,-0.10034401116340708,15
4,Gjerøy,3,1225702836,20,0.15,0.111659723868541,15
4,Gjerøy,8,979042175,20,0.15,-0.10034401116340708,15
4,Gjerøy,3,1225702836,40,0.15,0.111659723868541,15
4,Gjerøy,8,979042175,40,0.15,-0.10034401116340708,15
4,Gjerøy,3,1225702836,60,0.15,0.111659723868541,15
4,Gjerøy,8,979042175,60,0.15,-0.10034401116340708,15
4,Gjerøy,3,835124100,10,0.2,0.15077282382845286,15
4,Gjerøy,8,1949451192,10,0.2,0.05552202198103074,15
4,Gjerøy,3,835124100,20,0.2,0.15077282382845286,15
4,Gjerøy,8,1949451192,20,0.2,0.05552202198103074,15
4,Gjerøy,3,835124100,40,0.2,0.15077282382845286,15
4,Gjerøy,8,1949451192,40,0.2,0.05552202198103074,15
4,Gjerøy,3,835124100,60,0.2,0.15077282382845286,15
4,Gjerøy,8,1949451192,60,0.2,0.05552202198103074,15
4,Gjerøy,3,106334331,10,0.25,0.12070168375381948,15
4,Gjerøy,8,1846269995,10,0.25,0.030841374302834373,15
4,Gjerøy,3,106334331,20,0.25,0.12070168375381948,15
4,Gjerøy,8,1846269995,20,0.25,0.030841374302834373,15
4,Gjerøy,3,106334331,40,0.25,0.12070168375381948,15
4,Gjerøy,8,1846269995,40,0.25,0.030841374302834373,15
4,Gjerøy,3,106334331,60,0.25,0.12070168375381948,15
4,Gjerøy,8,1846269995,60,0.25,0.030841374302834373,15
