n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,0.056002575904130936,1.0351858139038086,shapley_mean,-1,1,92,8
13,2,258,0.15831419825553894,0.9893274307250977,shapley_mean,-1,2,258,8
12,3,550,0.2541714012622833,0.9462401866912842,shapley_mean,-1,3,550,8
11,4,809,0.1891700178384781,1.0085558891296387,shapley_mean,-1,4,809,8
10,5,1165,0.2046688050031662,1.0214308500289917,shapley_mean,-1,5,1165,8
9,6,1651,0.21999548375606537,1.014269471168518,shapley_mean,-1,6,1651,8
8,7,1824,0.19910718500614166,1.0172066688537598,shapley_mean,-1,7,1824,8
7,8,2407,0.2663448452949524,0.9724536538124084,shapley_mean,-1,8,2407,8
6,9,3485,0.2707945704460144,0.9952138662338257,shapley_mean,-1,9,3485,8
5,10,3882,0.22424615919589996,1.0396658182144165,shapley_mean,-1,10,3882,8
4,11,4466,0.24650447070598602,1.0214471817016602,shapley_mean,-1,11,4466,8
3,12,4660,0.3000013530254364,0.9603450298309326,shapley_mean,-1,12,4660,8
2,13,5218,0.31472018361091614,0.9452667236328125,shapley_mean,-1,13,5218,8
1,14,5420,0.3356229066848755,0.9321444034576416,shapley_mean,-1,14,5420,8
0,15,5539,0.301742821931839,0.9610945582389832,shapley_mean,-1,15,5539,8
14,1,92,-0.004508006852120161,1.047710657119751,random_individual,0,1,92,8
13,2,258,0.17661599814891815,0.9995266795158386,random_individual,0,2,258,8
12,3,550,0.23280039429664612,0.9513203501701355,random_individual,0,3,550,8
11,4,809,0.223446786403656,0.9652618169784546,random_individual,0,4,809,8
10,5,1165,0.2560598850250244,0.9598587155342102,random_individual,0,5,1165,8
9,6,1651,0.24866217374801636,0.9792013168334961,random_individual,0,6,1651,8
8,7,1824,0.31303977966308594,0.9365260601043701,random_individual,0,7,1824,8
7,8,2407,0.3592406213283539,0.8904671669006348,random_individual,0,8,2407,8
6,9,3485,0.32685649394989014,0.9022531509399414,random_individual,0,9,3485,8
5,10,3882,0.3761144280433655,0.8427722454071045,random_individual,0,10,3882,8
4,11,4466,0.35571250319480896,0.8797578811645508,random_individual,0,11,4466,8
3,12,4660,0.31900808215141296,0.9054779410362244,random_individual,0,12,4660,8
2,13,5218,0.40381112694740295,0.84474778175354,random_individual,0,13,5218,8
1,14,5420,0.39362916350364685,0.8506333827972412,random_individual,0,14,5420,8
0,15,5539,0.301742821931839,0.9610945582389832,random_individual,0,15,5539,8
