n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,194,0.0773091981834969,0.9464265704154968,shapley_mean,-1,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,0.02895940380007283,0.9477336406707764,shapley_mean,-1,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,0.08268985894708251,0.9424245357513428,shapley_mean,-1,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,0.06390680472953567,0.9438768029212952,shapley_mean,-1,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,0.0398466851527221,0.9468485116958618,shapley_mean,-1,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,0.09920902899106955,0.9399479627609253,shapley_mean,-1,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.10233276365742476,0.9380522966384888,shapley_mean,-1,7,2431,9,Sleneset,1,1754052153,10,0.05
7,8,2633,0.10631694825089705,0.9379068613052368,shapley_mean,-1,8,2633,9,Sleneset,1,1754052153,10,0.05
6,9,3711,0.06554265804105108,0.942552924156189,shapley_mean,-1,9,3711,9,Sleneset,1,1754052153,10,0.05
5,10,4108,0.04067556531772811,0.9490925669670105,shapley_mean,-1,10,4108,9,Sleneset,1,1754052153,10,0.05
4,11,4367,0.06652306717704469,0.942947268486023,shapley_mean,-1,11,4367,9,Sleneset,1,1754052153,10,0.05
3,12,4459,0.09764771850463497,0.9369534850120544,shapley_mean,-1,12,4459,9,Sleneset,1,1754052153,10,0.05
2,13,4815,0.180319041964705,0.9157482385635376,shapley_mean,-1,13,4815,9,Sleneset,1,1754052153,10,0.05
1,14,5373,0.16078357792972114,0.9185836911201477,shapley_mean,-1,14,5373,9,Sleneset,1,1754052153,10,0.05
0,15,5531,0.17633455824219388,0.9071424603462219,shapley_mean,-1,15,5531,9,Sleneset,1,1754052153,10,0.05
14,1,194,0.02660835075463999,0.9748208522796631,random_individual,0,1,194,9,Sleneset,1,1754052153,10,0.05
13,2,486,-0.0265596301372079,0.9821695685386658,random_individual,0,2,486,9,Sleneset,1,1754052153,10,0.05
12,3,605,-0.05023585594763652,0.9728647470474243,random_individual,0,3,605,9,Sleneset,1,1754052153,10,0.05
11,4,778,-0.06217552685156773,0.9687095284461975,random_individual,0,4,778,9,Sleneset,1,1754052153,10,0.05
10,5,1362,-0.026273142631274376,0.9590079188346863,random_individual,0,5,1362,9,Sleneset,1,1754052153,10,0.05
9,6,1848,-0.006577711646921322,0.9541828036308289,random_individual,0,6,1848,9,Sleneset,1,1754052153,10,0.05
8,7,2431,0.060354906695567645,0.9400404095649719,random_individual,0,7,2431,9,Sleneset,1,1754052153,10,0.05
