analysis,method,selection_method,order_seed,weighted_fit_used,n_individuals,corr_eval,mse_adj,target_island,target_island_name,repeat,repeat_seed,trait,n_components,selection_n_components,avg_grm_obj,pca_dist_obj
full_baseline,full_source_unweighted,none,-2,False,5341,0.26169227238190473,4.120427458762682,6,Indre Kvarøy,0,159331124,body_mass,500,,-0.002539627952297367,
ranked_subset,random_individual,random,0,False,500,0.03719913860273748,4.569396134795707,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,1000,0.09085915633379917,4.422891599951335,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,1500,0.08395155050968803,4.403995307793941,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,2000,0.1648914572408007,4.306188488449723,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,2500,0.20284510544115078,4.259136318276838,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,3000,0.2431458950714085,4.1596309428926235,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,3500,0.2296837338358315,4.176704615883906,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,4000,0.2570605840994074,4.118148611888546,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,0,False,4500,0.26263464733909536,4.119369916401914,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,500,0.05383597552295978,4.51553090660615,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,1000,0.10925030198693415,4.4248536442979045,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,1500,0.12157395088913352,4.3697097780343706,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,2000,0.10963396568835891,4.354556048167346,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,2500,0.10977365074564938,4.3557840899991564,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,3000,0.14084982162055917,4.310763711883983,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,3500,0.18000701815472855,4.25092701665564,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,4000,0.20912492899821092,4.207312545780989,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,1,False,4500,0.21873223344246326,4.189255331917225,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,500,0.05215645500269652,4.542972323042566,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,1000,0.1205388302198769,4.368492173960139,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,1500,0.18478562984845218,4.260134833325577,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,2000,0.23155440224762672,4.172758248822465,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,2500,0.2005910231186078,4.2196050932793865,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,3000,0.2620055967454682,4.108291256342792,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,3500,0.2509318541409488,4.140190060505866,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,4000,0.2905006191067799,4.074150952413367,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,2,False,4500,0.27278095509213895,4.101042882540041,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,500,0.09363093239928308,4.441039582731653,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,1000,0.17460381119234958,4.286722808738098,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,1500,0.16211382725587603,4.296749408281289,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,2000,0.15052763400029298,4.305526863228856,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,2500,0.17688465138723958,4.263866753809645,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,3000,0.1799438860582526,4.265102285105193,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,3500,0.21811212903350968,4.194374107871399,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,4000,0.23660395375874882,4.165716925798926,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,3,False,4500,0.25035439020384076,4.147921476077324,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,500,0.08104369789546888,4.4435334077808815,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,1000,0.09171438679015406,4.436804451805369,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,1500,0.17984802289323218,4.33446512143865,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,2000,0.17246731943587143,4.315121690356405,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,2500,0.1747870888690833,4.2940716429629395,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,3000,0.23019153545010937,4.204376574671706,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,3500,0.22597364572051323,4.1992789913288195,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,4000,0.2247148651186965,4.191896213781221,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,random_individual,random,4,False,4500,0.24776661347304418,4.159896609157139,6,Indre Kvarøy,0,159331124,body_mass,500,,,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,500,0.045877561850930254,4.510673330113505,6,Indre Kvarøy,0,159331124,body_mass,500,,0.014616650101207175,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,1000,0.12915630672926823,4.384472642195931,6,Indre Kvarøy,0,159331124,body_mass,500,,0.009547161391247588,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,1500,0.1753645016833858,4.2883928894870715,6,Indre Kvarøy,0,159331124,body_mass,500,,0.007175280284509322,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,2000,0.21823614983665537,4.197028584818856,6,Indre Kvarøy,0,159331124,body_mass,500,,0.005650870203810151,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,2500,0.2333345164703304,4.161811989064359,6,Indre Kvarøy,0,159331124,body_mass,500,,0.004451506280986001,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,3000,0.24992239757778537,4.133243137347038,6,Indre Kvarøy,0,159331124,body_mass,500,,0.0033322526717466136,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,3500,0.2722754651670206,4.094687544333184,6,Indre Kvarøy,0,159331124,body_mass,500,,0.002004195899317753,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,4000,0.279282624699821,4.089189532596072,6,Indre Kvarøy,0,159331124,body_mass,500,,0.0006226572765251452,
ranked_subset,bpcrr_topk_avggrm,avggrm,-1,False,4500,0.2700313201771086,4.103895040874028,6,Indre Kvarøy,0,159331124,body_mass,500,,-0.0006335962365615523,
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,500,0.14585409240072383,4.52013521189229,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,13.001420021057129
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,1000,0.16494398879823252,4.321381551678073,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,17.239078521728516
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,1500,0.1842864200235471,4.259477930670053,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,21.460681915283203
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,2000,0.20845740794060397,4.206499480910039,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,25.919723510742188
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,2500,0.23303540743304468,4.163403300120032,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,30.289213180541992
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,3000,0.24341908043287644,4.145158713370678,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,34.27829360961914
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,3500,0.2492472696462136,4.137895596759457,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,37.935123443603516
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,4000,0.25241461005559707,4.134146892813934,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,41.318092346191406
ranked_subset,bpcrr_topk_pc_distance,pc_distance,-1,False,4500,0.26727653705477883,4.1133417629091324,6,Indre Kvarøy,0,159331124,body_mass,500,10.0,,44.77305221557617
