trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,6,Indre Kvarøy,full_baseline,full_source_unweighted,none,500,,5341,0.2616922723819047,,4.120427458762682,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.0458775618509302,,4.510673330113505,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.1291563067292682,,4.384472642195931,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.1753645016833858,,4.288392889487072,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.2182361498366553,,4.197028584818856,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.2333345164703304,,4.161811989064359,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.2499223975777853,,4.133243137347038,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.2722754651670206,,4.094687544333184,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.279282624699821,,4.089189532596072,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.2700313201771086,,4.103895040874028,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.1458540924007238,,4.52013521189229,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.1649439887982325,,4.321381551678073,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1842864200235471,,4.259477930670053,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.2084574079406039,,4.206499480910039,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.2330354074330446,,4.163403300120032,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.2434190804328764,,4.145158713370678,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.2492472696462136,,4.137895596759457,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.252414610055597,,4.134146892813934,1
body_mass,6,Indre Kvarøy,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.2672765370547788,,4.1133417629091324,1
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,500,0.06357323988462907,0.023072886117317642,4.502494470991392,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,1000,0.11739329730462271,0.03432460025853272,4.387952935750569,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,1500,0.14645459627927634,0.04288145821852004,4.333010889774766,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,2000,0.16581495572259014,0.04403631305100712,4.290830267804959,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,2500,0.1729763039123461,0.03764255408132404,4.278492779665593,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,3000,0.21122734698915954,0.04972050836626397,4.20963295417926,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,3500,0.2209416761771063,0.02590756466914659,4.192294958449127,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,4000,0.24360099021636872,0.031523716845682136,4.15144504993261,5
body_mass,6,Indre Kvarøy,ranked_subset,random_individual,random,500,,4500,0.2504537679101164,0.020373779319287348,4.143497243218729,5
