n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
0,15,5578,0.16277779638767242,1.3991527557373047,random_individual,3,0
1,14,5319,0.09808777272701263,1.4182242155075073,random_individual,3,0
2,13,5027,0.15201008319854736,1.3935762643814087,random_individual,3,0
3,12,4854,0.0840597078204155,1.4092918634414673,random_individual,3,0
4,11,4270,0.05269601196050644,1.41278076171875,random_individual,3,0
5,10,3192,-0.012892229482531548,1.3949898481369019,random_individual,3,0
6,9,2706,0.13973990082740784,1.407278060913086,random_individual,3,0
7,8,2548,0.25313788652420044,1.3646291494369507,random_individual,3,0
8,7,2346,0.1290336400270462,1.3960565328598022,random_individual,3,0
9,6,1763,0.11420848220586777,1.387338638305664,random_individual,3,0
10,5,1366,-0.029484936967492104,1.409070611000061,random_individual,3,0
11,4,1010,0.12907885015010834,1.3817554712295532,random_individual,3,0
12,3,452,0.1478630006313324,1.3594913482666016,random_individual,3,0
13,2,360,-0.023397108539938927,1.417022705078125,random_individual,3,0
14,1,194,0.09601083397865295,1.3635855913162231,random_individual,3,0
0,15,5578,0.23927079141139984,1.3580952882766724,random_individual,4,0
1,14,5319,0.08538071066141129,1.418007254600525,random_individual,4,0
2,13,5027,0.03159075602889061,1.4069029092788696,random_individual,4,0
3,12,4854,0.12335135042667389,1.3884620666503906,random_individual,4,0
4,11,4270,0.19002237915992737,1.3901044130325317,random_individual,4,0
5,10,3192,0.11018697172403336,1.385598063468933,random_individual,4,0
6,9,2706,-0.0522594191133976,1.4238792657852173,random_individual,4,0
7,8,2548,0.0673256441950798,1.3951436281204224,random_individual,4,0
8,7,2346,-0.04758470505475998,1.4528708457946777,random_individual,4,0
9,6,1763,-0.11474083364009857,1.413895606994629,random_individual,4,0
10,5,1366,0.13118058443069458,1.4243131875991821,random_individual,4,0
11,4,1010,-0.0989663153886795,1.4433156251907349,random_individual,4,0
12,3,452,-0.09988036751747131,1.4067591428756714,random_individual,4,0
13,2,360,0.04707035794854164,1.3941130638122559,random_individual,4,0
14,1,194,-0.14687711000442505,1.4136358499526978,random_individual,4,0
