target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
0,5,Hestmannøy,0.431939390162006,0.0004006858906883172,1078,1,1
0,13,Southern 3,0.06837199879810214,0.00011707534040770915,584,2,4
0,10,Aldra,0.054436699207872155,0.00031466300120157315,173,3,2
0,11,Southern 1,0.032538759149611,5.581262289813207e-05,583,4,6
0,3,Selvær,0.020613702398259194,0.00010625619792917111,194,5,5
0,9,Sleneset,0.020495025464333592,0.00012346400882128671,166,6,3
0,14,Southern 4,0.020347105944529174,4.186647313689131e-05,486,7,7
0,2,Træna,0.010840776655822993,3.71259474514486e-05,292,8,8
0,7,Onøy og Lurøy,0.007014774717390537,2.708407226791713e-05,259,9,9
0,15,Southern 5,-0.00487221721559763,-2.411988720592886e-05,202,10,10
0,1,Myken,-0.023521319241262974,-0.0002556665134919888,92,11,15
0,6,Indre Kvarøy,-0.028682341752573847,-8.05683757094771e-05,356,12,11
0,8,Lovund,-0.035250470147002486,-0.0002231042414367246,158,13,14
0,4,Gjerøy,-0.04794340315274894,-8.592007733467552e-05,558,14,12
0,12,Southern 2,-0.0547190971672535,-0.00013783147901071409,397,15,13
