n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
0,15,5578,0.2261763960123062,1.396103858947754,shapley_mean,-1,0
1,14,5486,0.23965348303318024,1.351157307624817,shapley_mean,-1,0
2,13,5328,0.24428965151309967,1.348920226097107,shapley_mean,-1,0
3,12,4931,0.20853421092033386,1.364061951637268,shapley_mean,-1,0
4,11,4373,0.18116095662117004,1.3592296838760376,shapley_mean,-1,0
5,10,4017,0.13655208051204681,1.3772257566452026,shapley_mean,-1,0
6,9,3815,0.18192261457443237,1.3273487091064453,shapley_mean,-1,0
7,8,3556,0.2026260942220688,1.289171576499939,shapley_mean,-1,0
8,7,3264,0.19750486314296722,1.333635687828064,shapley_mean,-1,0
9,6,2778,0.21952350437641144,1.2971546649932861,shapley_mean,-1,0
10,5,2195,0.2114151120185852,1.290925145149231,shapley_mean,-1,0
11,4,2001,0.22975924611091614,1.2710827589035034,shapley_mean,-1,0
12,3,1417,0.18624061346054077,1.3144298791885376,shapley_mean,-1,0
13,2,1251,0.1425279825925827,1.3881158828735352,shapley_mean,-1,0
14,1,1078,0.12496825307607651,1.4068740606307983,shapley_mean,-1,0
0,15,5578,0.23525479435920715,1.3889139890670776,random_individual,0,0
1,14,5486,0.23949918150901794,1.3823248147964478,random_individual,0,0
2,13,5328,0.2391713559627533,1.3709579706192017,random_individual,0,0
3,12,4931,0.17622224986553192,1.3662376403808594,random_individual,0,0
4,11,4373,0.17770437896251678,1.4183162450790405,random_individual,0,0
5,10,4017,0.17871583998203278,1.438438892364502,random_individual,0,0
6,9,3815,0.17385973036289215,1.4153685569763184,random_individual,0,0
7,8,3556,0.20989790558815002,1.3426271677017212,random_individual,0,0
8,7,3264,0.16028261184692383,1.3889551162719727,random_individual,0,0
9,6,2778,0.13269321620464325,1.4151225090026855,random_individual,0,0
10,5,2195,0.0805555135011673,1.4064816236495972,random_individual,0,0
11,4,2001,0.0847947895526886,1.3794924020767212,random_individual,0,0
12,3,1417,0.10192364454269409,1.299461007118225,random_individual,0,0
13,2,1251,0.07240307331085205,1.3467720746994019,random_individual,0,0
14,1,1078,0.10980512201786041,1.307510495185852,random_individual,0,0
