target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
0,Nesøy,5,5014,791,791,8M31634,4,Gjerøy,0.0064062158062816255,1,0.2086613123807251,300,170
0,Nesøy,5,5014,238,238,8L48651,5,Hestmannøy,0.0059372935983446635,2,0.2086613123807251,300,166
0,Nesøy,5,5014,1019,1019,8M71531,4,Gjerøy,0.005706571898960636,3,0.2086613123807251,300,173
0,Nesøy,5,5014,945,945,8M71310,5,Hestmannøy,0.005706057335455786,4,0.2086613123807251,300,172
0,Nesøy,5,5014,1436,1436,8N05423,4,Gjerøy,0.003730672266611505,5,0.2086613123807251,300,159
0,Nesøy,5,5014,730,730,8M31317,4,Gjerøy,0.00336669396694595,6,0.2086613123807251,300,147
0,Nesøy,5,5014,3212,3212,8N73533,5,Hestmannøy,0.0031514261362171727,7,0.2086613123807251,300,160
0,Nesøy,5,5014,1653,1653,8N06359,5,Hestmannøy,0.00314528015944199,8,0.2086613123807251,300,152
0,Nesøy,5,5014,1651,1651,8N06311,5,Hestmannøy,0.0029465317430589846,9,0.2086613123807251,300,162
0,Nesøy,5,5014,1037,1037,8M71831,4,Gjerøy,0.002883014844385807,10,0.2086613123807251,300,157
0,Nesøy,5,5014,869,869,8M31995,1,Myken,0.0027095019147930256,11,0.2086613123807251,300,150
0,Nesøy,5,5014,640,640,8L89663,4,Gjerøy,0.002254824292530947,12,0.2086613123807251,300,149
0,Nesøy,5,5014,2768,2768,8N42679,5,Hestmannøy,0.0021304154502519742,13,0.2086613123807251,300,155
0,Nesøy,5,5014,5488,5488,8981274,5,Hestmannøy,0.002102155755656369,14,0.2086613123807251,300,160
0,Nesøy,5,5014,919,919,8M71254,5,Hestmannøy,0.0019072750802642665,15,0.2086613123807251,300,160
0,Nesøy,5,5014,885,885,8M71098,5,Hestmannøy,0.0018715131474065208,16,0.2086613123807251,300,144
0,Nesøy,5,5014,3015,3015,8N73057,4,Gjerøy,0.0018230370107013808,17,0.2086613123807251,300,163
0,Nesøy,5,5014,4692,4692,8747636,4,Gjerøy,0.001776586353772025,18,0.2086613123807251,300,154
0,Nesøy,5,5014,883,883,8M71092,5,Hestmannøy,0.0016946080674225831,19,0.2086613123807251,300,164
0,Nesøy,5,5014,2465,2465,8N27415,5,Hestmannøy,0.00163104145837461,20,0.2086613123807251,300,158
0,Nesøy,5,5014,4721,4721,8747741,6,Indre Kvarøy,0.001599319506889329,21,0.2086613123807251,300,153
0,Nesøy,5,5014,5316,5316,8939534,5,Hestmannøy,0.001590044077056164,22,0.2086613123807251,300,167
0,Nesøy,5,5014,4631,4631,8747224,5,Hestmannøy,0.0015791034291567823,23,0.2086613123807251,300,162
0,Nesøy,5,5014,5462,5462,8981156,12,Vega,0.0015122780260972471,24,0.2086613123807251,300,157
0,Nesøy,5,5014,2606,2606,8N28682,5,Hestmannøy,0.0015114768461830846,25,0.2086613123807251,300,163
0,Nesøy,5,5014,4183,4183,8168638,5,Hestmannøy,0.0015050348670123212,26,0.2086613123807251,300,160
0,Nesøy,5,5014,3908,3908,8P11750,7,Onøy og Lurøy,0.0014986786534278184,27,0.2086613123807251,300,159
0,Nesøy,5,5014,4306,4306,8651799,2,Træna,0.0014721703983838904,28,0.2086613123807251,300,160
0,Nesøy,5,5014,4838,4838,8800330,7,Onøy og Lurøy,0.0014221433110927326,29,0.2086613123807251,300,147
0,Nesøy,5,5014,2081,2081,8N14115,5,Hestmannøy,0.0014054490842811225,30,0.2086613123807251,300,160
0,Nesøy,5,5014,2490,2490,8N27813,1,Myken,0.0013616866799696832,31,0.2086613123807251,300,159
0,Nesøy,5,5014,2509,2509,8N27902,1,Myken,0.0013297592367972988,32,0.2086613123807251,300,157
0,Nesøy,5,5014,483,483,8L64399,2,Træna,0.001274940230327194,33,0.2086613123807251,300,150
0,Nesøy,5,5014,118,118,8L30591,5,Hestmannøy,0.0012664947629654735,34,0.2086613123807251,300,157
0,Nesøy,5,5014,690,690,8M31109,12,Vega,0.001250260748464933,35,0.2086613123807251,300,155
0,Nesøy,5,5014,4626,4626,8747260,6,Indre Kvarøy,0.0012428872141526707,36,0.2086613123807251,300,150
0,Nesøy,5,5014,4465,4465,8730497,4,Gjerøy,0.0012212894708780975,37,0.2086613123807251,300,140
0,Nesøy,5,5014,4878,4878,8800497,4,Gjerøy,0.001210454675424588,38,0.2086613123807251,300,154
0,Nesøy,5,5014,835,835,8M31839,1,Myken,0.001189312750281505,39,0.2086613123807251,300,153
0,Nesøy,5,5014,1570,1570,8N05724,3,Selvær,0.001182861186192406,40,0.2086613123807251,300,163
