trait,model_type,target_island,target_island_name,repeat,repeat_seed,analysis,method,selection_method,lambda_label,lambda_div,order_seed,n_components,n_individuals,corr_eval,mse_adj,avg_grm_target_obj,avg_grm_train_train_obj,objective_obj,diversity_include_diagonal
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.2104200651919493,1.2617707252502441,0.013396451811243465,0.013583603977460052,0.01203809141349746,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.1980912869407375,1.2773876190185547,0.00935591871635756,0.009094100949436417,0.008446508621413919,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.2081826068940504,1.2867695093154907,0.007392064015078142,0.00747900358316155,0.006644163656761987,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.22380138066318223,1.283272624015808,0.006058389063871783,0.006520343174828361,0.005406354746388947,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.2207572366262567,1.2860857248306274,0.004991442886390491,0.00585612084188324,0.004405830802202167,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.20674635029179556,1.2904912233352661,0.004026231750128449,0.005189554962662014,0.0035072762538622473,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,0.202214190754844,1.2928367853164673,0.003063024057156112,0.004182745739731669,0.002644749483182945,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,0.20557142276032264,1.2909084558486938,0.002015513355351912,0.0026382655856155134,0.0017516867967903606,True
body_mass,ridge,0,Nesøy,0,632490077,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,0.20567174812642441,1.2884036302566528,0.0009385615067308352,0.0012156751191196992,0.0008169939948188653,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.14042692181947586,1.591936707496643,0.008213314692097774,0.013520873568580867,0.006861227335239688,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.1344376957904544,1.5911824703216553,0.005775648461592299,0.01022245669466488,0.004753402792125811,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.12907949793919812,1.5890568494796753,0.004281181392205516,0.00869690697003772,0.003411490695201744,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.14186206088388048,1.5808178186416626,0.00304175572610472,0.00765006434102317,0.002276749292002403,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.14349879466829069,1.577839970588684,0.0016449461359275414,0.005872198354443186,0.0010577263004832227,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.15034297954310405,1.5760613679885864,2.129941187834446e-05,0.0033395552544817735,-0.0003126561135698329,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,0.1428374432530069,1.5787947177886963,-0.001442193057388939,0.001664370296264292,-0.0016086300870153682,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,0.13973771143952543,1.579980731010437,-0.00270169245580213,0.0008951410656957296,-0.0027912065623717027,True
body_mass,ridge,5,Hestmannøy,0,1191443913,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,0.1402431654269004,1.5800414085388184,-0.0038248156315784355,0.0008679022948541292,-0.003911605861063848,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.18125159445376665,1.427481770515442,0.008875862181917294,0.013388150449413879,0.007537047136975906,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.21869545699848136,1.4183776378631592,0.005071572942366749,0.007791112239157942,0.004292461718450954,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.26299917563666114,1.400843858718872,0.00303544052000866,0.005697016331558873,0.002465738886852773,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.2937515487364357,1.3897308111190796,0.0016032191653092159,0.004491669533576087,0.0011540522119516071,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.2985520228819827,1.3855005502700806,0.0004711913983937392,0.003599714242481423,0.00011121997414559689,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.2877721835512613,1.386176347732544,-0.0005261381430576221,0.0027393769598088214,-0.0008000758390385042,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,0.32437627368297106,1.3711609840393066,-0.0014392383125262928,0.0020471001512646094,-0.0016439483276527538,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,0.3361155868404665,1.3792434930801392,-0.002318570864767387,0.0013675347939557656,-0.0024553243441629634,True
body_mass,ridge,10,Aldra,0,1587784369,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,0.34383163675781037,1.3711984157562256,-0.003175247385555858,0.0007872344232555984,-0.003253970827881418,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,500,0.06555182245040786,0.8860810399055481,0.03583372640069992,0.0363029014041645,0.03220343626028347,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1000,0.10357640146209643,0.8816044926643372,0.023789509824691416,0.022603568717159107,0.021529152952975507,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,1500,0.09530500710341261,0.8843038082122803,0.018155261152503998,0.019061746938469914,0.016249086458657008,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2000,0.06271013106628441,0.8908306360244751,0.013517216385121733,0.013451055938853911,0.012172110791236342,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,2500,0.06822116222142742,0.8905602097511292,0.009594231047922317,0.008121848013616715,0.008782046246560645,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3000,0.0826496263570011,0.8867930173873901,0.006569331288339982,0.0048252881143807285,0.006086802476901909,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,3500,0.01838040493611854,0.9012923836708069,0.004152192415467799,0.0027875996998705426,0.0038734324454807447,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4000,0.028526684476605165,0.8991963863372803,0.002169098069408276,0.0015350207855786358,0.0020155959908504124,True
body_mass,ridge,15,Southern 5,0,1790611218,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,-1,,4500,-0.007251773231405618,0.9083800315856934,0.000477934952356699,0.0007372431925928635,0.0004042106330974126,True
