trait,model_type,target_island,target_island_name,analysis,method,selection_method,lambda_label,lambda_div,n_components,n_individuals,corr_mean,corr_std,mse_mean,avg_grm_target_mean,avg_grm_train_train_mean,objective_mean,n_rows
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.2104200651919493,,1.261770725250244,0.0133964518112434,0.01358360397746,0.0120380914134974,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.1980912869407375,,1.277387619018555,0.0093559187163575,0.0090941009494364,0.0084465086214139,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.2081826068940504,,1.2867695093154907,0.0073920640150781,0.0074790035831615,0.0066441636567619,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.2238013806631822,,1.283272624015808,0.0060583890638717,0.0065203431748283,0.0054063547463889,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,0.2207572366262567,,1.2860857248306274,0.0049914428863904,0.0058561208418832,0.0044058308022021,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,0.2067463502917955,,1.290491223335266,0.0040262317501284,0.005189554962662,0.0035072762538622,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,0.202214190754844,,1.2928367853164673,0.0030630240571561,0.0041827457397316,0.0026447494831829,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,0.2055714227603226,,1.2909084558486938,0.0020155133553519,0.0026382655856155,0.0017516867967903,1
body_mass,ridge,0,Nesøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,0.2056717481264244,,1.2884036302566528,0.0009385615067308,0.0012156751191196,0.0008169939948188,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1404269218194758,,1.591936707496643,0.0082133146920977,0.0135208735685808,0.0068612273352396,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.1344376957904544,,1.5911824703216553,0.0057756484615922,0.0102224566946648,0.0047534027921258,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.1290794979391981,,1.5890568494796753,0.0042811813922055,0.0086969069700377,0.0034114906952017,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.1418620608838804,,1.5808178186416626,0.0030417557261047,0.0076500643410231,0.0022767492920024,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2500,0.1434987946682906,,1.577839970588684,0.0016449461359275,0.0058721983544431,0.0010577263004832,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3000,0.150342979543104,,1.5760613679885864,2.129941187834446e-05,0.0033395552544817,-0.0003126561135698,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,3500,0.1428374432530069,,1.5787947177886963,-0.0014421930573889,0.0016643702962642,-0.0016086300870153,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4000,0.1397377114395254,,1.579980731010437,-0.0027016924558021,0.0008951410656957,-0.0027912065623717,1
body_mass,ridge,5,Hestmannøy,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,4500,0.1402431654269004,,1.5800414085388184,-0.0038248156315784,0.0008679022948541,-0.0039116058610638,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,500,0.1812515944537666,,1.427481770515442,0.0088758621819172,0.0133881504494138,0.0075370471369759,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1000,0.2186954569984813,,1.4183776378631592,0.0050715729423667,0.0077911122391579,0.0042924617184509,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,1500,0.2629991756366611,,1.400843858718872,0.0030354405200086,0.0056970163315588,0.0024657388868527,1
body_mass,ridge,10,Aldra,ranked_subset,ridge_avggrm_diversity_greedy,avggrm_diversity_greedy,lambda_0p1,0.1,,2000,0.2937515487364357,,1.3897308111190796,0.0016032191653092,0.004491669533576,0.0011540522119516,1
