n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,119,0.14838766525428232,1.0120718479156494,shapley_mean,-1,1,119,9
13,2,321,0.10409407926546853,0.9849151372909546,shapley_mean,-1,2,321,9
12,3,479,0.16765089757771207,0.9633829593658447,shapley_mean,-1,3,479,9
11,4,652,0.16320363047207143,0.9651743173599243,shapley_mean,-1,4,652,9
10,5,1008,0.174705881060703,0.9609938859939575,shapley_mean,-1,5,1008,9
9,6,1267,0.17989869855194496,0.9619671106338501,shapley_mean,-1,6,1267,9
8,7,1825,0.10264598018019469,0.980877161026001,shapley_mean,-1,7,1825,9
7,8,2903,0.10181894203266294,0.9728528261184692,shapley_mean,-1,8,2903,9
6,9,3300,0.08962806708912492,0.9784677028656006,shapley_mean,-1,9,3300,9
5,10,3786,0.10139379082933202,0.9755110144615173,shapley_mean,-1,10,3786,9
4,11,4369,0.106985558030428,0.9733663201332092,shapley_mean,-1,11,4369,9
3,12,4661,0.07874805573222612,0.9809118509292603,shapley_mean,-1,12,4661,9
2,13,5245,0.08667029866284554,0.9787523746490479,shapley_mean,-1,13,5245,9
1,14,5337,0.10332308013988807,0.974010705947876,shapley_mean,-1,14,5337,9
0,15,5531,0.12148430218062381,0.9710039496421814,shapley_mean,-1,15,5531,9
14,1,119,0.07882970104835482,0.9843537211418152,random_individual,0,1,119,9
13,2,321,0.04067929125597764,0.9868963956832886,random_individual,0,2,321,9
12,3,479,-0.015732946369263836,0.9992972016334534,random_individual,0,3,479,9
11,4,652,0.024375158911171764,0.9910163283348083,random_individual,0,4,652,9
10,5,1008,0.02563403227035684,0.9953213334083557,random_individual,0,5,1008,9
9,6,1267,0.03931976668459778,0.9975779056549072,random_individual,0,6,1267,9
8,7,1825,0.10242317035754077,0.9918330907821655,random_individual,0,7,1825,9
7,8,2903,0.16050943146144306,0.9790201783180237,random_individual,0,8,2903,9
6,9,3300,0.13051280171799426,0.985794723033905,random_individual,0,9,3300,9
5,10,3786,0.10011586204744347,0.9920678734779358,random_individual,0,10,3786,9
4,11,4369,0.14453560897441559,0.9796335697174072,random_individual,0,11,4369,9
3,12,4661,0.1447730180539812,0.9757581353187561,random_individual,0,12,4661,9
2,13,5245,0.11102548945597468,0.9781852960586548,random_individual,0,13,5245,9
1,14,5337,0.10604678369603512,0.9763721823692322,random_individual,0,14,5337,9
0,15,5531,0.12148430218062381,0.9710039496421814,random_individual,0,15,5531,9
14,1,119,0.03811744490860434,0.9861648082733154,random_individual,1,1,119,9
13,2,321,0.21946197923220342,0.972299337387085,random_individual,1,2,321,9
12,3,479,0.17276682558556625,0.9712901711463928,random_individual,1,3,479,9
11,4,652,0.15756674732798243,0.9733119606971741,random_individual,1,4,652,9
10,5,1008,0.17777367274804118,0.9610486030578613,random_individual,1,5,1008,9
9,6,1267,0.22278067453044512,0.947028636932373,random_individual,1,6,1267,9
8,7,1825,0.1755226539410462,0.9546530246734619,random_individual,1,7,1825,9
7,8,2903,0.14713889804981295,0.9575926661491394,random_individual,1,8,2903,9
6,9,3300,0.13752543124984878,0.9614357352256775,random_individual,1,9,3300,9
5,10,3786,0.08665471607245363,0.9772233963012695,random_individual,1,10,3786,9
4,11,4369,0.07074226156046466,0.9848549365997314,random_individual,1,11,4369,9
3,12,4661,0.09324438336077923,0.9764116406440735,random_individual,1,12,4661,9
2,13,5245,0.12347279462300986,0.9687644839286804,random_individual,1,13,5245,9
1,14,5337,0.1158192051986231,0.9720715284347534,random_individual,1,14,5337,9
0,15,5531,0.12148430218062381,0.9710039496421814,random_individual,1,15,5531,9
14,1,119,0.17357578721251266,0.9914777278900146,random_individual,2,1,119,9
13,2,321,-0.0210481892918592,1.005134105682373,random_individual,2,2,321,9
12,3,479,0.004841791837117058,1.0034852027893066,random_individual,2,3,479,9
11,4,652,0.011657612777708295,0.9965412020683289,random_individual,2,4,652,9
10,5,1008,0.04402297998363038,0.9866673350334167,random_individual,2,5,1008,9
9,6,1267,0.08260166301008208,0.9833990931510925,random_individual,2,6,1267,9
8,7,1825,0.07307978013106849,0.987046480178833,random_individual,2,7,1825,9
7,8,2903,0.09397998897167652,0.9815698266029358,random_individual,2,8,2903,9
6,9,3300,0.09229421599130301,0.9802482724189758,random_individual,2,9,3300,9
5,10,3786,0.12118539933729988,0.9669991135597229,random_individual,2,10,3786,9
4,11,4369,0.1206892035218722,0.9689586162567139,random_individual,2,11,4369,9
3,12,4661,0.11085120390690627,0.9721231460571289,random_individual,2,12,4661,9
2,13,5245,0.13119389264837006,0.9699956774711609,random_individual,2,13,5245,9
1,14,5337,0.13221854792915538,0.9685850143432617,random_individual,2,14,5337,9
0,15,5531,0.12148430218062381,0.9710039496421814,random_individual,2,15,5531,9
14,1,119,0.08844176574541729,0.987149178981781,random_individual,3,1,119,9
13,2,321,0.043581314072955325,0.9861385822296143,random_individual,3,2,321,9
12,3,479,0.1263795290195906,0.9753636121749878,random_individual,3,3,479,9
11,4,652,0.08748334899238477,0.977215588092804,random_individual,3,4,652,9
10,5,1008,0.12291834735781587,0.9727461934089661,random_individual,3,5,1008,9
9,6,1267,0.0676418306441218,0.9831639528274536,random_individual,3,6,1267,9
8,7,1825,0.2231137927607571,0.9487964510917664,random_individual,3,7,1825,9
7,8,2903,0.13859039280384752,0.9610998034477234,random_individual,3,8,2903,9
6,9,3300,0.15755444929619378,0.9549869894981384,random_individual,3,9,3300,9
5,10,3786,0.13657065861475381,0.9597618579864502,random_individual,3,10,3786,9
4,11,4369,0.11156266268096915,0.9696881771087646,random_individual,3,11,4369,9
3,12,4661,0.12695747763735044,0.9644532799720764,random_individual,3,12,4661,9
2,13,5245,0.14568862170526545,0.9616988897323608,random_individual,3,13,5245,9
1,14,5337,0.1501800670594972,0.961139440536499,random_individual,3,14,5337,9
0,15,5531,0.12148430218062381,0.9710039496421814,random_individual,3,15,5531,9
14,1,119,0.16885394942160373,0.991822361946106,random_individual,4,1,119,9
13,2,321,0.13768191900367366,1.0039089918136597,random_individual,4,2,321,9
12,3,479,0.17059708053206127,0.9727250933647156,random_individual,4,3,479,9
11,4,652,0.14293141228985637,0.9689022302627563,random_individual,4,4,652,9
10,5,1008,0.13405959262428285,0.9679569005966187,random_individual,4,5,1008,9
9,6,1267,0.1276880405942001,0.9700265526771545,random_individual,4,6,1267,9
8,7,1825,0.11026349305761773,0.9774866104125977,random_individual,4,7,1825,9
7,8,2903,0.11479444840247095,0.9754928350448608,random_individual,4,8,2903,9
6,9,3300,0.14460760572101902,0.9693581461906433,random_individual,4,9,3300,9
5,10,3786,0.15625356568811274,0.9628936648368835,random_individual,4,10,3786,9
4,11,4369,0.13614336947510808,0.969329833984375,random_individual,4,11,4369,9
3,12,4661,0.14231035116949833,0.9654144048690796,random_individual,4,12,4661,9
2,13,5245,0.11019453451026144,0.9742094874382019,random_individual,4,13,5245,9
1,14,5337,0.13387186392241973,0.9676723480224609,random_individual,4,14,5337,9
0,15,5531,0.12148430218062381,0.9710039496421814,random_individual,4,15,5531,9
