trait,target_island,target_island_name,repeat,repeat_seed,method,weight_scheme,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,weight
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8M71867,8M71867,5,Hestmannøy,2807,-0.0029807455967035606,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05358,8N05358,15,Southern 5,5250,-0.00996938575655255,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05365,8N05365,8,Lovund,350,0.014486830960003996,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05402,8N05402,10,Aldra,2221,-0.0010939390099948987,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05418,8N05418,1,Myken,367,0.013656206551016223,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05423,8N05423,4,Gjerøy,2013,-0.0004517942052340667,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05437,8N05437,6,Indre Kvarøy,803,0.00466075258592835,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05438,8N05438,6,Indre Kvarøy,722,0.005390847935679176,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05442,8N05442,6,Indre Kvarøy,993,0.0033803589454596866,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05444,8N05444,6,Indre Kvarøy,1486,0.0011297153556107293,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05445,8N05445,6,Indre Kvarøy,2183,-0.0009737626121070011,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05446,8N05446,6,Indre Kvarøy,636,0.0064106663175615974,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05447,8N05447,6,Indre Kvarøy,1955,-0.0003127100997885978,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05457,8N05457,4,Gjerøy,4450,-0.007794552385011395,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05460,8N05460,5,Hestmannøy,2655,-0.0024482450047981622,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05462,8N05462,5,Hestmannøy,2073,-0.0006310953870152252,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05464,8N05464,5,Hestmannøy,538,0.007911653402624794,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05472,8N05472,6,Indre Kvarøy,923,0.0037239625227289586,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05494,8N05494,6,Indre Kvarøy,2900,-0.0032964122275518835,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05513,8N05513,8,Lovund,142,0.025588362034680744,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05526,8N05526,4,Gjerøy,2097,-0.0007134132521590738,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05531,8N05531,5,Hestmannøy,545,0.007833639244619208,1.0
body_mass,3,Selvær,0,1879982273,avggrm_weight_uniform,uniform,8N05532,8N05532,5,Hestmannøy,1302,0.001848554164903972,1.0
