trait,snp_experiment,snp_repeat,snp_seed,snp_selection_mode,num_snps_requested,n_features_available,n_features_fit,alpha,target_column,eval_target_column,standardize_features,min_count,fit_time_seconds,fold,pearson_r,test_island,test_island_code,test_island_original_label,n_train,n_test
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.5494017000019085,6,0.2215576461887592,Hestmannøy,5,27,4587,1063
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.109806499996921,7,0.2898763463393923,Indre Kvarøy,6,28,5302,348
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.49924170000304,8,0.18304898987388007,Onøy og Lurøy,7,33,5393,257
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9690888000041014,9,0.3976566308654772,Lovund,8,34,5498,152
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.866777999995975,10,0.2865393095392047,Sleneset,9,35,5487,163
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.8966583000001265,11,0.20820875360180682,Aldra,10,38,5477,173
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.5162330999883125,12,0.18724047566654725,Leka,11,60,5067,583
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.668301599987899,13,0.06623696274600616,Vega,12,61,5254,396
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.6566561000072397,14,0.06348478903784445,Vikna,13,63,5067,583
thr_tarsus,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.286579100007657,15,0.15975997853341395,Lauvøya,14,67,4962,688
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9377870000025723,1,0.32939586036615276,Nesøy,0,20,5533,117
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9050412000069628,2,0.41959953274227235,Myken,1,22,5558,92
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.515133299995796,3,0.22763981670001537,Træna,2,23,5364,286
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.5078549000027124,4,0.29993751730539003,Selvær,3,24,5456,194
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.467190600000322,5,0.2360489805663732,Gjerøy,4,26,5095,555
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.0756790999876102,6,0.20371880099107992,Hestmannøy,5,27,4587,1063
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.65649239999766,7,0.34153785968807726,Indre Kvarøy,6,28,5302,348
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9938162000034936,8,0.22760803318384384,Onøy og Lurøy,7,33,5393,257
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.881812200008426,9,0.33822814776527416,Lovund,8,34,5498,152
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,4.057799200003501,10,0.2580318483347312,Sleneset,9,35,5487,163
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9404133999923943,11,0.21738829880908556,Aldra,10,38,5477,173
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.486447599992971,12,0.16285509729723954,Leka,11,60,5067,583
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.6108258000022033,13,0.1709391799138953,Vega,12,61,5254,396
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.4254656999983126,14,0.07427960599427368,Vikna,13,63,5067,583
thr_tarsus,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.2249604999960866,15,0.15145364155436392,Lauvøya,14,67,4962,688
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,9.861162600005628,1,0.19291378793698635,Nesøy,0,20,5515,118
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,9.455410299997311,2,0.21595528170478787,Myken,1,22,5541,92
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,8.938669000010123,3,0.24307698815483614,Træna,2,23,5347,286
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,8.251379699999234,4,0.3610122153713585,Selvær,3,24,5442,191
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,6.7290296999999555,5,0.11932244567649437,Gjerøy,4,26,5080,553
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,5.667776199989021,6,0.1600775804955741,Hestmannøy,5,27,4578,1055
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,6.478452100011054,7,0.3670832511014187,Indre Kvarøy,6,28,5284,349
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.13144199999806,8,0.40014726254077965,Onøy og Lurøy,7,33,5377,256
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.065116300000227,9,0.1863340654977754,Lovund,8,34,5482,151
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.096795299992664,10,0.1501472758079081,Sleneset,9,35,5473,160
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,8.720806400000583,11,0.15242211940040856,Aldra,10,38,5460,173
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.333526000002166,12,0.17063364819089205,Leka,11,60,5052,581
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.861780099992757,13,0.03615769713723811,Vega,12,61,5236,397
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.823380100002396,14,0.08396811986379259,Vikna,13,63,5050,583
thr_wing,all_snps,0,,random,,65344,65344,100000.0,y_adjusted,y_mean,False,20,7.833488299991586,15,0.11912380122357746,Lauvøya,14,67,4945,688
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9256154999893624,1,0.1581877227771405,Nesøy,0,20,5515,118
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9756326000060653,2,0.2059235873192939,Myken,1,22,5541,92
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.7502531000063755,3,0.2769562594166673,Træna,2,23,5347,286
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.83544979999715,4,0.30418202709600695,Selvær,3,24,5442,191
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.2370120999985375,5,0.1222263794016743,Gjerøy,4,26,5080,553
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.947984300000826,6,0.14790812317004554,Hestmannøy,5,27,4578,1055
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.5466122000070754,7,0.3789810528343571,Indre Kvarøy,6,28,5284,349
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.764179999998305,8,0.3411720261775552,Onøy og Lurøy,7,33,5377,256
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.830460500001209,9,0.12011147190671853,Lovund,8,34,5482,151
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.8822414000023855,10,0.15970540670238018,Sleneset,9,35,5473,160
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.6070139999937965,11,0.13164032595700662,Aldra,10,38,5460,173
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.2105231000023196,12,0.1755893757138189,Leka,11,60,5052,581
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.368453800008865,13,0.019899578221991465,Vega,12,61,5236,397
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.3844153999962145,14,0.06764793975850068,Vikna,13,63,5050,583
thr_wing,random_20k_snps,0,14.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.3122773000068264,15,0.05679506579096857,Lauvøya,14,67,4945,688
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9240322999976343,1,0.17213024043402758,Nesøy,0,20,5515,118
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.979099200005294,2,0.1394287414411372,Myken,1,22,5541,92
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.7898619000043254,3,0.1865477120608109,Træna,2,23,5347,286
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.7368752999900607,4,0.2632075699752896,Selvær,3,24,5442,191
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.2011492000019643,5,0.15808323998173457,Gjerøy,4,26,5080,553
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.928220899993903,6,0.1339965441801743,Hestmannøy,5,27,4578,1055
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.450966200005496,7,0.35070844633249654,Indre Kvarøy,6,28,5284,349
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.8930739000061294,8,0.3642052947026211,Onøy og Lurøy,7,33,5377,256
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.864316699997289,9,0.112528344196287,Lovund,8,34,5482,151
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.983759900002042,10,0.16483526022219144,Sleneset,9,35,5473,160
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.6827973000035854,11,0.1558659557033779,Aldra,10,38,5460,173
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.301044299994828,12,0.1752705947670826,Leka,11,60,5052,581
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.512133799988078,13,0.010227922098717349,Vega,12,61,5236,397
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.4839130000036675,14,0.06487462932658913,Vikna,13,63,5050,583
thr_wing,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9910985000024084,15,0.09716103083053165,Lauvøya,14,67,4945,688
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.4500556999992114,1,0.14781893160031032,Nesøy,0,20,5515,118
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.3859024999983376,2,0.13728407463939998,Myken,1,22,5541,92
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.4608726000005845,3,0.198991776529454,Træna,2,23,5347,286
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.931638699999894,4,0.36804410499763085,Selvær,3,24,5442,191
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.3085195000021486,5,0.12218378108446784,Gjerøy,4,26,5080,553
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.970786700010649,6,0.1440248333848165,Hestmannøy,5,27,4578,1055
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.4733783999981824,7,0.3874566443346551,Indre Kvarøy,6,28,5284,349
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.8512474999879487,8,0.3535591464128159,Onøy og Lurøy,7,33,5377,256
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.935767900009523,9,0.11794906382343603,Lovund,8,34,5482,151
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9897502999956487,10,0.09860930585739752,Sleneset,9,35,5473,160
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.73823679999623,11,0.16511342837802176,Aldra,10,38,5460,173
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.283946900002775,12,0.16354838744045155,Leka,11,60,5052,581
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.422504200003459,13,0.030677714697945314,Vega,12,61,5236,397
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.3487626999994973,14,0.0709581709889296,Vikna,13,63,5050,583
thr_wing,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.343609600007767,15,0.10067147614471172,Lauvøya,14,67,4945,688
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,4.009964700002456,1,0.12569252550660936,Nesøy,0,20,5515,118
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,4.1549876000062795,2,0.12185675529878416,Myken,1,22,5541,92
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.9010262000083458,3,0.1881261644853086,Træna,2,23,5347,286
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.7502241999900434,4,0.28616903434859686,Selvær,3,24,5442,191
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.328741999997874,5,0.1412546183602052,Gjerøy,4,26,5080,553
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.0026446000119904,6,0.12120395617500054,Hestmannøy,5,27,4578,1055
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.434392300012405,7,0.33608949108768593,Indre Kvarøy,6,28,5284,349
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.851469699991867,8,0.36177905406151883,Onøy og Lurøy,7,33,5377,256
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.935451199999079,9,0.16965691218500215,Lovund,8,34,5482,151
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.31902729999274,10,0.1594825739775573,Sleneset,9,35,5473,160
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.548087899995153,11,0.2029921295208013,Aldra,10,38,5460,173
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.567404200002784,12,0.12772415182940486,Leka,11,60,5052,581
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.6342849000066053,13,0.04576699018669499,Vega,12,61,5236,397
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.5147103999916,14,0.11401863934639637,Vikna,13,63,5050,583
thr_wing,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.212372600013623,15,0.11171753178915647,Lauvøya,14,67,4945,688
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.773541100003058,1,0.13545319920115392,Nesøy,0,20,5515,118
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.899123299997882,2,0.1326239574601172,Myken,1,22,5541,92
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.8488492000033148,3,0.1969055848604938,Træna,2,23,5347,286
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,4.198285799997393,4,0.2850117498039849,Selvær,3,24,5442,191
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.286527299991576,5,0.11320719026624683,Gjerøy,4,26,5080,553
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.8745619999972405,6,0.13209418792724748,Hestmannøy,5,27,4578,1055
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.3972678999998607,7,0.37059915344218863,Indre Kvarøy,6,28,5284,349
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.6737371000053827,8,0.3934961548599561,Onøy og Lurøy,7,33,5377,256
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.915001500005019,9,0.1529578442071234,Lovund,8,34,5482,151
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.980678699997952,10,0.09142189701517771,Sleneset,9,35,5473,160
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.861798699988867,11,0.1458422769494002,Aldra,10,38,5460,173
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.378147399998852,12,0.14704923893095262,Leka,11,60,5052,581
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.677871199994115,13,0.01023595066431382,Vega,12,61,5236,397
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.8082678000064334,14,0.03829047133686044,Vikna,13,63,5050,583
thr_wing,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.745488900007331,15,0.12049786638015891,Lauvøya,14,67,4945,688
