trait,snp_experiment,snp_repeat,snp_seed,snp_selection_mode,num_snps_requested,n_features_available,n_features_fit,alpha,target_column,eval_target_column,standardize_features,min_count,fit_time_seconds,fold,pearson_r,test_island,test_island_code,test_island_original_label,n_train,n_test
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9217777000012575,4,0.20936619011686403,Selvær,3,24,5503,194
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.564339700009441,5,0.08780332076109489,Gjerøy,4,26,5139,558
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.253711800003657,6,0.13184853784808542,Hestmannøy,5,27,4619,1078
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.751680999994278,7,0.23839303338870468,Indre Kvarøy,6,28,5341,356
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.921949700001278,8,0.01101222853062796,Onøy og Lurøy,7,33,5438,259
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.100078100003884,9,0.3483560053469811,Lovund,8,34,5539,158
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9965804000094067,10,0.2322244090153933,Sleneset,9,35,5531,166
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.873123500001384,11,0.08050653032715961,Aldra,10,38,5524,173
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.652065999995102,12,0.13914027366354415,Leka,11,60,5114,583
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.684730600012699,13,0.1424369608774057,Vega,12,61,5300,397
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.6484779000020353,14,0.06109637678817896,Vikna,13,63,5113,584
body_mass,random_20k_snps,1,1014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.538678199998685,15,-0.005867548860794603,Lauvøya,14,67,5009,688
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9395310999971116,1,0.23345088172614195,Nesøy,0,20,5578,119
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.038001399996574,2,0.4353692226030599,Myken,1,22,5605,92
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9189230000047246,3,0.13667404046530227,Træna,2,23,5405,292
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9991731999907643,4,0.2015528701391723,Selvær,3,24,5503,194
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.703135599993402,5,0.05336694914609338,Gjerøy,4,26,5139,558
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.344057399997837,6,0.13697544295296055,Hestmannøy,5,27,4619,1078
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.8965616000059526,7,0.23451603187509565,Indre Kvarøy,6,28,5341,356
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.825733699995908,8,-0.04110108831864091,Onøy og Lurøy,7,33,5438,259
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.924876100005349,9,0.34249240639786516,Lovund,8,34,5539,158
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.903035800001817,10,0.15207625649060852,Sleneset,9,35,5531,166
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.726965100009693,11,0.15915513024230452,Aldra,10,38,5524,173
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.574547900003381,12,0.09935076410493968,Leka,11,60,5114,583
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.6024813999974867,13,0.015976913845057842,Vega,12,61,5300,397
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.6140922000049613,14,0.1292565937074798,Vikna,13,63,5113,584
body_mass,random_20k_snps,2,2014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.5697937999939313,15,0.10877862384379118,Lauvøya,14,67,5009,688
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9513365000020713,1,0.19930402042324336,Nesøy,0,20,5578,119
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9901979000132997,2,0.3633048106116923,Myken,1,22,5605,92
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.8280396000045585,3,0.1257880580834628,Træna,2,23,5405,292
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.9186901000066428,4,0.19177163571222558,Selvær,3,24,5503,194
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.6150227999896742,5,0.11918331853744364,Gjerøy,4,26,5139,558
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.2424651000037557,6,0.16634061109808776,Hestmannøy,5,27,4619,1078
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.845453100002487,7,0.27259757771871657,Indre Kvarøy,6,28,5341,356
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.986598400006187,8,-0.01251270646431751,Onøy og Lurøy,7,33,5438,259
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.024485400004778,9,0.38896715412775046,Lovund,8,34,5539,158
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.0448602000105893,10,0.1298912677274519,Sleneset,9,35,5531,166
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.8089485999953467,11,0.1734579223787627,Aldra,10,38,5524,173
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.564748500008136,12,0.14460610618110797,Leka,11,60,5114,583
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.5894935999967856,13,0.0474590192393451,Vega,12,61,5300,397
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.7916062000003876,14,0.06700939602398,Vikna,13,63,5113,584
body_mass,random_20k_snps,3,3014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.095349499999429,15,0.11241268171528783,Lauvøya,14,67,5009,688
body_mass,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.0350436000007903,1,0.2340141495941054,Nesøy,0,20,5578,119
body_mass,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,3.132316899995203,2,0.3848665358353378,Myken,1,22,5605,92
body_mass,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.8178009999974165,3,0.10981919203865072,Træna,2,23,5405,292
body_mass,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.860380799989798,4,0.1607458392110523,Selvær,3,24,5503,194
body_mass,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.630074799992144,5,0.0934745039001003,Gjerøy,4,26,5139,558
body_mass,random_20k_snps,4,4014.0,random,20000.0,65344,20000,100000.0,y_adjusted,y_mean,False,20,2.4341475999972317,6,0.1442257807017888,Hestmannøy,5,27,4619,1078
