n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5139,0.08836632815355312,1.4772390127182007,pevmean_ga,-2,17014.17664521871,4,Gjerøy,2,1056172817,body_mass
5139,0.08836632815355312,1.4772390127182007,random_individual,-2,17014.17664521871,4,Gjerøy,2,1056172817,body_mass
50,0.11263713057665699,1.504089593887329,pevmean_ga,-1,18953.45456510903,4,Gjerøy,2,1056172817,body_mass
100,0.014871892100337375,1.4934226274490356,pevmean_ga,-1,18936.81015572249,4,Gjerøy,2,1056172817,body_mass
250,0.09315526093418913,1.4781231880187988,pevmean_ga,-1,18728.403059656295,4,Gjerøy,2,1056172817,body_mass
500,0.08522782133529282,1.4873749017715454,pevmean_ga,-1,18553.935214813344,4,Gjerøy,2,1056172817,body_mass
2000,0.15462766431815717,1.459801197052002,pevmean_ga,-1,17866.246007285932,4,Gjerøy,2,1056172817,body_mass
3500,0.12061572927346126,1.4668108224868774,pevmean_ga,-1,17395.925698038136,4,Gjerøy,2,1056172817,body_mass
50,-0.03494409688596292,1.503309726715088,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
100,0.023829023956214952,1.4883440732955933,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
250,0.0015079089125566475,1.492068886756897,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
500,-0.06402177789933299,1.4971047639846802,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
2000,0.011175776844058865,1.4959007501602173,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
3500,0.054262345205552606,1.4836949110031128,random_individual,0,,4,Gjerøy,2,1056172817,body_mass
50,0.0899730094916659,1.511865496635437,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
100,0.04683179712927034,1.493710994720459,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
250,-0.03115831539961526,1.495381236076355,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
500,-0.008571135673731573,1.4957290887832642,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
2000,0.012617350010261145,1.4976744651794434,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
3500,0.06794991717652055,1.485247015953064,random_individual,1,,4,Gjerøy,2,1056172817,body_mass
50,-0.08929670378022297,1.5215057134628296,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
100,-0.023502008916757737,1.4930179119110107,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
250,-0.0024070236763135805,1.4904085397720337,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
500,0.01568703791529358,1.4911022186279297,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
2000,0.14982667438930616,1.462626576423645,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
3500,0.13107242266156768,1.4657790660858154,random_individual,2,,4,Gjerøy,2,1056172817,body_mass
50,-0.005084553938638061,1.5199322700500488,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
100,-0.01519250960045967,1.5057430267333984,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
250,0.0704643976201205,1.486952543258667,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
500,0.06346447896761709,1.4909980297088623,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
2000,0.02585945662375286,1.4963492155075073,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
3500,0.04781976081811183,1.4908955097198486,random_individual,3,,4,Gjerøy,2,1056172817,body_mass
50,0.12052591594043693,1.6029083728790283,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
100,0.09385614112457606,1.5097994804382324,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
250,0.06672888042009091,1.506736397743225,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
500,0.10373742567484835,1.4818670749664307,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
2000,0.12738232892143786,1.4691921472549438,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
3500,0.12486551790715483,1.4676157236099243,random_individual,4,,4,Gjerøy,2,1056172817,body_mass
