trait,target_island,method,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,4,pevmean_ga,50,0.1126371305766569,,1.504089593887329,1
body_mass,4,pevmean_ga,100,0.0148718921003373,,1.4934226274490356,1
body_mass,4,pevmean_ga,250,0.0931552609341891,,1.4781231880187988,1
body_mass,4,pevmean_ga,500,0.0852278213352928,,1.4873749017715454,1
body_mass,4,pevmean_ga,2000,0.1546276643181571,,1.459801197052002,1
body_mass,4,pevmean_ga,3500,0.1206157292734612,,1.4668108224868774,1
body_mass,4,pevmean_ga,5139,0.0883663281535531,,1.477239012718201,1
body_mass,4,random_individual,50,0.0162347141654558,0.08735652956711616,1.5319043159484864,5
body_mass,4,random_individual,100,0.02516448873856878,0.04792419570419248,1.4981230974197388,5
body_mass,4,random_individual,250,0.021027169575367856,0.045238738054729305,1.4943095207214356,5
body_mass,4,random_individual,500,0.02205920579693888,0.06475817775579032,1.4913602352142334,5
body_mass,4,random_individual,2000,0.06537231735776332,0.06756366942117135,1.4843486309051515,5
body_mass,4,random_individual,3500,0.08519399275378146,0.039779449512725,1.478646445274353,5
body_mass,4,random_individual,5139,0.0883663281535531,,1.477239012718201,1
