trait,method,target_island,target_island_name,repeat,repeat_seed,n_train_size,n_train,n_pcs,n_pcs_requested,alpha,pearson_r,mse_adj,fit_time_seconds,n_test
thr_wing,avggrm_topk,0,Nesøy,0,14,500,500,4500,4500,32010.23,0.07995888038223974,6423.50830078125,0.04566880001220852,118
thr_wing,avggrm_topk,0,Nesøy,0,14,1000,1000,4500,4500,32010.23,0.09005013451412235,6429.298828125,0.05253759998595342,118
thr_wing,avggrm_topk,0,Nesøy,0,14,1500,1500,4500,4500,32010.23,0.1380758718202393,6432.361328125,0.10121399999479763,118
thr_wing,avggrm_topk,0,Nesøy,0,14,2000,2000,4500,4500,32010.23,0.15183547130569439,6434.88671875,0.15945420000934973,118
thr_wing,avggrm_topk,0,Nesøy,0,14,2500,2500,4500,4500,32010.23,0.1614203036720354,6436.17919921875,0.21510279999347404,118
thr_wing,avggrm_topk,0,Nesøy,0,14,3000,3000,4500,4500,32010.23,0.1976533717219405,6435.08154296875,0.31224689999362454,118
thr_wing,avggrm_topk,0,Nesøy,0,14,3500,3500,4500,4500,32010.23,0.16202439297757157,6439.03955078125,0.4647500999853946,118
thr_wing,avggrm_topk,0,Nesøy,0,14,4000,4000,4500,4500,32010.23,0.16219497438083724,6436.716796875,0.6050282999931369,118
thr_wing,avggrm_topk,0,Nesøy,0,14,4500,4500,4500,4500,32010.23,0.16307281120145373,6436.6103515625,0.7235793999861926,118
thr_wing,pca_target_topk,0,Nesøy,0,14,500,500,4500,4500,32010.23,0.043345135576312574,6424.38671875,0.019882799999322742,118
thr_wing,pca_target_topk,0,Nesøy,0,14,1000,1000,4500,4500,32010.23,0.07627013198711517,6426.8037109375,0.04724660000647418,118
thr_wing,pca_target_topk,0,Nesøy,0,14,1500,1500,4500,4500,32010.23,0.1728250995617012,6427.607421875,0.08578049999778159,118
thr_wing,pca_target_topk,0,Nesøy,0,14,2000,2000,4500,4500,32010.23,0.2098598769109191,6427.21826171875,0.1478963000117801,118
thr_wing,pca_target_topk,0,Nesøy,0,14,2500,2500,4500,4500,32010.23,0.18918450441935056,6428.70458984375,0.23384919998352416,118
thr_wing,pca_target_topk,0,Nesøy,0,14,3000,3000,4500,4500,32010.23,0.19213585085458923,6428.9580078125,0.31247370000346564,118
thr_wing,pca_target_topk,0,Nesøy,0,14,3500,3500,4500,4500,32010.23,0.1898995936054024,6431.02587890625,0.46427919997950085,118
thr_wing,pca_target_topk,0,Nesøy,0,14,4000,4000,4500,4500,32010.23,0.2120741418519903,6434.40478515625,0.6067158999794628,118
thr_wing,pca_target_topk,0,Nesøy,0,14,4500,4500,4500,4500,32010.23,0.166626265502956,6434.62109375,0.7524203000066336,118
thr_wing,avggrm_diversity_lam0p25,0,Nesøy,0,14,500,500,4500,4500,32010.23,0.05928669400838015,6423.66845703125,0.020984799979487434,118
thr_wing,avggrm_diversity_lam0p25,0,Nesøy,0,14,1000,1000,4500,4500,32010.23,0.14963085172839735,6429.1748046875,0.04965279999305494,118
thr_wing,avggrm_diversity_lam0p25,0,Nesøy,0,14,1500,1500,4500,4500,32010.23,0.16467950122046401,6430.27001953125,0.0854068000044208,118
thr_wing,avggrm_diversity_lam0p25,0,Nesøy,0,14,2000,2000,4500,4500,32010.23,0.15409280540502138,6432.78369140625,0.1396078999969177,118
thr_wing,avggrm_diversity_lam0p25,0,Nesøy,0,14,2500,2500,4500,4500,32010.23,0.12176590525024605,6433.93798828125,0.2113577999989502,118
thr_wing,avggrm_diversity_lam0p25,0,Nesøy,0,14,3000,3000,4500,4500,32010.23,0.14548218507480423,6433.74462890625,0.3154831000138074,118
