n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,396,0.11907172525657349,0.5521429777145386,shapley_mean,-1,1,396,14
13,2,559,0.11568656241346666,0.5476479530334473,shapley_mean,-1,2,559,14
12,3,732,0.1179244790359491,0.5453695058822632,shapley_mean,-1,3,732,14
11,4,1315,0.1427938777705026,0.5448012351989746,shapley_mean,-1,4,1315,14
10,5,1572,0.161420415741884,0.5439595580101013,shapley_mean,-1,5,1572,14
9,6,2635,0.15953519611572609,0.5430424213409424,shapley_mean,-1,6,2635,14
8,7,2752,0.17609722160301133,0.5407274961471558,shapley_mean,-1,7,2752,14
7,8,3335,0.15412253954040261,0.541510820388794,shapley_mean,-1,8,3335,14
6,9,3487,0.16263420633184011,0.5401806831359863,shapley_mean,-1,9,3487,14
5,10,4042,0.1298783945635629,0.5436201691627502,shapley_mean,-1,10,4042,14
4,11,4390,0.10768911387153378,0.5463336706161499,shapley_mean,-1,11,4390,14
3,12,4676,0.1102685874798696,0.5461256504058838,shapley_mean,-1,12,4676,14
2,13,4768,0.10198171569453963,0.5471241474151611,shapley_mean,-1,13,4768,14
1,14,4970,0.10568996970566487,0.5470786094665527,shapley_mean,-1,14,4970,14
0,15,5164,0.10317246074008112,0.5474227070808411,shapley_mean,-1,15,5164,14
14,1,396,0.16194973315588992,0.5457407832145691,random_individual,0,1,396,14
13,2,559,0.19638548116887816,0.5418201088905334,random_individual,0,2,559,14
12,3,732,0.1899025627434612,0.541325569152832,random_individual,0,3,732,14
11,4,1315,0.17078050271968154,0.5418714880943298,random_individual,0,4,1315,14
10,5,1572,0.15749844227034124,0.5428116917610168,random_individual,0,5,1572,14
9,6,2635,0.08488880449092527,0.5484625697135925,random_individual,0,6,2635,14
8,7,2752,0.07180435026166052,0.5497769117355347,random_individual,0,7,2752,14
7,8,3335,0.09802260512294513,0.548503041267395,random_individual,0,8,3335,14
6,9,3487,0.10229022158172556,0.5478781461715698,random_individual,0,9,3487,14
5,10,4042,0.12082857003711159,0.5455837249755859,random_individual,0,10,4042,14
4,11,4390,0.10218696722810626,0.5469359159469604,random_individual,0,11,4390,14
3,12,4676,0.1017814917227885,0.5482863187789917,random_individual,0,12,4676,14
2,13,4768,0.09996607028432511,0.5485079884529114,random_individual,0,13,4768,14
1,14,4970,0.10737798119528981,0.5475955009460449,random_individual,0,14,4970,14
0,15,5164,0.10317246074008112,0.5474227070808411,random_individual,0,15,5164,14
14,1,396,0.02411293452151815,0.5521604418754578,random_individual,1,1,396,14
13,2,559,0.03728514857965789,0.5516854524612427,random_individual,1,2,559,14
12,3,732,0.034220797318461,0.5517629981040955,random_individual,1,3,732,14
11,4,1315,0.09076090476102014,0.5471371412277222,random_individual,1,4,1315,14
10,5,1572,0.11029305579602648,0.5453438758850098,random_individual,1,5,1572,14
9,6,2635,0.0942648652595416,0.5465226173400879,random_individual,1,6,2635,14
8,7,2752,0.08868225028627005,0.5470257997512817,random_individual,1,7,2752,14
7,8,3335,0.06742385106700653,0.5507890582084656,random_individual,1,8,3335,14
6,9,3487,0.06315817537490512,0.5508149266242981,random_individual,1,9,3487,14
5,10,4042,0.06735192724878829,0.5506817102432251,random_individual,1,10,4042,14
4,11,4390,0.06951511968297634,0.5508424639701843,random_individual,1,11,4390,14
3,12,4676,0.08778505306467001,0.5497346520423889,random_individual,1,12,4676,14
2,13,4768,0.09357222562702003,0.5487070679664612,random_individual,1,13,4768,14
