n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,92,0.17552844515977886,0.30873072147369385,shapley_mean,-1,3
2,244,0.21757941796436014,0.3044051229953766,shapley_mean,-1,3
3,501,0.0066308943790546635,0.3196972608566284,shapley_mean,-1,3
4,618,-0.022779715756537134,0.32062262296676636,shapley_mean,-1,3
5,781,-0.00899177965235601,0.3205127418041229,shapley_mean,-1,3
6,1067,0.0475403469201308,0.31742000579833984,shapley_mean,-1,3
7,1240,0.026493844390549685,0.3193749189376831,shapley_mean,-1,3
8,1823,0.018705268965627794,0.32010796666145325,shapley_mean,-1,3
9,2406,0.05618186953411603,0.3163513243198395,shapley_mean,-1,3
10,2961,0.027999648768183075,0.3188802897930145,shapley_mean,-1,3
11,3309,0.04500531751174066,0.3184298574924469,shapley_mean,-1,3
12,3511,0.03057511016060735,0.3211338520050049,shapley_mean,-1,3
13,4574,0.07728667443155526,0.314555287361145,shapley_mean,-1,3
14,4970,0.0960309626151644,0.3115370273590088,shapley_mean,-1,3
15,5456,0.06332054108885907,0.31702539324760437,shapley_mean,-1,3
1,92,-0.0037132046721379337,0.3235551118850708,random_individual,0,3
2,244,-0.16812731405627854,0.3175085783004761,random_individual,0,3
3,501,-0.09036426269787597,0.3153268098831177,random_individual,0,3
4,618,-0.008458395265199046,0.3116462528705597,random_individual,0,3
5,781,-0.040907575606893815,0.3138413429260254,random_individual,0,3
6,1067,0.05319206329876347,0.31184476613998413,random_individual,0,3
7,1240,0.07161468091127578,0.3100232481956482,random_individual,0,3
8,1823,-0.0015665647300021558,0.31992247700691223,random_individual,0,3
9,2406,0.07380607962782226,0.3156389892101288,random_individual,0,3
10,2961,0.03163587694472576,0.3180351257324219,random_individual,0,3
11,3309,0.10125519666817447,0.3125908374786377,random_individual,0,3
12,3511,0.11448679210136196,0.310977578163147,random_individual,0,3
13,4574,0.14406477088450573,0.3067537248134613,random_individual,0,3
14,4970,0.11621768825724045,0.3105953335762024,random_individual,0,3
15,5456,0.06332054108885907,0.31702539324760437,random_individual,0,3
1,92,0.14031710269767747,0.3145957291126251,random_individual,1,3
2,244,-0.05105052973332077,0.3123356103897095,random_individual,1,3
3,501,-0.13851076710244362,0.3179738223552704,random_individual,1,3
4,618,-0.11025287289817377,0.3177848160266876,random_individual,1,3
5,781,-0.0359315403915375,0.31311288475990295,random_individual,1,3
6,1067,-0.049079715246266226,0.31450361013412476,random_individual,1,3
7,1240,-0.0211965495207932,0.31267911195755005,random_individual,1,3
8,1823,-0.005668649435627867,0.31346842646598816,random_individual,1,3
9,2406,0.07577384731858922,0.30748695135116577,random_individual,1,3
10,2961,0.14718332729060768,0.30027174949645996,random_individual,1,3
11,3309,0.1550950321291992,0.30096250772476196,random_individual,1,3
12,3511,0.12212753554224687,0.30385297536849976,random_individual,1,3
13,4574,0.06181259699360048,0.3165760338306427,random_individual,1,3
14,4970,0.009350454332235499,0.3234420120716095,random_individual,1,3
15,5456,0.06332054108885907,0.31702539324760437,random_individual,1,3
1,92,-0.02821952370416735,0.30981847643852234,random_individual,2,3
2,244,0.09017706008417577,0.30995985865592957,random_individual,2,3
3,501,0.12634212986403037,0.30476924777030945,random_individual,2,3
4,618,0.11224283192652208,0.3023306429386139,random_individual,2,3
5,781,0.043212299999397824,0.3064018189907074,random_individual,2,3
6,1067,0.10912862296108301,0.30122193694114685,random_individual,2,3
7,1240,0.025957664556928373,0.3110140562057495,random_individual,2,3
8,1823,0.14014573963492977,0.30199965834617615,random_individual,2,3
9,2406,0.09128961594873554,0.30888107419013977,random_individual,2,3
10,2961,0.12213090225331741,0.3062153160572052,random_individual,2,3
11,3309,0.08045383971902453,0.30987146496772766,random_individual,2,3
12,3511,0.10373388212246502,0.30703607201576233,random_individual,2,3
13,4574,0.0736145384439508,0.31353962421417236,random_individual,2,3
14,4970,0.038699131796216105,0.31901678442955017,random_individual,2,3
15,5456,0.06332054108885907,0.31702539324760437,random_individual,2,3
1,92,0.19630180005398207,0.3239535391330719,random_individual,3,3
2,244,0.18528662937424534,0.31141409277915955,random_individual,3,3
3,501,-0.07177046159516318,0.31649693846702576,random_individual,3,3
4,618,0.14298466733916934,0.30481889843940735,random_individual,3,3
5,781,0.19775152708568305,0.30287614464759827,random_individual,3,3
6,1067,0.1947884038966222,0.30306002497673035,random_individual,3,3
7,1240,0.24875922703511869,0.2992514371871948,random_individual,3,3
8,1823,0.23370334030234788,0.294735312461853,random_individual,3,3
9,2406,0.24632144467617773,0.29116690158843994,random_individual,3,3
10,2961,0.22808903875993378,0.2928786873817444,random_individual,3,3
11,3309,0.16602744089990829,0.2987590730190277,random_individual,3,3
12,3511,0.20010724422957674,0.2960662841796875,random_individual,3,3
13,4574,0.14551373752623986,0.3033688962459564,random_individual,3,3
14,4970,0.12063358307621164,0.3070334196090698,random_individual,3,3
15,5456,0.06332054108885907,0.31702539324760437,random_individual,3,3
1,92,0.04989579730344162,0.30772140622138977,random_individual,4,3
2,244,0.03788294620107894,0.30807048082351685,random_individual,4,3
3,501,0.0807453787229683,0.3052160143852234,random_individual,4,3
4,618,0.10757085709344306,0.30398738384246826,random_individual,4,3
5,781,0.05996249557955527,0.30778124928474426,random_individual,4,3
6,1067,0.04745582759720591,0.3082655668258667,random_individual,4,3
7,1240,0.0020366787448111282,0.31110092997550964,random_individual,4,3
8,1823,-0.03676715087691831,0.3164494037628174,random_individual,4,3
9,2406,0.061478172882819745,0.31018638610839844,random_individual,4,3
10,2961,0.13395554456371098,0.30404335260391235,random_individual,4,3
11,3309,0.14157271946011676,0.30459102988243103,random_individual,4,3
12,3511,0.11990308009504058,0.30769050121307373,random_individual,4,3
13,4574,0.058249692129160605,0.3180449306964874,random_individual,4,3
14,4970,0.07321832740605135,0.31479132175445557,random_individual,4,3
15,5456,0.06332054108885907,0.31702539324760437,random_individual,4,3
