target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,6,Indre Kvarøy,0.10105555638883279,0.00029038952985296776,348,1,1
5,7,Onøy og Lurøy,0.07087823984489282,0.0002757908165170927,257,2,2
5,3,Selvær,0.02576302184373943,0.00013279908166875996,194,3,5
5,9,Sleneset,0.023690647499560027,0.00014534139570282226,163,4,4
5,8,Lovund,0.02322513494755549,0.00015279694044444402,152,5,3
5,13,Southern 3,0.02202321959605261,3.777567683713998e-05,583,6,6
5,0,Nesøy,0.0027207302220461885,2.3254104461933235e-05,117,7,7
5,14,Southern 4,0.0017312303368023703,3.5622023390995273e-06,486,8,8
5,1,Myken,-0.0011677665644006744,-1.2693114830442113e-05,92,9,10
5,2,Træna,-0.002599087252477153,-9.087717666004032e-06,286,10,9
5,12,Southern 2,-0.006907750819459181,-1.7443815200654497e-05,396,11,11
5,4,Gjerøy,-0.022689262477931606,-4.088155401429118e-05,555,12,12
5,15,Southern 5,-0.02515141006481844,-0.00012451193101395267,202,13,14
5,10,Aldra,-0.03163312606216319,-0.00018285043966568317,173,14,15
5,11,Southern 1,-0.033790580558560296,-5.7959829431492786e-05,583,15,13
