target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,3,Selvær,0.06001856672040565,0.00030937405525982293,194,1,1
5,6,Indre Kvarøy,0.0585483977172193,0.00016824252217591753,348,2,2
5,2,Træna,0.043411159600367774,0.00015178727132995724,286,3,3
5,13,Southern 3,0.036608282639707654,6.279293763243165e-05,583,4,7
5,9,Sleneset,0.022384872570179754,0.00013733050656551996,163,5,5
5,15,Southern 5,0.019416576572059217,9.612166619831296e-05,202,6,6
5,1,Myken,0.013568410209212347,0.00014748271966535159,92,7,4
5,7,Onøy og Lurøy,0.013248721689992771,5.155144626456331e-05,257,8,9
5,10,Aldra,0.008566570288732133,4.951774733371175e-05,173,9,10
5,0,Nesøy,0.006275147770760973,5.363374163043567e-05,117,10,8
5,8,Lovund,0.004813651575508496,3.1668760365187476e-05,152,11,11
5,14,Southern 4,-0.0005387040288322189,-1.1084445037699979e-06,486,12,12
5,4,Gjerøy,-0.004281192179148574,-7.713859782249682e-06,555,13,13
5,12,Southern 2,-0.004832466660480646,-1.220319863757739e-05,396,14,14
5,11,Southern 1,-0.07562326811583556,-0.00012971401049028397,583,15,15
