target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.10019758929981386,0.00025302421540357033,396,1,1
14,2,Træna,0.05290381031677027,0.000184978357750945,286,2,3
14,9,Sleneset,0.037629219942658165,0.00023085411007765745,163,3,2
14,7,Onøy og Lurøy,0.028256051152834954,0.0001099457243300971,257,4,4
14,0,Nesøy,0.011189373804801188,9.56356735453093e-05,117,5,5
14,8,Lovund,0.010491103146071549,6.902041543468124e-05,152,6,6
14,13,Southern 3,0.008617333233943208,1.4781017553933462e-05,583,7,7
14,5,Hestmannøy,0.00774399322574525,7.28503596024953e-06,1063,8,8
14,10,Aldra,-0.010431964301127031,-6.030037168281521e-05,173,9,12
14,15,Southern 5,-0.010695258509162682,-5.294682430278555e-05,202,10,11
14,1,Myken,-0.019376337087859272,-0.00021061235965064428,92,11,15
14,4,Gjerøy,-0.02386643289982358,-4.300258180148393e-05,555,12,9
14,11,Southern 1,-0.028460655540494293,-4.8817590978549386e-05,583,13,10
14,3,Selvær,-0.036929479374005314,-0.00019035814110312016,194,14,14
14,6,Indre Kvarøy,-0.04857659117058759,-0.00013958790566260802,348,15,13
