n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,396,0.13771628495523988,0.55934077501297,shapley_mean,-1,1,396,14
13,2,559,0.14569980870235003,0.5569831132888794,shapley_mean,-1,2,559,14
12,3,845,0.1147407473067204,0.5590882301330566,shapley_mean,-1,3,845,14
11,4,1102,0.12402508886622694,0.5587620735168457,shapley_mean,-1,4,1102,14
10,5,1219,0.1479743091874201,0.556148886680603,shapley_mean,-1,5,1219,14
9,6,1371,0.16039652694813447,0.5548005700111389,shapley_mean,-1,6,1371,14
8,7,1954,0.13781200814741104,0.555407702922821,shapley_mean,-1,7,1954,14
7,8,3017,0.1569401947407039,0.5529963374137878,shapley_mean,-1,8,3017,14
6,9,3572,0.12961466203734148,0.5556443929672241,shapley_mean,-1,9,3572,14
5,10,4155,0.18919706117674337,0.5495883226394653,shapley_mean,-1,10,4155,14
4,11,4357,0.18267604313956073,0.5498532056808472,shapley_mean,-1,11,4357,14
3,12,4530,0.1904816860932513,0.5485358238220215,shapley_mean,-1,12,4530,14
2,13,4878,0.17887241768777679,0.5502329468727112,shapley_mean,-1,13,4878,14
1,14,5072,0.17397319419701066,0.5507180094718933,shapley_mean,-1,14,5072,14
0,15,5164,0.16855183274098978,0.5515346527099609,shapley_mean,-1,15,5164,14
14,1,396,0.14121665441810585,0.5606133937835693,random_individual,0,1,396,14
13,2,559,0.09721107738581501,0.5643082857131958,random_individual,0,2,559,14
12,3,845,0.1766326866979862,0.5594330430030823,random_individual,0,3,845,14
11,4,1102,0.18627147051323886,0.5576140880584717,random_individual,0,4,1102,14
10,5,1219,0.18713163544101497,0.5576491355895996,random_individual,0,5,1219,14
9,6,1371,0.18174609741709905,0.5561816096305847,random_individual,0,6,1371,14
8,7,1954,0.19280005321704086,0.5558835864067078,random_individual,0,7,1954,14
7,8,3017,0.18461758810457482,0.5516577363014221,random_individual,0,8,3017,14
6,9,3572,0.18749796990780432,0.5505683422088623,random_individual,0,9,3572,14
5,10,4155,0.16763040067859075,0.552430272102356,random_individual,0,10,4155,14
4,11,4357,0.16759755770668833,0.5521385669708252,random_individual,0,11,4357,14
3,12,4530,0.17850772259884226,0.5506144165992737,random_individual,0,12,4530,14
2,13,4878,0.17322634664466613,0.5509558320045471,random_individual,0,13,4878,14
1,14,5072,0.17162862968105283,0.5512194037437439,random_individual,0,14,5072,14
0,15,5164,0.16855183274098978,0.5515346527099609,random_individual,0,15,5164,14
14,1,396,0.10918230673932734,0.5625500679016113,random_individual,1,1,396,14
13,2,559,0.16317228552325602,0.5593875646591187,random_individual,1,2,559,14
12,3,845,0.20185011436234415,0.5558227896690369,random_individual,1,3,845,14
11,4,1102,0.15950369295610994,0.5573678016662598,random_individual,1,4,1102,14
10,5,1219,0.17772568249789317,0.5558724999427795,random_individual,1,5,1219,14
9,6,1371,0.18716935023208225,0.5549836158752441,random_individual,1,6,1371,14
8,7,1954,0.21474795560722612,0.550737738609314,random_individual,1,7,1954,14
7,8,3017,0.2519031489244975,0.5431378483772278,random_individual,1,8,3017,14
6,9,3572,0.21604169920934183,0.5458123683929443,random_individual,1,9,3572,14
5,10,4155,0.19287765686380273,0.5485431551933289,random_individual,1,10,4155,14
4,11,4357,0.18333878282672098,0.5500130653381348,random_individual,1,11,4357,14
3,12,4530,0.18460438216153294,0.549705982208252,random_individual,1,12,4530,14
2,13,4878,0.1741709193920146,0.5510165095329285,random_individual,1,13,4878,14
1,14,5072,0.16964951212484067,0.5512641072273254,random_individual,1,14,5072,14
0,15,5164,0.16855183274098978,0.5515346527099609,random_individual,1,15,5164,14
14,1,396,0.12891631561681458,0.5604350566864014,random_individual,2,1,396,14
13,2,559,0.13706907979509822,0.5625115633010864,random_individual,2,2,559,14
12,3,845,0.09492098179582799,0.5685178637504578,random_individual,2,3,845,14
11,4,1102,0.10245523861667029,0.5671591758728027,random_individual,2,4,1102,14
10,5,1219,0.10693971773960353,0.5660445690155029,random_individual,2,5,1219,14
9,6,1371,0.10773613000719658,0.5664675235748291,random_individual,2,6,1371,14
8,7,1954,0.147206225121508,0.5608664751052856,random_individual,2,7,1954,14
7,8,3017,0.18347686829303844,0.5532291531562805,random_individual,2,8,3017,14
6,9,3572,0.16252903573258626,0.5549099445343018,random_individual,2,9,3572,14
5,10,4155,0.13746912051365917,0.556384801864624,random_individual,2,10,4155,14
4,11,4357,0.14132324585306041,0.5556259155273438,random_individual,2,11,4357,14
3,12,4530,0.1479348886178596,0.5545784831047058,random_individual,2,12,4530,14
2,13,4878,0.15203811093856606,0.5539365410804749,random_individual,2,13,4878,14
1,14,5072,0.16174453716463547,0.5525082945823669,random_individual,2,14,5072,14
0,15,5164,0.16855183274098978,0.5515346527099609,random_individual,2,15,5164,14
14,1,396,0.09336999426073547,0.5696346163749695,random_individual,3,1,396,14
13,2,559,0.13100721362857234,0.560591995716095,random_individual,3,2,559,14
12,3,845,0.15545193216005868,0.5563328862190247,random_individual,3,3,845,14
11,4,1102,0.1531134920900793,0.5565134882926941,random_individual,3,4,1102,14
10,5,1219,0.12973923100223425,0.5581654906272888,random_individual,3,5,1219,14
9,6,1371,0.11987196605329012,0.559209942817688,random_individual,3,6,1371,14
8,7,1954,0.14044721827841522,0.5572673678398132,random_individual,3,7,1954,14
7,8,3017,0.1566342705933688,0.5542401671409607,random_individual,3,8,3017,14
6,9,3572,0.15158769005851455,0.5546713471412659,random_individual,3,9,3572,14
5,10,4155,0.18664756680626304,0.5500545501708984,random_individual,3,10,4155,14
4,11,4357,0.19174009139019993,0.5488016605377197,random_individual,3,11,4357,14
3,12,4530,0.1948492732752828,0.5484002828598022,random_individual,3,12,4530,14
2,13,4878,0.18033247287590887,0.5501418709754944,random_individual,3,13,4878,14
1,14,5072,0.16321991047298684,0.5523170828819275,random_individual,3,14,5072,14
0,15,5164,0.16855183274098978,0.5515346527099609,random_individual,3,15,5164,14
14,1,396,0.08073505746523804,0.5654422044754028,random_individual,4,1,396,14
13,2,559,0.06810896681684823,0.5699450969696045,random_individual,4,2,559,14
12,3,845,0.07072864206832234,0.5665671825408936,random_individual,4,3,845,14
11,4,1102,0.0982798707300771,0.5640345215797424,random_individual,4,4,1102,14
10,5,1219,0.11485317314472746,0.5618042945861816,random_individual,4,5,1219,14
9,6,1371,0.12443438034908666,0.5606200098991394,random_individual,4,6,1371,14
8,7,1954,0.16577599565413909,0.554681658744812,random_individual,4,7,1954,14
7,8,3017,0.1812310332336344,0.5507138967514038,random_individual,4,8,3017,14
6,9,3572,0.1922499729149025,0.5487372875213623,random_individual,4,9,3572,14
5,10,4155,0.19286949451483648,0.5487067103385925,random_individual,4,10,4155,14
4,11,4357,0.20289886357489847,0.5469651818275452,random_individual,4,11,4357,14
3,12,4530,0.2095569182600019,0.545486569404602,random_individual,4,12,4530,14
2,13,4878,0.19664983991422808,0.547225296497345,random_individual,4,13,4878,14
1,14,5072,0.16612885464930832,0.5519631505012512,random_individual,4,14,5072,14
0,15,5164,0.16855183274098978,0.5515346527099609,random_individual,4,15,5164,14
