n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,92,0.2646890952186932,0.9044582843780518,shapley_mean,-1,1,92,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
13,2,211,0.2605810880924256,0.9191219806671144,shapley_mean,-1,2,211,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
12,3,503,0.3027211623331859,0.8795419335365295,shapley_mean,-1,3,503,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
11,4,669,0.3255357985176084,0.8677917718887329,shapley_mean,-1,4,669,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
10,5,928,0.2740830820543513,0.8780270218849182,shapley_mean,-1,5,928,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
9,6,1414,0.3291889494749557,0.8580185174942017,shapley_mean,-1,6,1414,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
8,7,2492,0.1976558269540998,0.8930030465126038,shapley_mean,-1,7,2492,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
7,8,3076,0.236385908960806,0.8789221048355103,shapley_mean,-1,8,3076,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
6,9,3234,0.2727629764743651,0.8672686219215393,shapley_mean,-1,9,3234,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
5,10,3436,0.2936679939690876,0.8586046695709229,shapley_mean,-1,10,3436,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
4,11,3792,0.3044348692014351,0.8578546643257141,shapley_mean,-1,11,3792,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
3,12,4375,0.2975599075125822,0.8592000603675842,shapley_mean,-1,12,4375,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
2,13,4933,0.2380394971763394,0.8798544406890869,shapley_mean,-1,13,4933,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
1,14,5330,0.1851295052245557,0.9038605093955994,shapley_mean,-1,14,5330,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
0,15,5503,0.1919863618452836,0.900327742099762,shapley_mean,-1,15,5503,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
14,1,92,0.0920275109959963,0.934062361717224,random_individual,0,1,92,3,Selvær,0,373658297,10,body_mass,0.0515463917525773,10
