n_permutations,n_cal_samples,method,n_removed,corr_mean,corr_std,mse_mean,mse_std,n_rows
10,10,random_individual,0,0.2319843465274993,0.11977957096807818,0.9391757309436798,0.23720202079308966,50
10,10,random_individual,1,0.2283824536950613,0.1250225058390978,0.9393108654022216,0.2363525725163255,50
10,10,random_individual,2,0.2214868732013019,0.12605486573983787,0.9410796535015106,0.23815294868235895,50
10,10,random_individual,3,0.2200015763100334,0.12558857251579442,0.9408726918697358,0.23810606118696112,50
10,10,random_individual,4,0.21431225893762662,0.11963903074748251,0.9407989192008972,0.23757343311269744,50
10,10,random_individual,5,0.1983495090462362,0.12946665346560918,0.9442611372470856,0.23760919883175383,50
10,10,random_individual,6,0.18685893907695422,0.13360545436321103,0.9443356943130493,0.23626737417785598,50
10,10,random_individual,7,0.1762606340489107,0.13782906964516672,0.9475776851177216,0.23379952415486657,50
10,10,random_individual,8,0.16488796353219487,0.1444468226424915,0.9516239094734192,0.23922258629983828,50
10,10,random_individual,9,0.16604859798476135,0.1518643777268592,0.9532136380672455,0.23908655617499,50
10,10,random_individual,10,0.14779585022973624,0.1532664714272999,0.9573690712451934,0.24153940361838486,50
10,10,random_individual,11,0.13489585064737977,0.14024848634280998,0.9613737618923187,0.24298898906204114,50
10,10,random_individual,12,0.11684402343294091,0.1496649753005839,0.9647377276420593,0.24503343004804004,50
10,10,random_individual,13,0.10182643226663275,0.14064710284971554,0.970423264503479,0.25233170558758244,50
10,10,random_individual,14,0.0540868773092597,0.16892688529827554,0.9814883983135223,0.24857730503012354,50
10,10,shapley_mean,0,0.23198434652749933,0.12498978940017878,0.9391757309436798,0.24751992668371123,10
10,10,shapley_mean,1,0.23676972825041404,0.13135509557397834,0.9381632149219513,0.24563313883641605,10
10,10,shapley_mean,2,0.23057614207300228,0.1334758378767604,0.9374087631702424,0.24598608646274583,10
10,10,shapley_mean,3,0.23976996073267326,0.14266640246462559,0.9349366128444672,0.2476400505382484,10
10,10,shapley_mean,4,0.23640558292302022,0.1489498278466177,0.9323817908763885,0.2460066103280396,10
10,10,shapley_mean,5,0.23780526860954052,0.1442745602749744,0.9304729402065277,0.24934074137221354,10
10,10,shapley_mean,6,0.2067264364747987,0.16305535076374733,0.9383138179779053,0.2508445000542958,10
10,10,shapley_mean,7,0.21865559655533656,0.15370271477944036,0.9346009790897369,0.24213451687058457,10
10,10,shapley_mean,8,0.21715557771501484,0.12888579435905892,0.9346346855163574,0.24126239644152558,10
10,10,shapley_mean,9,0.23559548033217012,0.1535276542893986,0.9312864720821381,0.24264233324876433,10
10,10,shapley_mean,10,0.23514536037723305,0.13470158275130276,0.9330589234828949,0.2510901828700462,10
10,10,shapley_mean,11,0.238145408679478,0.1252299678574085,0.9325927019119262,0.24930551103382098,10
10,10,shapley_mean,12,0.23763231951748037,0.13060360724804895,0.9322399258613586,0.2521018255964834,10
10,10,shapley_mean,13,0.20723182506460242,0.16594360742858835,0.9483382880687714,0.25025520506498694,10
10,10,shapley_mean,14,0.1560046026042878,0.15085451424443372,0.9563107013702392,0.2554609176762098,10
10,20,random_individual,0,0.20380866947095794,0.1332660848078115,0.9281563729047775,0.29709341054957616,50
10,20,random_individual,1,0.19288831601479473,0.1334091261997899,0.9314361208677292,0.29506695897259483,50
10,20,random_individual,2,0.19000951003283778,0.1339934714732259,0.9323407781124115,0.2954566075308037,50
10,20,random_individual,3,0.18338757388459703,0.139687374208988,0.9308827620744705,0.2931655974255306,50
10,20,random_individual,4,0.1778410724655841,0.14804777141052342,0.9297935259342194,0.2897913889066304,50
10,20,random_individual,5,0.1743782691890309,0.15294462454745478,0.9300123751163483,0.28941756168110133,50
10,20,random_individual,6,0.15911299931632084,0.15290670887848543,0.933537312746048,0.2945824480285937,50
10,20,random_individual,7,0.1487248048844546,0.16190797738578097,0.9331151694059372,0.29628678763510563,50
10,20,random_individual,8,0.1322118581861039,0.1596531454266233,0.9358745175600052,0.3007586845385435,50
10,20,random_individual,9,0.12892053765933797,0.1496668931838494,0.9341315311193467,0.3016800368466328,50
10,20,random_individual,10,0.11754125567295015,0.15465621078812827,0.9378329420089722,0.3032085436541967,50
10,20,random_individual,11,0.09333678907744293,0.14182501281444831,0.9423935490846634,0.3138925393682435,50
10,20,random_individual,12,0.08953742144873404,0.14282842028663306,0.9428415811061859,0.3138995463300875,50
10,20,random_individual,13,0.07456115253501261,0.1547033430125913,0.9448050940036774,0.31065481094409847,50
10,20,random_individual,14,0.041430144912339185,0.1854923791432624,0.950309801697731,0.31617031664273254,50
10,20,shapley_mean,0,0.20380866947095794,0.13906294487190862,0.9281563729047775,0.310016495439516,10
10,20,shapley_mean,1,0.19623923062616608,0.1455897478406234,0.9330435127019883,0.31481349421688676,10
10,20,shapley_mean,2,0.1838238317164032,0.1498405262877015,0.9367985337972641,0.31692684904874324,10
10,20,shapley_mean,3,0.18372000458085475,0.13949029089127757,0.9364890873432159,0.32484017665881054,10
10,20,shapley_mean,4,0.19216558049414617,0.13718538658562504,0.9323753476142883,0.32027298958952394,10
10,20,shapley_mean,5,0.196783858073145,0.14378483516053867,0.9274292945861816,0.31820612742598015,10
