n_individuals,corr_eval,mse_adj,method,order_seed,pevmean_obj,target_island,target_island_name,repeat,repeat_seed,trait
5341,0.31876863159301533,1.4793694019317627,pevmean_ga,-2,16405.82136049806,6,Indre Kvarøy,4,395063024,body_mass
5341,0.31876863159301533,1.4793694019317627,random_individual,-2,16405.82136049806,6,Indre Kvarøy,4,395063024,body_mass
50,0.05105474796913709,1.6361286640167236,pevmean_ga,-1,18812.388057199983,6,Indre Kvarøy,4,395063024,body_mass
100,0.0884015882022602,1.5845656394958496,pevmean_ga,-1,18700.724098476967,6,Indre Kvarøy,4,395063024,body_mass
250,0.18635736203248676,1.5742472410202026,pevmean_ga,-1,18431.632949203267,6,Indre Kvarøy,4,395063024,body_mass
500,0.1538760739835894,1.5668034553527832,pevmean_ga,-1,18175.751941446462,6,Indre Kvarøy,4,395063024,body_mass
2000,0.27327372072013395,1.5228209495544434,pevmean_ga,-1,17346.364616897386,6,Indre Kvarøy,4,395063024,body_mass
3500,0.27394701614815126,1.5059109926223755,pevmean_ga,-1,16832.99661375324,6,Indre Kvarøy,4,395063024,body_mass
50,0.050217794588372944,1.6855295896530151,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
100,0.09149572813208971,1.6596347093582153,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
250,0.16843862129977846,1.5813934803009033,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
500,0.1675540142572251,1.5730844736099243,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
2000,0.15423340940013283,1.5525540113449097,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
3500,0.30786586781874575,1.506643533706665,random_individual,0,,6,Indre Kvarøy,4,395063024,body_mass
50,0.02848963175535273,1.5964581966400146,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
100,0.1037927546497706,1.592605471611023,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
250,0.03837449619761616,1.5928066968917847,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
500,0.08623923151757228,1.5888229608535767,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
2000,0.23335805394828152,1.539523720741272,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
3500,0.25838406781796847,1.5083019733428955,random_individual,1,,6,Indre Kvarøy,4,395063024,body_mass
50,-0.02584815151988677,1.6367552280426025,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
100,0.05298691809423342,1.6110026836395264,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
250,0.07383898683705321,1.5974022150039673,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
500,0.13977914416566317,1.576546311378479,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
2000,0.3273736229894855,1.5181663036346436,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
3500,0.2881903063424669,1.5008195638656616,random_individual,2,,6,Indre Kvarøy,4,395063024,body_mass
50,0.02324786617286736,1.6605714559555054,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
100,-0.01196076560224043,1.633786678314209,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
250,0.07050549529829526,1.5975549221038818,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
500,0.1064839683658574,1.5858252048492432,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
2000,0.207491714020184,1.5476562976837158,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
3500,0.29349959864169983,1.5061982870101929,random_individual,3,,6,Indre Kvarøy,4,395063024,body_mass
50,0.060089579218299556,1.6448169946670532,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
100,0.03956568881486392,1.6316250562667847,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
250,-0.02422397762364797,1.5989677906036377,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
500,0.0031666708103508185,1.594630241394043,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
2000,0.2439970421437455,1.533258318901062,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
3500,0.28503663858621975,1.5052776336669922,random_individual,4,,6,Indre Kvarøy,4,395063024,body_mass
