target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
0,Nesøy,0,41486119,10,0.05,0.4787573525462306,15
0,Nesøy,5,1138036663,10,0.05,0.3448094851966951,15
0,Nesøy,0,41486119,25,0.05,0.4787573525462306,15
0,Nesøy,5,1138036663,25,0.05,0.3448094851966951,15
0,Nesøy,0,41486119,50,0.05,0.4787573525462306,15
0,Nesøy,5,1138036663,50,0.05,0.3448094851966951,15
0,Nesøy,0,1912651978,10,0.1,0.3225736966545648,15
0,Nesøy,5,154287916,10,0.1,0.5178382545184449,15
0,Nesøy,0,1912651978,25,0.1,0.3225736966545648,15
0,Nesøy,5,154287916,25,0.1,0.5178382545184449,15
0,Nesøy,0,1912651978,50,0.1,0.3225736966545648,15
0,Nesøy,5,154287916,50,0.1,0.5178382545184449,15
0,Nesøy,0,1001421969,10,0.15,0.4481275046195917,15
0,Nesøy,5,1162009635,10,0.15,0.4893830047842649,15
0,Nesøy,0,1001421969,25,0.15,0.4481275046195917,15
0,Nesøy,5,1162009635,25,0.15,0.4893830047842649,15
0,Nesøy,0,1001421969,50,0.15,0.4481275046195917,15
0,Nesøy,5,1162009635,50,0.15,0.4893830047842649,15
0,Nesøy,0,738286406,10,0.2,0.3132436730563021,15
0,Nesøy,5,1415204144,10,0.2,0.2067022897650339,15
0,Nesøy,0,738286406,25,0.2,0.3132436730563021,15
0,Nesøy,5,1415204144,25,0.2,0.2067022897650339,15
0,Nesøy,0,738286406,50,0.2,0.3132436730563021,15
0,Nesøy,5,1415204144,50,0.2,0.2067022897650339,15
0,Nesøy,0,1101884403,10,0.25,0.0345632562360977,15
0,Nesøy,5,298376080,10,0.25,0.1966691057288275,15
0,Nesøy,0,1101884403,25,0.25,0.0345632562360977,15
0,Nesøy,5,298376080,25,0.25,0.1966691057288275,15
0,Nesøy,0,1101884403,50,0.25,0.0345632562360977,15
0,Nesøy,5,298376080,50,0.25,0.1966691057288275,15
0,Nesøy,1,418832341,10,0.05,0.5879912781067782,15
0,Nesøy,6,827180584,10,0.05,-0.3150634554379058,15
0,Nesøy,1,418832341,25,0.05,0.5879912781067782,15
0,Nesøy,6,827180584,25,0.05,-0.3150634554379058,15
0,Nesøy,1,418832341,50,0.05,0.5879912781067782,15
0,Nesøy,6,827180584,50,0.05,-0.3150634554379058,15
0,Nesøy,1,1497291777,10,0.1,0.2473355773014853,15
0,Nesøy,6,80131402,10,0.1,0.4209693027114971,15
0,Nesøy,1,1497291777,25,0.1,0.2473355773014853,15
0,Nesøy,6,80131402,25,0.1,0.4209693027114971,15
0,Nesøy,1,1497291777,50,0.1,0.2473355773014853,15
0,Nesøy,6,80131402,50,0.1,0.4209693027114971,15
0,Nesøy,1,1103645765,10,0.15,-0.0073347449219447,15
0,Nesøy,6,804788989,10,0.15,0.3405153222236758,15
0,Nesøy,1,1103645765,25,0.15,-0.0073347449219447,15
0,Nesøy,6,804788989,25,0.15,0.3405153222236758,15
0,Nesøy,1,1103645765,50,0.15,-0.0073347449219447,15
0,Nesøy,6,804788989,50,0.15,0.3405153222236758,15
0,Nesøy,1,346175503,10,0.2,0.2998744295375901,15
0,Nesøy,6,688170345,10,0.2,0.5813777797206813,15
0,Nesøy,1,346175503,25,0.2,0.2998744295375901,15
0,Nesøy,6,688170345,25,0.2,0.5813777797206813,15
0,Nesøy,1,346175503,50,0.2,0.2998744295375901,15
0,Nesøy,6,688170345,50,0.2,0.5813777797206813,15
0,Nesøy,1,1404040293,10,0.25,0.2838653191777298,15
0,Nesøy,6,714206770,10,0.25,0.2800976786729967,15
0,Nesøy,1,1404040293,25,0.25,0.2838653191777298,15
0,Nesøy,6,714206770,25,0.25,0.2800976786729967,15
0,Nesøy,1,1404040293,50,0.25,0.2838653191777298,15
0,Nesøy,6,714206770,50,0.25,0.2800976786729967,15
0,Nesøy,2,250375888,10,0.05,0.8049549553378726,15
0,Nesøy,7,2046143852,10,0.05,-0.2426666987064962,15
0,Nesøy,2,250375888,25,0.05,0.8049549553378726,15
0,Nesøy,7,2046143852,25,0.05,-0.2426666987064962,15
0,Nesøy,2,250375888,50,0.05,0.8049549553378726,15
0,Nesøy,7,2046143852,50,0.05,-0.2426666987064962,15
0,Nesøy,2,1011780048,10,0.1,0.3323031130824642,15
0,Nesøy,7,1282586151,10,0.1,0.1743153182018523,15
0,Nesøy,2,1011780048,25,0.1,0.3323031130824642,15
0,Nesøy,7,1282586151,25,0.1,0.1743153182018523,15
0,Nesøy,2,1011780048,50,0.1,0.3323031130824642,15
0,Nesøy,7,1282586151,50,0.1,0.1743153182018523,15
0,Nesøy,2,616737942,10,0.15,0.2070160734149284,15
0,Nesøy,7,828979037,10,0.15,0.4482304426513607,15
0,Nesøy,2,616737942,25,0.15,0.2070160734149284,15
0,Nesøy,7,828979037,25,0.15,0.4482304426513607,15
0,Nesøy,2,616737942,50,0.15,0.2070160734149284,15
0,Nesøy,7,828979037,50,0.15,0.4482304426513607,15
0,Nesøy,2,721065608,10,0.2,-0.0383233447343224,15
0,Nesøy,7,1370747405,10,0.2,0.1130820900094151,15
0,Nesøy,2,721065608,25,0.2,-0.0383233447343224,15
0,Nesøy,7,1370747405,25,0.2,0.1130820900094151,15
0,Nesøy,2,721065608,50,0.2,-0.0383233447343224,15
0,Nesøy,7,1370747405,50,0.2,0.1130820900094151,15
0,Nesøy,2,1951660074,10,0.25,0.2813312582035262,15
0,Nesøy,7,1081899162,10,0.25,-0.0239213251483012,15
0,Nesøy,2,1951660074,25,0.25,0.2813312582035262,15
0,Nesøy,7,1081899162,25,0.25,-0.0239213251483012,15
0,Nesøy,2,1951660074,50,0.25,0.2813312582035262,15
0,Nesøy,7,1081899162,50,0.25,-0.0239213251483012,15
0,Nesøy,3,316308429,10,0.05,0.8301482417379222,15
0,Nesøy,8,2111476157,10,0.05,-0.8156961532682327,15
0,Nesøy,3,316308429,25,0.05,0.8301482417379222,15
0,Nesøy,8,2111476157,25,0.05,-0.8156961532682327,15
0,Nesøy,3,316308429,50,0.05,0.8301482417379222,15
0,Nesøy,8,2111476157,50,0.05,-0.8156961532682327,15
0,Nesøy,3,76469579,10,0.1,0.3060844008632368,15
0,Nesøy,8,185687666,10,0.1,0.0256268628577497,15
0,Nesøy,3,76469579,25,0.1,0.3060844008632368,15
0,Nesøy,8,185687666,25,0.1,0.0256268628577497,15
0,Nesøy,3,76469579,50,0.1,0.3060844008632368,15
0,Nesøy,8,185687666,50,0.1,0.0256268628577497,15
0,Nesøy,3,307210443,10,0.15,0.1767615540535398,15
0,Nesøy,8,1243186015,10,0.15,0.6342670937961895,15
0,Nesøy,3,307210443,25,0.15,0.1767615540535398,15
0,Nesøy,8,1243186015,25,0.15,0.6342670937961895,15
0,Nesøy,3,307210443,50,0.15,0.1767615540535398,15
0,Nesøy,8,1243186015,50,0.15,0.6342670937961895,15
0,Nesøy,3,169371147,10,0.2,0.4305480499190656,15
0,Nesøy,8,2118842716,10,0.2,0.1622593424263324,15
0,Nesøy,3,169371147,25,0.2,0.4305480499190656,15
0,Nesøy,8,2118842716,25,0.2,0.1622593424263324,15
0,Nesøy,3,169371147,50,0.2,0.4305480499190656,15
0,Nesøy,8,2118842716,50,0.2,0.1622593424263324,15
0,Nesøy,3,451961254,10,0.25,0.1678706350247572,15
0,Nesøy,8,658483263,10,0.25,0.416200638797214,15
0,Nesøy,3,451961254,25,0.25,0.1678706350247572,15
0,Nesøy,8,658483263,25,0.25,0.416200638797214,15
0,Nesøy,3,451961254,50,0.25,0.1678706350247572,15
0,Nesøy,8,658483263,50,0.25,0.416200638797214,15
0,Nesøy,4,171974825,10,0.05,0.1031106471913912,15
0,Nesøy,9,1776109052,10,0.05,-0.0194222478427642,15
0,Nesøy,4,171974825,25,0.05,0.1031106471913912,15
0,Nesøy,9,1776109052,25,0.05,-0.0194222478427642,15
0,Nesøy,4,171974825,50,0.05,0.1031106471913912,15
0,Nesøy,9,1776109052,50,0.05,-0.0194222478427642,15
0,Nesøy,4,337089562,10,0.1,0.3546103848995741,15
0,Nesøy,9,368710794,10,0.1,-0.2622154387586597,15
0,Nesøy,4,337089562,25,0.1,0.3546103848995741,15
0,Nesøy,9,368710794,25,0.1,-0.2622154387586597,15
0,Nesøy,4,337089562,50,0.1,0.3546103848995741,15
0,Nesøy,9,368710794,50,0.1,-0.2622154387586597,15
0,Nesøy,4,597056219,10,0.15,0.2333956772479634,15
0,Nesøy,9,1343154866,10,0.15,0.0472728436107088,15
0,Nesøy,4,597056219,25,0.15,0.2333956772479634,15
0,Nesøy,9,1343154866,25,0.15,0.0472728436107088,15
0,Nesøy,4,597056219,50,0.15,0.2333956772479634,15
0,Nesøy,9,1343154866,50,0.15,0.0472728436107088,15
0,Nesøy,4,735793150,10,0.2,0.3834580432909441,15
0,Nesøy,9,2057123582,10,0.2,0.4331083002381449,15
0,Nesøy,4,735793150,25,0.2,0.3834580432909441,15
0,Nesøy,9,2057123582,25,0.2,0.4331083002381449,15
0,Nesøy,4,735793150,50,0.2,0.3834580432909441,15
0,Nesøy,9,2057123582,50,0.2,0.4331083002381449,15
0,Nesøy,4,1193775889,10,0.25,0.4687788485716719,15
0,Nesøy,9,285572873,10,0.25,0.2304187796281634,15
0,Nesøy,4,1193775889,25,0.25,0.4687788485716719,15
0,Nesøy,9,285572873,25,0.25,0.2304187796281634,15
0,Nesøy,4,1193775889,50,0.25,0.4687788485716719,15
0,Nesøy,9,285572873,50,0.25,0.2304187796281634,15
