n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,356,0.11181205781943337,1.6222913265228271,shapley_mean,-1,1,356,5
13,2,514,0.12430937079775962,1.6144514083862305,shapley_mean,-1,2,514,5
12,3,606,0.13517332980476848,1.6093531847000122,shapley_mean,-1,3,606,5
11,4,865,0.1093387615041769,1.6160798072814941,shapley_mean,-1,4,865,5
10,5,1423,0.1324441275247053,1.6035751104354858,shapley_mean,-1,5,1423,5
9,6,1596,0.14468473097376658,1.598138689994812,shapley_mean,-1,6,1596,5
8,7,2082,0.14370769757531224,1.5975534915924072,shapley_mean,-1,7,2082,5
7,8,2374,0.14489781537322247,1.5965092182159424,shapley_mean,-1,8,2374,5
6,9,2576,0.1388636286509967,1.5984565019607544,shapley_mean,-1,9,2576,5
5,10,2973,0.13986859426416817,1.5991334915161133,shapley_mean,-1,10,2973,5
4,11,3556,0.14469352414527348,1.5980525016784668,shapley_mean,-1,11,3556,5
3,12,4140,0.1419936423173008,1.5999808311462402,shapley_mean,-1,12,4140,5
2,13,4306,0.14314585233217839,1.5991225242614746,shapley_mean,-1,13,4306,5
1,14,4425,0.13684336387810417,1.6006383895874023,shapley_mean,-1,14,4425,5
0,15,4619,0.13681387803670458,1.6010823249816895,shapley_mean,-1,15,4619,5
14,1,356,0.04150677808407909,1.6400039196014404,random_individual,0,1,356,5
13,2,514,0.03208858619613133,1.6375646591186523,random_individual,0,2,514,5
12,3,606,0.014412483639878319,1.6403108835220337,random_individual,0,3,606,5
11,4,865,0.027971660084720268,1.6389106512069702,random_individual,0,4,865,5
10,5,1423,0.04517217059689205,1.6380832195281982,random_individual,0,5,1423,5
9,6,1596,0.04096238018393256,1.6405905485153198,random_individual,0,6,1596,5
8,7,2082,0.07617096022395699,1.6294455528259277,random_individual,0,7,2082,5
7,8,2374,0.07787173277753834,1.6289235353469849,random_individual,0,8,2374,5
6,9,2576,0.08966828023353714,1.623996615409851,random_individual,0,9,2576,5
5,10,2973,0.10365479459638012,1.618605375289917,random_individual,0,10,2973,5
4,11,3556,0.10685779894268088,1.6157879829406738,random_individual,0,11,3556,5
3,12,4140,0.1358892633585821,1.6032028198242188,random_individual,0,12,4140,5
2,13,4306,0.14441920828908855,1.599310040473938,random_individual,0,13,4306,5
1,14,4425,0.1464428325874791,1.5981707572937012,random_individual,0,14,4425,5
0,15,4619,0.13681387803670458,1.6010823249816895,random_individual,0,15,4619,5
14,1,356,0.05020504887388763,1.6540080308914185,random_individual,1,1,356,5
13,2,514,0.045126823406414274,1.6467640399932861,random_individual,1,2,514,5
12,3,606,0.032075211650934556,1.6509007215499878,random_individual,1,3,606,5
11,4,865,0.03615931539730936,1.643867015838623,random_individual,1,4,865,5
10,5,1423,0.05616110891590347,1.6413589715957642,random_individual,1,5,1423,5
9,6,1596,0.07683657726013832,1.6314771175384521,random_individual,1,6,1596,5
8,7,2082,0.07479770661043898,1.6321808099746704,random_individual,1,7,2082,5
7,8,2374,0.10607399378191666,1.6219500303268433,random_individual,1,8,2374,5
6,9,2576,0.11723075131017674,1.6164640188217163,random_individual,1,9,2576,5
5,10,2973,0.14359858344459078,1.6067709922790527,random_individual,1,10,2973,5
4,11,3556,0.13168451848615334,1.6091660261154175,random_individual,1,11,3556,5
3,12,4140,0.12726230955457096,1.6102502346038818,random_individual,1,12,4140,5
2,13,4306,0.13682888767745857,1.6041557788848877,random_individual,1,13,4306,5
1,14,4425,0.13922726462399623,1.6015053987503052,random_individual,1,14,4425,5
0,15,4619,0.13681387803670458,1.6010823249816895,random_individual,1,15,4619,5
14,1,356,0.08347093891415151,1.6378633975982666,random_individual,2,1,356,5
13,2,514,0.09143698754247208,1.6323331594467163,random_individual,2,2,514,5
12,3,606,0.0847348906084355,1.6331290006637573,random_individual,2,3,606,5
11,4,865,0.086310363973568,1.6311407089233398,random_individual,2,4,865,5
10,5,1423,0.11626743786000181,1.620938777923584,random_individual,2,5,1423,5
9,6,1596,0.11662883755147373,1.6210922002792358,random_individual,2,6,1596,5
8,7,2082,0.12359771125340831,1.618897557258606,random_individual,2,7,2082,5
7,8,2374,0.13951892160614435,1.6096867322921753,random_individual,2,8,2374,5
6,9,2576,0.1289712480624693,1.611845850944519,random_individual,2,9,2576,5
5,10,2973,0.1415067381060159,1.606767177581787,random_individual,2,10,2973,5
4,11,3556,0.1322615727666526,1.6091147661209106,random_individual,2,11,3556,5
3,12,4140,0.14261505607691316,1.6004449129104614,random_individual,2,12,4140,5
2,13,4306,0.14167386553982717,1.6004736423492432,random_individual,2,13,4306,5
1,14,4425,0.14288144192850205,1.5995880365371704,random_individual,2,14,4425,5
0,15,4619,0.13681387803670458,1.6010823249816895,random_individual,2,15,4619,5
14,1,356,0.07045114802543842,1.6371943950653076,random_individual,3,1,356,5
13,2,514,0.07846492475922646,1.6390137672424316,random_individual,3,2,514,5
12,3,606,0.06241072867100906,1.6372841596603394,random_individual,3,3,606,5
11,4,865,0.07281209460844533,1.6397837400436401,random_individual,3,4,865,5
10,5,1423,0.05808684953288531,1.6450450420379639,random_individual,3,5,1423,5
9,6,1596,0.05545704067346511,1.6430584192276,random_individual,3,6,1596,5
8,7,2082,0.07595037624512173,1.629571557044983,random_individual,3,7,2082,5
7,8,2374,0.06831675934163767,1.632228136062622,random_individual,3,8,2374,5
6,9,2576,0.07404120085957717,1.6298843622207642,random_individual,3,9,2576,5
5,10,2973,0.07727774853984921,1.6277859210968018,random_individual,3,10,2973,5
4,11,3556,0.10335905385979989,1.61500883102417,random_individual,3,11,3556,5
3,12,4140,0.13569565909637069,1.6009907722473145,random_individual,3,12,4140,5
2,13,4306,0.1360898630635459,1.600740909576416,random_individual,3,13,4306,5
1,14,4425,0.13807504358206904,1.600742220878601,random_individual,3,14,4425,5
0,15,4619,0.13681387803670458,1.6010823249816895,random_individual,3,15,4619,5
14,1,356,0.042745874294905235,1.6399028301239014,random_individual,4,1,356,5
13,2,514,0.08746625760153458,1.6338614225387573,random_individual,4,2,514,5
12,3,606,0.09099833919999706,1.6323100328445435,random_individual,4,3,606,5
11,4,865,0.10155449540826246,1.6284772157669067,random_individual,4,4,865,5
10,5,1423,0.08764975845650042,1.629172921180725,random_individual,4,5,1423,5
9,6,1596,0.07945922751007348,1.6313347816467285,random_individual,4,6,1596,5
8,7,2082,0.1017368642274099,1.6189850568771362,random_individual,4,7,2082,5
7,8,2374,0.11196668553132184,1.6149065494537354,random_individual,4,8,2374,5
6,9,2576,0.11537258441356084,1.6131333112716675,random_individual,4,9,2576,5
5,10,2973,0.11443952380720157,1.6133182048797607,random_individual,4,10,2973,5
4,11,3556,0.11759816875455181,1.6113998889923096,random_individual,4,11,3556,5
3,12,4140,0.13073210718626918,1.6056064367294312,random_individual,4,12,4140,5
