target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.08073771389320465,0.00020336955640605706,397,1,1
14,5,Hestmannøy,0.05609143404646886,5.2032870172976677e-05,1078,2,3
14,15,Southern 5,0.03281765049866536,0.00016246361633002654,202,3,2
14,11,Southern 1,0.027403540664060682,4.700435791434079e-05,583,4,4
14,4,Gjerøy,0.018968225528051937,3.399323571335472e-05,558,5,6
14,2,Træna,0.007173081646559106,2.4565348104654473e-05,292,6,7
14,3,Selvær,0.007062583050120941,3.6405067268664646e-05,194,7,5
14,13,Southern 3,0.006579742017445416,1.1266681536721603e-05,584,8,9
14,7,Onøy og Lurøy,0.003165491286418721,1.2221974078836761e-05,259,9,8
14,8,Lovund,-0.004933929649610316,-3.122740284563491e-05,158,10,11
14,9,Sleneset,-0.006000740862441168,-3.6149041340007036e-05,166,11,12
14,6,Indre Kvarøy,-0.006958054774659845,-1.9545097681628777e-05,356,12,10
14,1,Myken,-0.016994631218666668,-0.0001847242523768116,92,13,13
14,0,Nesøy,-0.0272679755472679,-0.00022914265165771346,119,14,15
14,10,Aldra,-0.03622470874728267,-0.00020939138004209633,173,15,14
