target_island,target_island_name,repeat,split_seed,player_index,source_pool_index,source_id,source_island,source_island_name,phi,rank_phi,v_full,n_permutations,n_evals
9,Sleneset,5,5014,4673,4673,8747732,7,Onøy og Lurøy,0.0037581790665347893,1,0.19816891811122828,300,177
9,Sleneset,5,5014,3461,3461,8N87273,8,Lovund,0.0035058426602153645,2,0.19816891811122828,300,174
9,Sleneset,5,5014,700,700,8M31255,8,Lovund,0.0034272417827945936,3,0.19816891811122828,300,161
9,Sleneset,5,5014,4514,4514,8732579,7,Onøy og Lurøy,0.0028205474747207745,4,0.19816891811122828,300,161
9,Sleneset,5,5014,2061,2061,8N14017,7,Onøy og Lurøy,0.0026244121438497516,5,0.19816891811122828,300,153
9,Sleneset,5,5014,1021,1021,8M71705,8,Lovund,0.0024950278614142988,6,0.19816891811122828,300,164
9,Sleneset,5,5014,3184,3184,8N73514,7,Onøy og Lurøy,0.0023834774014982497,7,0.19816891811122828,300,159
9,Sleneset,5,5014,1648,1648,8N06298,8,Lovund,0.002087007588021548,8,0.19816891811122828,300,163
9,Sleneset,5,5014,3979,3979,8P14622,2,Træna,0.002052884811992762,9,0.19816891811122828,300,154
9,Sleneset,5,5014,1656,1656,8N06367,0,Nesøy,0.002013485284085493,10,0.19816891811122828,300,168
9,Sleneset,5,5014,5349,5349,8943470,2,Træna,0.001982862768496477,11,0.19816891811122828,300,166
9,Sleneset,5,5014,439,439,8L64142,8,Lovund,0.0019177991009961051,12,0.19816891811122828,300,158
9,Sleneset,5,5014,1875,1875,8N13360,1,Myken,0.0018923692731002606,13,0.19816891811122828,300,156
9,Sleneset,5,5014,2573,2573,8N28432,2,Træna,0.0018195665360009562,14,0.19816891811122828,300,168
9,Sleneset,5,5014,419,419,8L57927,3,Selvær,0.0017956739558500161,15,0.19816891811122828,300,156
9,Sleneset,5,5014,2533,2533,8N28005,2,Træna,0.0016636874669481929,16,0.19816891811122828,300,162
9,Sleneset,5,5014,5054,5054,8917946,8,Lovund,0.001650195924115909,17,0.19816891811122828,300,153
9,Sleneset,5,5014,3812,3812,8P11429,1,Myken,0.0015773754331707018,18,0.19816891811122828,300,163
9,Sleneset,5,5014,2661,2661,8N42033,8,Lovund,0.0015740766834740423,19,0.19816891811122828,300,165
9,Sleneset,5,5014,558,558,8L89371,5,Hestmannøy,0.0015638788742058257,20,0.19816891811122828,300,158
9,Sleneset,5,5014,1885,1885,8N13455,11,Leka,0.0015434968579952947,21,0.19816891811122828,300,154
9,Sleneset,5,5014,4869,4869,8816921,6,Indre Kvarøy,0.0015253642112519296,22,0.19816891811122828,300,162
9,Sleneset,5,5014,1152,1152,8M72707,6,Indre Kvarøy,0.0015213702775844064,23,0.19816891811122828,300,163
9,Sleneset,5,5014,4839,4839,8800606,8,Lovund,0.0014894074158134322,24,0.19816891811122828,300,160
9,Sleneset,5,5014,4388,4388,8681396,7,Onøy og Lurøy,0.0014814413118685971,25,0.19816891811122828,300,166
9,Sleneset,5,5014,4721,4721,8794305,4,Gjerøy,0.0014466904510521455,26,0.19816891811122828,300,160
