target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,1,Myken,0.12461676324428601,0.0013545300352639784,92,1,1
3,8,Lovund,0.060654817279779345,0.0003990448505248641,152,2,2
3,13,Southern 3,0.03858542932515669,6.618426985447117e-05,583,3,4
3,0,Nesøy,0.019706794584947993,0.00016843414175169225,117,4,3
3,6,Indre Kvarøy,0.010652018118876271,3.060924746803526e-05,348,5,6
3,11,Southern 1,0.010411049773409212,1.7857718307734496e-05,583,6,8
3,12,Southern 2,0.010192858621146317,2.573954197259171e-05,396,7,7
3,9,Sleneset,0.008982758211563047,5.510894608320888e-05,163,8,5
3,5,Hestmannøy,0.0061857261102152,5.819121458339793e-06,1063,9,9
3,15,Southern 5,-0.001835232561712302,-9.085309711447039e-06,202,10,10
3,2,Træna,-0.003746000342920004,-1.309790329692309e-05,286,11,11
3,7,Onøy og Lurøy,-0.009134656307197618,-3.554340975563275e-05,257,12,13
3,10,Aldra,-0.013650147673430896,-7.890258770769304e-05,173,13,15
3,4,Gjerøy,-0.014272982465128736,-2.5717085522754478e-05,555,14,12
3,14,Southern 4,-0.032398921870117864,-6.666444829242359e-05,486,15,14
