target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,4,Gjerøy,0.07984898235718833,0.00014387204028322223,555,1,3
5,2,Træna,0.06869380537607116,0.00024018813068556348,286,2,2
5,13,Southern 3,0.06771089066355,0.00011614217952581476,583,3,5
5,9,Sleneset,0.06397441468402718,0.0003924810716811483,163,4,1
5,8,Lovund,0.021588722355950146,0.00014203106813125095,152,5,4
5,14,Southern 4,0.018097477682002962,3.7237608399183046e-05,486,6,7
5,10,Aldra,0.016753609374827127,9.6841672686862e-05,173,7,6
5,6,Indre Kvarøy,0.008583492360946167,2.4665207933753354e-05,348,8,8
5,7,Onøy og Lurøy,0.004779053670099196,1.8595539572370414e-05,257,9,9
5,15,Southern 5,-0.00017557117009837908,-8.691642084078172e-07,202,10,10
5,11,Southern 1,-0.002380146868539339,-4.0825846801703925e-06,583,11,11
5,3,Selvær,-0.006645421274574741,-3.425474883801413e-05,194,12,12
5,1,Myken,-0.02057769566998914,-0.00022367060510857762,92,13,14
5,12,Southern 2,-0.030971974554116346,-7.821205695483926e-05,396,14,13
5,0,Nesøy,-0.047373105702076805,-0.0004048983393339898,117,15,15
