target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,12,Southern 2,0.12607837264722904,0.00031837972890714404,396,1,1
14,5,Hestmannøy,0.04732500810842688,4.452023340397637e-05,1063,2,7
14,11,Southern 1,0.039675323873239375,6.805372877056497e-05,583,3,6
14,0,Nesøy,0.02639205903878412,0.00022557315417764205,117,4,2
14,7,Onøy og Lurøy,0.020150379801789388,7.840614708867466e-05,257,5,5
14,8,Lovund,0.013088809454720692,8.611058851789929e-05,152,6,4
14,1,Myken,0.009373416844435042,0.00010188496570038088,92,7,3
14,2,Træna,-0.013159282324684508,-4.6011476659736045e-05,286,8,8
14,10,Aldra,-0.01844277970404761,-0.00010660566302917694,173,9,11
14,3,Selvær,-0.019371277657502073,-9.985194668815501e-05,194,10,10
14,9,Sleneset,-0.02140591594170712,-0.00013132463767918478,163,11,14
14,15,Southern 5,-0.03282444130860639,-0.00016249723420102175,202,12,15
14,6,Indre Kvarøy,-0.04083709348077949,-0.00011734796977235485,348,13,13
14,4,Gjerøy,-0.04602986257256406,-8.293668931993525e-05,555,14,9
14,13,Southern 3,-0.0642929381745577,-0.00011027948228912126,583,15,12
