n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,92,0.34469738501963365,0.4492385685443878,shapley_mean,-1,1,92,3
13,2,244,0.3057907664027838,0.44742584228515625,shapley_mean,-1,2,244,3
12,3,361,0.2111073314113993,0.4493643641471863,shapley_mean,-1,3,361,3
11,4,944,0.1850100399138744,0.45180952548980713,shapley_mean,-1,4,944,3
10,5,1107,0.19169703387468015,0.45015448331832886,shapley_mean,-1,5,1107,3
9,6,1455,0.18850897462393895,0.4523886442184448,shapley_mean,-1,6,1455,3
8,7,1851,0.16606621460300286,0.45446711778640747,shapley_mean,-1,7,1851,3
7,8,2434,0.17758780373332544,0.4520891308784485,shapley_mean,-1,8,2434,3
6,9,3497,0.18628368899863684,0.45220738649368286,shapley_mean,-1,9,3497,3
5,10,3699,0.19017729519943988,0.45253726840019226,shapley_mean,-1,10,3699,3
4,11,3985,0.2572562526223215,0.4384736716747284,shapley_mean,-1,11,3985,3
3,12,4540,0.3176139526473826,0.4296639561653137,shapley_mean,-1,12,4540,3
2,13,4797,0.29409551913487947,0.4306911528110504,shapley_mean,-1,13,4797,3
1,14,5283,0.27572483497784417,0.432726114988327,shapley_mean,-1,14,5283,3
0,15,5456,0.2868325413132595,0.4311557114124298,shapley_mean,-1,15,5456,3
14,1,92,0.07485812028624693,0.4807533025741577,random_individual,0,1,92,3
13,2,244,-0.027799906643360902,0.4684649407863617,random_individual,0,2,244,3
12,3,361,-0.14771053393720784,0.47056853771209717,random_individual,0,3,361,3
11,4,944,0.02446973287625164,0.46365663409233093,random_individual,0,4,944,3
10,5,1107,0.0842383532907195,0.4598615765571594,random_individual,0,5,1107,3
9,6,1455,0.1308161139505797,0.4576539099216461,random_individual,0,6,1455,3
8,7,1851,0.16406959740687324,0.45539408922195435,random_individual,0,7,1851,3
7,8,2434,0.20412173056434108,0.4507700204849243,random_individual,0,8,2434,3
6,9,3497,0.39207849018714047,0.42043381929397583,random_individual,0,9,3497,3
5,10,3699,0.36750607341529745,0.42247751355171204,random_individual,0,10,3699,3
