n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,163,0.07184656225915195,0.551982045173645,shapley_mean,-1,1,163,5
13,2,449,0.06449007993376198,0.551369845867157,shapley_mean,-1,2,449,5
12,3,1004,0.15549829506081003,0.5423429012298584,shapley_mean,-1,3,1004,5
11,4,1156,0.1624890759320468,0.5412464141845703,shapley_mean,-1,4,1156,5
10,5,1739,0.15043178612497632,0.5426778197288513,shapley_mean,-1,5,1739,5
9,6,1912,0.1454019928955233,0.5434351563453674,shapley_mean,-1,6,1912,5
8,7,2398,0.1451668032478566,0.5434659719467163,shapley_mean,-1,7,2398,5
7,8,2746,0.20277501438441967,0.5349608659744263,shapley_mean,-1,8,2746,5
6,9,3003,0.21311162127952676,0.5323490500450134,shapley_mean,-1,9,3003,5
5,10,3205,0.2113990612941252,0.532564103603363,shapley_mean,-1,10,3205,5
4,11,3788,0.20227971946913456,0.5331770181655884,shapley_mean,-1,11,3788,5
3,12,3982,0.20389087015401483,0.5330467224121094,shapley_mean,-1,12,3982,5
2,13,4378,0.20343753865124795,0.5331859588623047,shapley_mean,-1,13,4378,5
1,14,4470,0.214081718298945,0.530976414680481,shapley_mean,-1,14,4470,5
0,15,4587,0.227475988503614,0.5289321541786194,shapley_mean,-1,15,4587,5
14,1,163,0.09488758079738698,0.5545191168785095,random_individual,0,1,163,5
13,2,449,0.09330275739713262,0.5533375144004822,random_individual,0,2,449,5
12,3,1004,0.11057303769984801,0.54742830991745,random_individual,0,3,1004,5
11,4,1156,0.1322941988368435,0.5459058284759521,random_individual,0,4,1156,5
10,5,1739,0.1496643830330185,0.5427461266517639,random_individual,0,5,1739,5
9,6,1912,0.16579399092899982,0.5406273007392883,random_individual,0,6,1912,5
8,7,2398,0.18399575436304932,0.5373007655143738,random_individual,0,7,2398,5
7,8,2746,0.19383758405872642,0.535860538482666,random_individual,0,8,2746,5
6,9,3003,0.1915675548482647,0.5355978012084961,random_individual,0,9,3003,5
5,10,3205,0.1966726532302671,0.5345243215560913,random_individual,0,10,3205,5
4,11,3788,0.206907930187944,0.532710611820221,random_individual,0,11,3788,5
3,12,3982,0.2128145283364121,0.5320378541946411,random_individual,0,12,3982,5
2,13,4378,0.2192019295145149,0.5303333401679993,random_individual,0,13,4378,5
1,14,4470,0.2184835184743483,0.5303313732147217,random_individual,0,14,4470,5
0,15,4587,0.227475988503614,0.5289321541786194,random_individual,0,15,4587,5
14,1,163,0.13648145179612073,0.5572934746742249,random_individual,1,1,163,5
13,2,449,0.16139147515732483,0.5471688508987427,random_individual,1,2,449,5
12,3,1004,0.1619402296386036,0.5442600846290588,random_individual,1,3,1004,5
11,4,1156,0.15880994790248176,0.5438876748085022,random_individual,1,4,1156,5
10,5,1739,0.15910627120869872,0.5440481901168823,random_individual,1,5,1739,5
9,6,1912,0.1665933737262351,0.5439803004264832,random_individual,1,6,1912,5
8,7,2398,0.1770281449910428,0.5417560935020447,random_individual,1,7,2398,5
7,8,2746,0.1796772049075079,0.5394996404647827,random_individual,1,8,2746,5
6,9,3003,0.18599829892484696,0.5387620329856873,random_individual,1,9,3003,5
5,10,3205,0.19066441222389952,0.5368584990501404,random_individual,1,10,3205,5
4,11,3788,0.20755308330362474,0.5330733060836792,random_individual,1,11,3788,5
3,12,3982,0.22093123072096868,0.5311077237129211,random_individual,1,12,3982,5
2,13,4378,0.22607093174752688,0.5297234654426575,random_individual,1,13,4378,5
1,14,4470,0.226542308147735,0.5292148590087891,random_individual,1,14,4470,5
0,15,4587,0.227475988503614,0.5289321541786194,random_individual,1,15,4587,5
14,1,163,0.08569178244999082,0.5520942211151123,random_individual,2,1,163,5
13,2,449,0.17569367801971816,0.5458905696868896,random_individual,2,2,449,5
12,3,1004,0.1795587434407335,0.5402016043663025,random_individual,2,3,1004,5
11,4,1156,0.16033090032099945,0.541812539100647,random_individual,2,4,1156,5
10,5,1739,0.1373608907928799,0.5432462096214294,random_individual,2,5,1739,5
9,6,1912,0.13588682566763954,0.5434315800666809,random_individual,2,6,1912,5
8,7,2398,0.12465947305241108,0.5444310307502747,random_individual,2,7,2398,5
7,8,2746,0.1465961653250856,0.5420745611190796,random_individual,2,8,2746,5
6,9,3003,0.15759465192998282,0.5404672026634216,random_individual,2,9,3003,5
5,10,3205,0.1513268045863257,0.5412081480026245,random_individual,2,10,3205,5
4,11,3788,0.18052187368224434,0.5362443327903748,random_individual,2,11,3788,5
3,12,3982,0.20434289140540765,0.5325003862380981,random_individual,2,12,3982,5
2,13,4378,0.22466285307533118,0.5292519330978394,random_individual,2,13,4378,5
1,14,4470,0.2205696750595434,0.5299170613288879,random_individual,2,14,4470,5
0,15,4587,0.227475988503614,0.5289321541786194,random_individual,2,15,4587,5
14,1,163,-0.00035517213054705847,0.5549890398979187,random_individual,3,1,163,5
13,2,449,0.11501624261455073,0.5487168431282043,random_individual,3,2,449,5
12,3,1004,0.17202811341478375,0.5442143082618713,random_individual,3,3,1004,5
11,4,1156,0.17990986111363808,0.5427217483520508,random_individual,3,4,1156,5
10,5,1739,0.16838846700531204,0.5416868925094604,random_individual,3,5,1739,5
9,6,1912,0.16557815996314165,0.5412042140960693,random_individual,3,6,1912,5
8,7,2398,0.1916668895052826,0.5369822978973389,random_individual,3,7,2398,5
7,8,2746,0.19733319272749825,0.5356173515319824,random_individual,3,8,2746,5
6,9,3003,0.20523113225384748,0.5343340635299683,random_individual,3,9,3003,5
5,10,3205,0.20608659940868815,0.5334364771842957,random_individual,3,10,3205,5
4,11,3788,0.20587192516852304,0.5329723954200745,random_individual,3,11,3788,5
3,12,3982,0.215234871585575,0.5314146280288696,random_individual,3,12,3982,5
2,13,4378,0.2266163777965304,0.5294153094291687,random_individual,3,13,4378,5
1,14,4470,0.22229004885904144,0.5298916101455688,random_individual,3,14,4470,5
0,15,4587,0.227475988503614,0.5289321541786194,random_individual,3,15,4587,5
14,1,163,0.06517041194989533,0.5545576214790344,random_individual,4,1,163,5
13,2,449,0.1192449252695921,0.5485120415687561,random_individual,4,2,449,5
12,3,1004,0.16065158058790643,0.5429978370666504,random_individual,4,3,1004,5
11,4,1156,0.13568476143670266,0.5453510880470276,random_individual,4,4,1156,5
10,5,1739,0.17164201775489088,0.540267825126648,random_individual,4,5,1739,5
9,6,1912,0.1624517903582634,0.5410876274108887,random_individual,4,6,1912,5
8,7,2398,0.18671449155463662,0.5375864505767822,random_individual,4,7,2398,5
7,8,2746,0.20844964754284734,0.5342804193496704,random_individual,4,8,2746,5
6,9,3003,0.20259822039354547,0.5340741872787476,random_individual,4,9,3003,5
5,10,3205,0.20050587097983577,0.5337138175964355,random_individual,4,10,3205,5
4,11,3788,0.20630420282605827,0.5326153635978699,random_individual,4,11,3788,5
3,12,3982,0.20860131463639958,0.5319747924804688,random_individual,4,12,3982,5
2,13,4378,0.22656064856673305,0.5289018154144287,random_individual,4,13,4378,5
1,14,4470,0.22277915535117554,0.529803454875946,random_individual,4,14,4470,5
0,15,4587,0.227475988503614,0.5289321541786194,random_individual,4,15,4587,5
