method,n_train_size,n_individuals,corr_eval_cal,corr_eval_test,mse_adj_test,pevmean_obj,fitness,target_island,target_island_name,n_cal_samples,repeat,repeat_seed,trait,order_seed,ga_generations,ga_elapsed_sec
random,3000,3000,0.11552481573013305,0.1936368178170216,0.8969972133636475,,3.850827191004435e-05,3,Selvær,25,4,782924072,body_mass,2,0,0.0
random,3000,3000,0.11474721532322976,0.18511969041962484,0.9026785492897034,,3.824907177440992e-05,3,Selvær,25,4,782924072,body_mass,3,0,0.0
random,3000,3000,0.1375354319207221,0.17664338002485025,0.905012845993042,,4.584514397357403e-05,3,Selvær,25,4,782924072,body_mass,4,0,0.0
calibration_ga,4000,4000,0.8882781633652486,0.2057210373219631,0.8982263803482056,,0.00022206954084131214,3,Selvær,25,4,782924072,body_mass,-1,100,3173.548103697831
pevmean_ga,4000,4000,0.06457884569360925,0.2132936202986074,0.8994044661521912,16929.041744666574,1.6144711423402312e-05,3,Selvær,25,4,782924072,body_mass,-1,100,1235.215180646861
random,4000,4000,-0.10175907517186072,0.1829606165532056,0.9068560004234314,,-2.543976879296518e-05,3,Selvær,25,4,782924072,body_mass,0,0,0.0
random,4000,4000,-0.0057420922787951925,0.23302089122045494,0.8911963701248169,,-1.4355230696987982e-06,3,Selvær,25,4,782924072,body_mass,1,0,0.0
random,4000,4000,0.10902008277840672,0.17831760897904014,0.9055419564247131,,2.725502069460168e-05,3,Selvær,25,4,782924072,body_mass,2,0,0.0
random,4000,4000,0.13876513763125242,0.21445185209778547,0.9009748101234436,,3.469128440781311e-05,3,Selvær,25,4,782924072,body_mass,3,0,0.0
random,4000,4000,0.23788662782733203,0.23381318413636668,0.8951573371887207,,5.947165695683301e-05,3,Selvær,25,4,782924072,body_mass,4,0,0.0
all_individuals,5503,5503,0.1901730935241596,0.23017935519825755,0.9841026663780212,16597.565144808566,3.45580762355369e-05,3,Selvær,50,4,576187744,body_mass,-2,0,0.0
calibration_ga,500,500,0.9251789685276411,0.16193947281144455,1.0122193098068237,,0.0018503579370552823,3,Selvær,50,4,576187744,body_mass,-1,100,315.3262022228446
pevmean_ga,500,500,0.20147293919912984,0.18016474041427888,1.00604248046875,18717.327399959657,0.00040294587839825966,3,Selvær,50,4,576187744,body_mass,-1,100,28.802133123856038
random,500,500,0.277832721242915,0.20962550429079083,1.0140560865402222,,0.0005556654424858301,3,Selvær,50,4,576187744,body_mass,0,0,0.0
random,500,500,0.07177681470689334,0.12759819259192257,1.0060089826583862,,0.0001435536294137867,3,Selvær,50,4,576187744,body_mass,1,0,0.0
random,500,500,0.13798751951054347,0.14719958004747447,1.0044472217559814,,0.00027597503902108695,3,Selvær,50,4,576187744,body_mass,2,0,0.0
random,500,500,0.13105267918524965,0.001546845297012435,1.0328283309936523,,0.0002621053583704993,3,Selvær,50,4,576187744,body_mass,3,0,0.0
random,500,500,0.06422743636415792,-0.04333029860789945,1.0451747179031372,,0.00012845487272831584,3,Selvær,50,4,576187744,body_mass,4,0,0.0
calibration_ga,1000,1000,0.895730688894817,0.21308792963749013,0.9980593919754028,,0.000895730688894817,3,Selvær,50,4,576187744,body_mass,-1,100,777.7702731960453
pevmean_ga,1000,1000,0.28225051652990035,0.08420039688798305,1.0140726566314697,18291.699174682024,0.00028225051652990034,3,Selvær,50,4,576187744,body_mass,-1,100,114.787011499051
random,1000,1000,0.22662140711087714,0.17089430546243395,0.9946181178092957,,0.00022662140711087714,3,Selvær,50,4,576187744,body_mass,0,0,0.0
random,1000,1000,0.17092344290350878,0.19962267745113743,0.9864552617073059,,0.00017092344290350878,3,Selvær,50,4,576187744,body_mass,1,0,0.0
random,1000,1000,0.33447875105276476,0.07273707950315701,1.0130828619003296,,0.00033447875105276477,3,Selvær,50,4,576187744,body_mass,2,0,0.0
random,1000,1000,0.4210273338059018,0.15392036729366612,1.002124309539795,,0.0004210273338059018,3,Selvær,50,4,576187744,body_mass,3,0,0.0
random,1000,1000,-0.1405505638369786,0.09040192868714761,1.0180720090866089,,-0.0001405505638369786,3,Selvær,50,4,576187744,body_mass,4,0,0.0
calibration_ga,2000,2000,0.8229311480970638,0.0950100672512565,1.0190335512161255,,0.0004114655740485319,3,Selvær,50,4,576187744,body_mass,-1,100,1517.533200974809
pevmean_ga,2000,2000,0.1972560442364019,0.2011132722423945,0.9991416931152344,17731.72577799355,9.862802211820094e-05,3,Selvær,50,4,576187744,body_mass,-1,100,330.2565702800639
random,2000,2000,0.128132343203621,0.18910089269284622,0.9971184134483337,,6.40661716018105e-05,3,Selvær,50,4,576187744,body_mass,0,0,0.0
random,2000,2000,0.0444828808753223,0.22827028056747703,0.9949375987052917,,2.224144043766115e-05,3,Selvær,50,4,576187744,body_mass,1,0,0.0
random,2000,2000,0.09466097899074777,0.10131943888611353,1.0063532590866089,,4.7330489495373884e-05,3,Selvær,50,4,576187744,body_mass,2,0,0.0
random,2000,2000,0.09447084254594332,0.15954386930234687,0.9972171783447266,,4.723542127297166e-05,3,Selvær,50,4,576187744,body_mass,3,0,0.0
random,2000,2000,0.14594184691264966,0.058822569269614836,1.0382781028747559,,7.297092345632484e-05,3,Selvær,50,4,576187744,body_mass,4,0,0.0
calibration_ga,3000,3000,0.7595056553824613,0.16795649837503993,1.0074472427368164,,0.0002531685517941538,3,Selvær,50,4,576187744,body_mass,-1,100,2249.298225556966
pevmean_ga,3000,3000,0.27931706698412206,0.23344784903387433,0.981815755367279,17312.205783842808,9.310568899470735e-05,3,Selvær,50,4,576187744,body_mass,-1,100,692.5615838759113
random,3000,3000,0.09621836066560793,0.20234390328352517,0.988524317741394,,3.207278688853598e-05,3,Selvær,50,4,576187744,body_mass,0,0,0.0
random,3000,3000,0.18584733346590607,0.2207572373533799,0.9771103262901306,,6.194911115530202e-05,3,Selvær,50,4,576187744,body_mass,1,0,0.0
random,3000,3000,0.19787546958413707,0.173925630159748,1.0042920112609863,,6.595848986137902e-05,3,Selvær,50,4,576187744,body_mass,2,0,0.0
random,3000,3000,0.11502179017620053,0.1223383911468758,1.0055149793624878,,3.8340596725400174e-05,3,Selvær,50,4,576187744,body_mass,3,0,0.0
random,3000,3000,0.21050559971149496,0.2566338545251964,0.9752398729324341,,7.016853323716499e-05,3,Selvær,50,4,576187744,body_mass,4,0,0.0
calibration_ga,4000,4000,0.6493456874689653,0.2276986116418005,0.9845218658447266,,0.00016233642186724132,3,Selvær,50,4,576187744,body_mass,-1,100,3216.7336271698587
pevmean_ga,4000,4000,0.22185196893450274,0.19335175815849667,0.9972124099731445,16929.041744666574,5.5462992233625685e-05,3,Selvær,50,4,576187744,body_mass,-1,100,1235.215180646861
random,4000,4000,0.193548393571824,0.19546003411717353,0.9899017810821533,,4.8387098392956e-05,3,Selvær,50,4,576187744,body_mass,0,0,0.0
random,4000,4000,0.13927886351139238,0.20720857361976647,0.9911524653434753,,3.4819715877848096e-05,3,Selvær,50,4,576187744,body_mass,1,0,0.0
random,4000,4000,0.1579378636640803,0.21883582657288064,0.9834370017051697,,3.9484465916020076e-05,3,Selvær,50,4,576187744,body_mass,2,0,0.0
random,4000,4000,0.12162656492062753,0.2444823723435862,0.9724475145339966,,3.040664123015688e-05,3,Selvær,50,4,576187744,body_mass,3,0,0.0
random,4000,4000,0.2356765396084513,0.22401578751295803,0.979528546333313,,5.8919134902112826e-05,3,Selvær,50,4,576187744,body_mass,4,0,0.0
all_individuals,5503,5503,0.2596846923508355,0.16437129966298597,0.7528439164161682,16597.565144808566,4.718965879535445e-05,3,Selvær,100,4,1056434328,body_mass,-2,0,0.0
calibration_ga,500,500,0.819412142867585,-0.09952511714005509,0.7772780656814575,,0.00163882428573517,3,Selvær,100,4,1056434328,body_mass,-1,100,342.5265857928898
pevmean_ga,500,500,0.2181835555788916,0.12871722854793166,0.7406159043312073,18717.327399959657,0.0004363671111577832,3,Selvær,100,4,1056434328,body_mass,-1,100,28.802133123856038
random,500,500,0.09711529723348908,-0.02542085142014425,0.7657281756401062,,0.00019423059446697815,3,Selvær,100,4,1056434328,body_mass,0,0,0.0
random,500,500,0.08033486463920755,0.011226853424595172,0.797538697719574,,0.0001606697292784151,3,Selvær,100,4,1056434328,body_mass,1,0,0.0
random,500,500,0.03191713627150406,0.12716876534763405,0.761890172958374,,6.383427254300813e-05,3,Selvær,100,4,1056434328,body_mass,2,0,0.0
random,500,500,0.04915935274364171,0.1684847305140202,0.7570688128471375,,9.831870548728341e-05,3,Selvær,100,4,1056434328,body_mass,3,0,0.0
random,500,500,0.18771153028772378,0.08644169737689256,0.7507330179214478,,0.00037542306057544754,3,Selvær,100,4,1056434328,body_mass,4,0,0.0
calibration_ga,1000,1000,0.7382597886311166,0.024468853851884024,0.7780302166938782,,0.0007382597886311166,3,Selvær,100,4,1056434328,body_mass,-1,100,659.1105749199633
pevmean_ga,1000,1000,0.17476497988221149,0.08596841125026193,0.766467809677124,18291.699174682024,0.00017476497988221147,3,Selvær,100,4,1056434328,body_mass,-1,100,114.787011499051
random,1000,1000,0.1566229288926624,0.18651262606465088,0.7298164963722229,,0.00015662292889266242,3,Selvær,100,4,1056434328,body_mass,0,0,0.0
random,1000,1000,0.2793591221029103,0.19064625021206671,0.7660048604011536,,0.0002793591221029103,3,Selvær,100,4,1056434328,body_mass,1,0,0.0
random,1000,1000,0.0967262023738283,-0.002648907192848558,0.8136434555053711,,9.67262023738283e-05,3,Selvær,100,4,1056434328,body_mass,2,0,0.0
random,1000,1000,0.14646198641819702,0.15799510032913522,0.7407832741737366,,0.000146461986418197,3,Selvær,100,4,1056434328,body_mass,3,0,0.0
random,1000,1000,0.10931624126110415,0.11927082174384504,0.7576242089271545,,0.00010931624126110415,3,Selvær,100,4,1056434328,body_mass,4,0,0.0
calibration_ga,2000,2000,0.7559270806254558,0.0806757861356164,0.7709431052207947,,0.00037796354031272787,3,Selvær,100,4,1056434328,body_mass,-1,100,1366.9133350569755
pevmean_ga,2000,2000,0.212614690392498,0.18046090056255862,0.743922233581543,17731.72577799355,0.000106307345196249,3,Selvær,100,4,1056434328,body_mass,-1,100,330.2565702800639
random,2000,2000,0.07443781764229795,0.12681919706641512,0.7395942211151123,,3.7218908821148975e-05,3,Selvær,100,4,1056434328,body_mass,0,0,0.0
random,2000,2000,0.20395411308078124,0.0460521013578104,0.7638026475906372,,0.00010197705654039062,3,Selvær,100,4,1056434328,body_mass,1,0,0.0
random,2000,2000,0.23996364174809853,0.10233368252587008,0.7754361629486084,,0.00011998182087404926,3,Selvær,100,4,1056434328,body_mass,2,0,0.0
random,2000,2000,0.22113012363492263,-0.03704517111244823,0.7823326587677002,,0.00011056506181746132,3,Selvær,100,4,1056434328,body_mass,3,0,0.0
random,2000,2000,0.13448466751442698,0.07518709684681035,0.7785912156105042,,6.72423337572135e-05,3,Selvær,100,4,1056434328,body_mass,4,0,0.0
calibration_ga,3000,3000,0.6705312435440071,0.10267370976092477,0.7794061303138733,,0.00022351041451466902,3,Selvær,100,4,1056434328,body_mass,-1,100,2195.6982515780255
pevmean_ga,3000,3000,0.27265321970870643,0.19443681882284142,0.737967312335968,17312.205783842808,9.088440656956882e-05,3,Selvær,100,4,1056434328,body_mass,-1,100,692.5615838759113
random,3000,3000,0.22603625202505026,0.027301977214869256,0.7793824076652527,,7.534541734168342e-05,3,Selvær,100,4,1056434328,body_mass,0,0,0.0
random,3000,3000,0.27250866210664326,0.2662867143322223,0.720246434211731,,9.083622070221442e-05,3,Selvær,100,4,1056434328,body_mass,1,0,0.0
random,3000,3000,0.3104434047261127,0.129187712006277,0.7583192586898804,,0.00010348113490870424,3,Selvær,100,4,1056434328,body_mass,2,0,0.0
random,3000,3000,0.19065862728333724,0.0969247819057927,0.770524799823761,,6.355287576111241e-05,3,Selvær,100,4,1056434328,body_mass,3,0,0.0
random,3000,3000,0.2532337136753359,0.15086628217674852,0.7559572458267212,,8.441123789177864e-05,3,Selvær,100,4,1056434328,body_mass,4,0,0.0
calibration_ga,4000,4000,0.625825737468592,0.16246319471393914,0.7500026226043701,,0.000156456434367148,3,Selvær,100,4,1056434328,body_mass,-1,100,3236.71014676895
pevmean_ga,4000,4000,0.24490087181360395,0.13302892907057023,0.7608026266098022,16929.041744666574,6.122521795340098e-05,3,Selvær,100,4,1056434328,body_mass,-1,100,1235.215180646861
random,4000,4000,0.16392515661808976,0.1546791500887622,0.7592475414276123,,4.098128915452244e-05,3,Selvær,100,4,1056434328,body_mass,0,0,0.0
random,4000,4000,0.20496664861584404,0.1288325274877037,0.7537590861320496,,5.124166215396101e-05,3,Selvær,100,4,1056434328,body_mass,1,0,0.0
random,4000,4000,0.27583460342732563,0.15212690391622127,0.7525452375411987,,6.89586508568314e-05,3,Selvær,100,4,1056434328,body_mass,2,0,0.0
random,4000,4000,0.27230912257262113,0.11429564037776985,0.7679927349090576,,6.807728064315529e-05,3,Selvær,100,4,1056434328,body_mass,3,0,0.0
random,4000,4000,0.24177555153358515,0.14819930687598726,0.7522588968276978,,6.0443887883396285e-05,3,Selvær,100,4,1056434328,body_mass,4,0,0.0
