ringnr,island,score,rank
8887370,5,-0.001674397979513742,0
8N42715,4,-0.0009159633991657756,1
8N42716,4,-0.0008714199138921686,2
8L89399,6,-0.0008106963796308264,3
8747224,5,-0.0007972612074809149,4
8981657,2,-0.0007256732278619893,5
8816949,4,-0.0007011342022451572,6
8M72707,6,-0.0006904316178406589,7
8573608,7,-0.0006569526885868981,8
8N13927,5,-0.0006557437955052592,9
8816954,4,-0.000648269044177141,10
8887342,5,-0.0006476161506725475,11
8981031,4,-0.0006474658875958994,12
8681038,5,-0.0006273774051805958,13
8N05534,5,-0.0006244398318813182,14
8934059,5,-0.0006241427254281007,15
8943897,5,-0.0006209182247403078,16
8P11894,14,-0.0006014260216034018,17
8M71865,5,-0.0005929992839810438,18
8730417,4,-0.0005876391442143358,19
8N42988,14,-0.0005875825154362246,20
8747735,7,-0.0005789110364275984,21
8L89654,5,-0.0005751313583459705,22
8981156,12,-0.0005722384667024016,23
8N05299,13,-0.0005716896121157333,24
8800066,4,-0.0005645765268127434,25
8L64587,12,-0.0005601254415523726,26
8N13423,9,-0.0005597401031991467,27
8668476,5,-0.0005542020153370686,28
8981214,12,-0.0005433619116956834,29
8N42989,14,-0.0005360636496334337,30
8N87978,13,-0.0005354548629838973,31
8887243,1,-0.0005334507550287526,32
8N73406,4,-0.0005295169903547503,33
8M71867,5,-0.0005228229420026764,34
8794352,1,-0.0005216289428062737,35
8N14902,6,-0.0005212495307205245,36
8N28784,14,-0.0005160104046808556,37
8934077,5,-0.0005150248689460568,38
8N05846,5,-0.00051484267169144,39
8N73409,4,-0.0005095690794405527,40
8M31543,6,-0.0005080633709440008,41
8730486,5,-0.0005042545599280857,42
8N42729,5,-0.0005021151300752535,43
8747732,7,-0.0005010084714740515,44
8N42706,4,-0.0005003357873647474,45
8800077,5,-0.0004989531880710274,46
8L48314,5,-0.0004986008389096241,47
8N05709,5,-0.0004897283433820121,48
8681396,7,-0.0004861694724240806,49
8800102,10,-0.0004830635371035896,50
8M71304,6,-0.00048131210860447027,51
8N05682,15,-0.00048128285561688244,52
8732595,7,-0.0004810138198081404,53
8939184,1,-0.0004805502321687527,54
8N28864,4,-0.00047951533997547813,55
8681371,5,-0.00047820815234445035,56
8934058,5,-0.0004761136842716951,57
8L19960,10,-0.0004760347001138143,58
8N28510,2,-0.0004711394249170553,59
8681028,5,-0.0004686492175096646,60
8681069,9,-0.00046753568676649593,61
8N73568,6,-0.0004674664596677758,62
8730993,4,-0.0004632482450688258,63
8N27142,7,-0.0004617545891960617,64
8L89639,5,-0.00046154371011652984,65
8651998,5,-0.00045875930300098844,66
8800171,10,-0.0004574043123284355,67
8L52905,7,-0.0004526700940914452,68
8M31789,11,-0.00045156866326578893,69
8N42679,5,-0.00045048339597997256,70
8L19729,4,-0.00045023704660707153,71
8M72666,5,-0.0004492325497267302,72
8800967,12,-0.00044788949890062213,73
8P14856,14,-0.00044760012679034844,74
8L89384,5,-0.0004462320248421747,75
8N73610,14,-0.0004458798430277966,76
8N73444,11,-0.000444141016487265,77
8N73696,13,-0.00044081753003410995,78
8M72996,10,-0.0004386251348478254,79
8P11750,7,-0.00043830875802086666,80
8934888,7,-0.00043478492443682626,81
8M31634,4,-0.00043426294359960593,82
8N28041,6,-0.00043359908522688784,83
8N06944,4,-0.00043337552779121324,84
8M31781,11,-0.00043222130261710845,85
8N05644,14,-0.00042936866520904005,86
8M72580,11,-0.0004278745145711582,87
8N05840,10,-0.0004278622873243876,88
8M71492,13,-0.00042687922541517764,89
8816959,4,-0.0004257240580045618,90
8981220,11,-0.0004228256620990578,91
8N14673,13,-0.0004218213180138264,92
8P14992,14,-0.00042175517228315584,93
8L30487,12,-0.0004205271470709704,94
8N05640,14,-0.00042022785783046857,95
8N06293,2,-0.00041929196231649257,96
8N27275,5,-0.0004190297822788125,97
8747529,6,-0.0004188701896055136,98
8N05726,5,-0.00041761694592423737,99
8P14847,14,-0.0004166526850895025,100
8N06554,4,-0.00041488608621875755,101
8732565,4,-0.0004140399851166876,102
8L52978,5,-0.0004130302550038323,103
8981399,12,-0.00040936082586995326,104
8M71314,5,-0.00040928449379862286,105
8M31164,2,-0.00040791310311760753,106
8747758,5,-0.0004076747900398914,107
8N05272,13,-0.00040641097439220175,108
8M72987,4,-0.00040606900438433513,109
8N42545,7,-0.0004045718724228209,110
8L89434,5,-0.0004043830886075739,111
8L26597,6,-0.0004016972488898318,112
8L48651,5,-0.00040115745287039317,113
8N72664,5,-0.00040114132934832014,114
8N72678,11,-0.00039926025419845246,115
8943489,7,-0.0003969176486862125,116
8934302,5,-0.00039651911311011645,117
8N14181,6,-0.00039564643520861864,118
8981604,10,-0.0003944970012526028,119
8P14126,7,-0.0003944080472138012,120
8800330,7,-0.00039423458838427905,121
8N87957,13,-0.0003940683673135936,122
8N05703,5,-0.00039234724317793734,123
8939582,10,-0.00039193295742734335,124
8N73573,6,-0.00039181214742711745,125
8857284,10,-0.00039146604103734717,126
8934884,2,-0.0003908180406142492,127
8943805,1,-0.0003894452420354355,128
8L64280,5,-0.00038931107337702997,129
8800352,5,-0.00038820592817501165,130
8L52920,6,-0.0003881711309077218,131
8L89793,5,-0.00038801453138148645,132
8M72708,6,-0.00038781339753768407,133
8M31824,12,-0.0003874342764902394,134
8L19988,4,-0.0003860161923512351,135
8981920,6,-0.00038564261922147125,136
8N06853,11,-0.000385360028303694,137
8N87608,15,-0.00038511803722940385,138
8L89502,5,-0.00038499117727042176,139
8L52204,8,-0.00038442191726062447,140
8816418,4,-0.00038363333078450523,141
8N05464,5,-0.0003833147857221775,142
8N27908,4,-0.0003825211533694528,143
8N14968,7,-0.0003808458786807023,144
8M31774,11,-0.0003806454078585375,145
8N05460,5,-0.00038055648110457696,146
8N73678,13,-0.0003801582752203103,147
8800151,9,-0.0003795191878452897,148
8M31562,5,-0.00037907275145698804,149
8816496,1,-0.000378053529857425,150
8L52335,12,-0.0003779607577598654,151
8N42523,5,-0.00037748012255178764,152
8939704,6,-0.00037745714689663146,153
8N73215,12,-0.00037678152875741944,154
8M31926,5,-0.00037635144508385565,155
8M72420,13,-0.00037564843296422623,156
8N73533,5,-0.0003736210310307797,157
8L52695,9,-0.00037278145282471087,158
8P11526,15,-0.00037226676158752525,159
8943129,4,-0.00037177515696384944,160
8816486,5,-0.0003709314732986968,161
8N73220,12,-0.0003702930553117767,162
8N27119,7,-0.0003700376910273917,163
8N73460,11,-0.0003699224653246347,164
8L30396,2,-0.0003698701875691768,165
8681454,5,-0.0003697509928315412,166
8N72354,6,-0.0003694578153954353,167
8681190,4,-0.0003669542093120981,168
8N14808,5,-0.0003667554701678455,169
8309195,4,-0.0003657987572296406,170
8L89276,5,-0.00036576173988578375,171
8N73311,15,-0.0003655345572042279,172
8P11538,15,-0.0003651284132502042,173
8N87515,11,-0.0003649439495347906,174
8N27902,1,-0.0003648074853117578,175
8L26578,6,-0.0003647808371169958,176
8L30164,12,-0.00036476437526289374,177
8M31504,4,-0.00036238744723959826,178
8943009,5,-0.00036205246942699887,179
8681356,5,-0.00035955948624177836,180
8N73954,12,-0.0003595429952838458,181
8732656,5,-0.00035870764986611903,182
8N87999,13,-0.0003583475299819838,183
8732286,8,-0.0003542889971868135,184
8N73515,7,-0.0003539812987582991,185
8N73442,11,-0.00035369067154533695,186
8N06481,12,-0.00035279579969937913,187
8N05114,14,-0.00035189248956157826,188
8M72416,13,-0.0003516541110002436,189
8L64915,4,-0.0003515632633934729,190
8N73680,13,-0.0003512462026264984,191
8L48661,5,-0.00035101974026474636,192
8681175,4,-0.0003501573228277266,193
8939118,10,-0.0003494687753118342,194
8N42276,5,-0.00034879833037848584,195
8N05618,14,-0.00034834068355849013,196
8N05110,12,-0.00034821690860553645,197
8L89655,5,-0.0003479257647995837,198
8P14196,5,-0.0003477472473605303,199
8L30363,10,-0.00034720761323114857,200
8L57859,2,-0.00034696367583819665,201
8800663,12,-0.00034604886604938656,202
8309175,4,-0.00034502226117183454,203
8N42510,5,-0.00034400244294374716,204
8N73526,4,-0.0003437523300817702,205
8981007,5,-0.00034355404568486847,206
8P26701,7,-0.0003431033983360976,207
8M31653,11,-0.00034297742968192324,208
8N05175,13,-0.0003424114147492219,209
8939897,5,-0.0003421344772505108,210
8800170,10,-0.00034152423904743046,211
8N06527,5,-0.0003414505044929683,212
8N06359,5,-0.00034141573996748775,213
8730454,5,-0.00034140633943025023,214
8N27194,14,-0.00034117196264560334,215
8747623,5,-0.00034061445512634236,216
8800090,6,-0.00033986082416959107,217
8N14976,7,-0.0003395578096387908,218
8747373,5,-0.00033875450208142865,219
8943880,5,-0.00033809900196501985,220
8L89645,6,-0.0003377694192749914,221
8L48415,7,-0.0003374277221155353,222
8N42273,5,-0.00033694462581479456,223
8L52533,5,-0.00033665015871520154,224
8800427,5,-0.00033585323035367765,225
8M71872,5,-0.0003357924788360833,226
8939119,10,-0.00033493282899144106,227
8N87592,11,-0.0003346435187268071,228
8939180,5,-0.0003335764995426871,229
8L64754,13,-0.0003331847728986759,230
8747229,5,-0.00033271854499616893,231
8L30695,12,-0.0003320519426779356,232
8N14166,5,-0.0003319120150990784,233
8N27412,5,-0.0003306186154077295,234
8P11559,14,-0.00033046129101421684,235
8N28689,5,-0.00033021244780684356,236
8N05655,14,-0.00032953124355117325,237
8981962,2,-0.0003294379494036548,238
8N87553,11,-0.00032917918360908516,239
8P26746,7,-0.0003282126199337654,240
8866795,6,-0.0003273368984082481,241
8N13642,14,-0.00032716492387407925,242
8L64923,10,-0.00032702076714485884,243
8800022,5,-0.00032700153860787395,244
8L48318,5,-0.000326716235576896,245
8N05131,12,-0.00032658601776347496,246
8N05442,6,-0.00032650258572175517,247
8P11794,2,-0.00032630218447593506,248
8N28091,2,-0.0003261938036303036,249
8M72566,11,-0.00032592329262115527,250
8M31764,11,-0.00032547071532462724,251
8L57758,2,-0.00032500174347660504,252
8681041,5,-0.00032466763695992995,253
8P14826,4,-0.0003242914339125491,254
8N72746,5,-0.0003242209932068363,255
8794339,9,-0.00032322264632966835,256
8N28470,2,-0.0003222127415938303,257
8P11471,2,-0.00032160841146833263,258
8M71344,12,-0.0003210289833077695,259
8M31507,4,-0.00032011660005082376,260
8857208,4,-0.00031970149029802997,261
8732273,1,-0.0003196698489773553,262
8N13967,6,-0.0003193003522028448,263
8168642,5,-0.00031868391670286655,264
8N73052,5,-0.00031845820922171697,265
8M31874,5,-0.00031770179521117825,266
8M31908,12,-0.0003176785248797387,267
8N28402,2,-0.00031755882082507014,268
8M31304,4,-0.00031679030871600844,269
8800355,5,-0.0003167859149471042,270
8651899,5,-0.0003163450128340628,271
8939372,7,-0.00031622071082892944,272
8L19919,5,-0.000316071691486286,273
8N06290,2,-0.00031579348069499247,274
8N42987,14,-0.0003154573369101854,275
8573856,4,-0.00031441322062164545,276
8N06311,5,-0.000314080789394211,277
8L89547,12,-0.00031317450338974595,278
8M31297,6,-0.0003127197742287535,279
8L52419,4,-0.0003124186296190601,280
8887477,4,-0.00031214892624120694,281
8L89722,4,-0.00031135431163420435,282
8L89518,5,-0.00031135056360653834,283
8L89614,4,-0.00031092913741304073,284
8N05831,4,-0.0003108829441771377,285
8981199,11,-0.00031060733817867003,286
8943485,5,-0.0003103368271695217,287
8N87526,11,-0.0003103010712948162,288
8730535,5,-0.0003102351038251072,289
8N87950,13,-0.00031015515196486376,290
8887315,6,-0.0003099395107710734,291
8N73924,11,-0.0003090449554292718,292
8934227,10,-0.00030861961204209365,293
8L64298,9,-0.00030801863795204554,294
8P14861,14,-0.00030727507328265347,295
8L52961,6,-0.0003072574527323013,296
8L48425,7,-0.0003072356539632892,297
8L19921,5,-0.0003072071631322615,298
8118433,4,-0.00030679152405355126,299
8747548,10,-0.0003067589168495033,300
8N14109,6,-0.0003063567255594535,301
8N27907,6,-0.0003062998330278788,302
8N05649,11,-0.0003060027811443433,303
8N87836,14,-0.000305797435430577,304
8L48691,10,-0.00030528435672749765,305
8P14063,5,-0.0003043313081434462,306
8N05245,13,-0.00030409509417950176,307
8747817,7,-0.00030377047914953437,308
8816956,4,-0.0003029953059012769,309
8P14333,14,-0.0003021099546458572,310
8M72955,4,-0.0003003036454174435,311
8747518,5,-0.0003002734447363764,312
8N06474,12,-0.00030009417787368875,313
8N73508,4,-0.00029818166558470693,314
8939733,5,-0.00029766384250251576,315
8L19877,5,-0.0002975280804093927,316
8N87960,13,-0.00029632197401952,317
8P26700,7,-0.0002954756636199818,318
8L64075,11,-0.00029513269873859826,319
8N72695,11,-0.00029461579651979264,320
8N14161,5,-0.00029432175870169885,321
8L30876,1,-0.00029424907552311197,322
8L64060,14,-0.0002941848142654635,323
8M31109,12,-0.0002939725382020697,324
8N73493,12,-0.00029356114828260615,325
8N05695,15,-0.0002935398806584999,326
8573874,6,-0.0002930029313574778,327
8N27297,10,-0.0002928416979557369,328
8732620,7,-0.0002922009662142955,329
8939617,6,-0.0002914710548793664,330
8P11564,14,-0.00029128111600584816,331
8N14050,6,-0.0002911065603257157,332
8L52588,7,-0.0002907644029619405,333
8747569,9,-0.00029039337641734164,334
8732235,2,-0.0002899683422583621,335
8747492,3,-0.0002899128248827765,336
8N14527,11,-0.00028919277428940404,337
8939086,5,-0.0002890601972467266,338
8681374,4,-0.00028886359905300196,339
8N28767,4,-0.00028873699011455756,340
8747736,7,-0.0002882379176298855,341
8N05713,6,-0.0002879008379750303,342
8L89371,5,-0.0002867322582460474,343
8681135,1,-0.00028667701371887233,344
8N13956,6,-0.00028662014119618107,345
8732237,2,-0.0002865928868232004,346
8N72616,5,-0.00028658837982220575,347
8N72668,4,-0.0002864438392862212,348
8800469,5,-0.00028639883385039866,349
8917929,3,-0.00028630252813854895,350
8M72218,8,-0.0002860021631931886,351
8816930,4,-0.00028597069467650726,352
8800533,10,-0.000284581990854349,353
8L89372,5,-0.0002843875618054881,354
8N27078,14,-0.0002840535671566613,355
8N27328,4,-0.000283840518022771,356
8747498,3,-0.000283422847132897,357
8P11355,5,-0.00028324347294983454,358
8N87893,13,-0.00028293737886997405,359
8981002,5,-0.00028291049966355786,360
8N06900,11,-0.0002824072707880987,361
8939768,5,-0.0002822705528160441,362
8981092,11,-0.0002813169139699312,363
8N27906,6,-0.0002803026909532491,364
8L52375,11,-0.00028018604643875733,365
8168615,7,-0.00028015465886710444,366
8800426,5,-0.0002801028285830398,367
8N05223,12,-0.000279899222732638,368
8N14955,5,-0.0002795540149236331,369
