target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
4,11,Southern 1,0.0675274907873408,0.0001158275999782861,583,1,5
4,0,Nesøy,0.03559224510602966,0.0002990944966893249,119,2,1
4,12,Southern 2,0.0298999806623767,7.53148127515786e-05,397,3,7
4,9,Sleneset,0.01970637244756655,0.00011871308703353343,166,4,4
4,8,Lovund,0.019439156952967673,0.00012303263894283337,158,5,3
4,10,Aldra,0.017136636416621363,9.905570183018128e-05,173,6,6
4,1,Myken,0.012366808814473837,0.00013442183493993302,92,7,2
4,14,Southern 4,0.006483739272292972,1.3341027309244797e-05,486,8,8
4,5,Hestmannøy,0.00034726608329396845,3.2213922383485016e-07,1078,9,9
4,6,Indre Kvarøy,-0.004427421550799008,-1.2436577389884853e-05,356,10,10
4,3,Selvær,-0.005369720309827661,-2.7678970669214746e-05,194,11,11
4,7,Onøy og Lurøy,-0.012922255930349324,-4.989288003995878e-05,259,12,12
4,2,Træna,-0.017036108651018518,-5.834283784595383e-05,292,13,13
4,15,Southern 5,-0.03042476300277926,-0.0001506176386276201,202,14,15
4,13,Southern 3,-0.050997519942108,-8.732452044881507e-05,584,15,14
