target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,7,Onøy og Lurøy,0.054121802781678996,0.00021141329211593358,256,1,1
5,6,Indre Kvarøy,0.04383777167262321,0.00012560966095307512,349,2,3
5,14,Southern 4,0.043810406854639,9.014487007127366e-05,486,3,4
5,4,Gjerøy,0.03125866492519456,5.6525614692937716e-05,553,4,7
5,2,Træna,0.017757823165653438,6.209029078899803e-05,286,5,5
5,0,Nesøy,0.015303538829946372,0.00012969100703344384,118,6,2
5,15,Southern 5,0.011915972747687797,5.8989964097464345e-05,202,7,6
5,3,Selvær,0.0011447292921467937,5.993347079302585e-06,191,8,8
5,10,Aldra,-0.0015339434249679062,-8.866724999814487e-06,173,9,9
5,1,Myken,-0.0018794386644374712,-2.0428681135189905e-05,92,10,12
5,13,Southern 3,-0.008126044275442026,-1.3938326372970885e-05,583,11,10
5,11,Southern 1,-0.011386054960893566,-1.9597340724429545e-05,581,12,11
5,12,Southern 2,-0.013513483329642148,-3.403900083033287e-05,397,13,13
5,9,Sleneset,-0.013686057666228445,-8.553786041392779e-05,160,14,14
5,8,Lovund,-0.028543024509469443,-0.00018902665238059233,151,15,15
