n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,173,-0.023933416809524908,0.9547268152236938,shapley_mean,-1,1,173,14
13,2,754,0.06499302469432236,0.956662118434906,shapley_mean,-1,2,754,14
12,3,905,0.05590249113838465,0.9580808281898499,shapley_mean,-1,3,905,14
11,4,1161,0.06785542124286995,0.961185097694397,shapley_mean,-1,4,1161,14
10,5,2216,0.12972632978144102,0.9602723121643066,shapley_mean,-1,5,2216,14
9,6,2799,0.08901583759785232,0.9619089961051941,shapley_mean,-1,6,2799,14
8,7,2917,0.09702555678660532,0.9611906409263611,shapley_mean,-1,7,2917,14
7,8,3077,0.10943883558219653,0.9610642790794373,shapley_mean,-1,8,3077,14
6,9,3279,0.15687311156435454,0.9393759965896606,shapley_mean,-1,9,3279,14
5,10,3628,0.14249981598265812,0.9438809156417847,shapley_mean,-1,10,3628,14
4,11,4181,0.12321904343046271,0.9487227201461792,shapley_mean,-1,11,4181,14
3,12,4467,0.1189947803404825,0.9487141966819763,shapley_mean,-1,12,4467,14
2,13,4864,0.14952945647834304,0.9315627217292786,shapley_mean,-1,13,4864,14
1,14,5055,0.13912554616446743,0.9320297241210938,shapley_mean,-1,14,5055,14
0,15,5147,0.13764958588446669,0.9328746795654297,shapley_mean,-1,15,5147,14
14,1,173,0.01214178305633456,0.9862594604492188,random_individual,0,1,173,14
13,2,754,-0.04268275185271751,0.9701550602912903,random_individual,0,2,754,14
12,3,905,-0.03631178078015081,0.9751083850860596,random_individual,0,3,905,14
11,4,1161,0.012860322969580241,0.9628724455833435,random_individual,0,4,1161,14
10,5,2216,0.10868310775923315,0.9533342719078064,random_individual,0,5,2216,14
9,6,2799,0.11410942607401595,0.9572430849075317,random_individual,0,6,2799,14
8,7,2917,0.08037420763927283,0.9672924280166626,random_individual,0,7,2917,14
7,8,3077,0.08031137336904419,0.9659839868545532,random_individual,0,8,3077,14
6,9,3279,0.057475396529616495,0.964993417263031,random_individual,0,9,3279,14
5,10,3628,0.09362918529712604,0.9523703455924988,random_individual,0,10,3628,14
4,11,4181,0.10200855437399715,0.9445870518684387,random_individual,0,11,4181,14
