target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.14801523473480635,0.0005175357857860362,286,1,2
3,8,Lovund,0.07319776888353845,0.00048475343631482415,151,2,3
3,1,Myken,0.0561695773123139,0.0006105388838294989,92,3,1
3,9,Sleneset,0.054670074097649755,0.000341687963110311,160,4,4
3,7,Onøy og Lurøy,0.041019478108951124,0.00016023233636309033,256,5,5
3,11,Southern 1,0.033527212227336095,5.770604514171445e-05,581,6,6
3,5,Hestmannøy,0.016375593385975676,1.5521889465379787e-05,1055,7,7
3,0,Nesøy,2.2420306150369903e-05,1.900025944946602e-07,118,8,8
3,6,Indre Kvarøy,-0.001865173727898649,-5.34433732922249e-06,349,9,9
3,10,Aldra,-0.0049468007020267366,-2.8594223711137205e-05,173,10,11
3,12,Southern 2,-0.011023483413617417,-2.776696073959047e-05,397,11,10
3,15,Southern 5,-0.020768113758227708,-0.00010281244434766191,202,12,15
3,13,Southern 3,-0.02229979836393043,-3.8250082956999026e-05,583,13,12
3,14,Southern 4,-0.022940732196253612,-4.7203152667188504e-05,486,14,13
3,4,Gjerøy,-0.036778622164112804,-6.650745418465244e-05,553,15,14
