target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
14,11,Southern 1,0.11366674027792524,0.0001956398283613171,581,1,2
14,10,Aldra,0.046348035507525996,0.00026790771969668203,173,2,1
14,5,Hestmannøy,0.0414335030090862,3.927346256785422e-05,1055,3,5
14,7,Onøy og Lurøy,0.03167038432382774,0.0001237124387649521,256,4,4
14,8,Lovund,0.02058592089644306,0.00013633060196319906,151,5,3
14,13,Southern 3,0.01985146735712592,3.405054435184549e-05,583,6,6
14,0,Nesøy,-3.9906097395628035e-05,-3.3818726606464436e-07,118,7,7
14,9,Sleneset,-0.0009820582992730947,-6.1378643704568416e-06,160,8,8
14,15,Southern 5,-0.0015970574160452382,-7.90622483190712e-06,202,9,9
14,6,Indre Kvarøy,-0.006408588513837205,-1.836271780469113e-05,349,10,10
14,2,Træna,-0.016019237751688526,-5.601132081009974e-05,286,11,12
14,3,Selvær,-0.016636411811317975,-8.71016325199894e-05,191,12,14
14,1,Myken,-0.02349222074773416,-0.0002553502255188496,92,13,15
14,12,Southern 2,-0.025596966299247365,-6.447598564042157e-05,397,14,13
14,4,Gjerøy,-0.030141644275483017,-5.4505685850783034e-05,553,15,11
