target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,4,Gjerøy,0.04491256102919579,8.04884606257989e-05,558,1,6
5,6,Indre Kvarøy,0.039804380806162956,0.00011181005844427797,356,2,4
5,10,Aldra,0.03414152595214546,0.00019734986099506044,173,3,1
5,13,Southern 3,0.030808022525161505,5.2753463228016276e-05,584,4,8
5,9,Sleneset,0.027716950327157975,0.00016696958028408418,166,5,2
5,12,Southern 2,0.022873845510184766,5.761673932036465e-05,397,6,7
5,11,Southern 1,0.018084010854363442,3.101888654264741e-05,583,7,10
5,8,Lovund,0.017193933296948672,0.00010882236263891565,158,8,5
5,1,Myken,0.011990163708105683,0.00013032786639245307,92,9,3
5,14,Southern 4,0.01184289543889463,2.43680976108943e-05,486,10,11
5,2,Træna,0.00933244451880455,3.1960426434262155e-05,292,11,9
5,0,Nesøy,-0.0035263846628367903,-2.96334845616537e-05,119,12,12
5,15,Southern 5,-0.021333114802837373,-0.00010560947922196719,202,13,13
5,3,Selvær,-0.023707671277225017,-0.0001222044911197166,194,14,14
5,7,Onøy og Lurøy,-0.04059862131252885,-0.00015675143363910754,259,15,15
