n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
8,7,1900,0.09969913959503174,1.6289812326431274,random_individual,3,5
9,6,1503,0.05079719051718712,1.6407177448272705,random_individual,3,5
10,5,945,0.020483752712607384,1.6683266162872314,random_individual,3,5
11,4,787,-0.02429431863129139,1.675884485244751,random_individual,3,5
12,3,431,0.0016719857230782509,1.6700525283813477,random_individual,3,5
13,2,339,0.0426824651658535,1.660248041152954,random_individual,3,5
14,1,173,0.009504744783043861,1.659244418144226,random_individual,3,5
0,15,4619,0.13656263053417206,1.6245187520980835,random_individual,4,5
1,14,4360,0.11825700104236603,1.6250656843185425,random_individual,4,5
2,13,4166,0.09739601612091064,1.6305897235870361,random_individual,4,5
3,12,3964,0.09467111527919769,1.6292768716812134,random_individual,4,5
4,11,3845,0.0818287804722786,1.6376503705978394,random_individual,4,5
5,10,3359,0.11509455740451813,1.6278271675109863,random_individual,4,5
6,9,2776,0.10609877854585648,1.6211771965026855,random_individual,4,5
7,8,2484,0.08823855966329575,1.6385103464126587,random_individual,4,5
8,7,1900,0.057233236730098724,1.6544524431228638,random_individual,4,5
9,6,1503,0.06870909035205841,1.6551209688186646,random_individual,4,5
10,5,945,0.0658196434378624,1.644463300704956,random_individual,4,5
11,4,787,0.029181266203522682,1.6453977823257446,random_individual,4,5
12,3,431,0.047280844300985336,1.6445540189743042,random_individual,4,5
13,2,339,-0.0004512851592153311,1.6479051113128662,random_individual,4,5
14,1,173,-0.05157763510942459,1.6590980291366577,random_individual,4,5
