n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,target_island
0,15,4619,0.1604989618062973,1.594233751296997,shapley_mean,-1,5
1,14,4360,0.17022208869457245,1.587717890739441,shapley_mean,-1,5
2,13,4166,0.1548425555229187,1.6258090734481812,shapley_mean,-1,5
3,12,3964,0.18111079931259155,1.5811610221862793,shapley_mean,-1,5
4,11,3845,0.1682746857404709,1.614870548248291,shapley_mean,-1,5
5,10,3359,0.190391406416893,1.5872173309326172,shapley_mean,-1,5
6,9,2776,0.17819300293922424,1.5967682600021362,shapley_mean,-1,5
7,8,2484,0.16821587085723877,1.597454309463501,shapley_mean,-1,5
8,7,1900,0.17250701785087585,1.5863077640533447,shapley_mean,-1,5
9,6,1503,0.17164888978004456,1.5871341228485107,shapley_mean,-1,5
10,5,945,0.15489931404590607,1.5889590978622437,shapley_mean,-1,5
11,4,787,0.15746000409126282,1.5868343114852905,shapley_mean,-1,5
12,3,431,0.08917631208896637,1.631471872329712,shapley_mean,-1,5
13,2,339,0.05173563212156296,1.6483566761016846,shapley_mean,-1,5
14,1,173,0.057439129799604416,1.6412715911865234,shapley_mean,-1,5
0,15,4619,0.16558273136615753,1.606059193611145,random_individual,0,5
1,14,4360,0.1297757476568222,1.6108310222625732,random_individual,0,5
2,13,4166,0.10677430033683777,1.6316189765930176,random_individual,0,5
3,12,3964,0.11759722232818604,1.632349967956543,random_individual,0,5
4,11,3845,0.1492249220609665,1.6011288166046143,random_individual,0,5
5,10,3359,0.12289440631866455,1.619491457939148,random_individual,0,5
6,9,2776,0.13478019833564758,1.609850525856018,random_individual,0,5
7,8,2484,0.09688376635313034,1.6436097621917725,random_individual,0,5
8,7,1900,0.1287875473499298,1.6261624097824097,random_individual,0,5
9,6,1503,0.12374966591596603,1.635245680809021,random_individual,0,5
10,5,945,0.09435881674289703,1.6355421543121338,random_individual,0,5
11,4,787,0.053018320351839066,1.648535966873169,random_individual,0,5
12,3,431,0.03681290149688721,1.645991563796997,random_individual,0,5
13,2,339,0.04748362675309181,1.701770544052124,random_individual,0,5
14,1,173,0.08549375832080841,1.6335008144378662,random_individual,0,5
0,15,4619,0.14848875999450684,1.6005874872207642,random_individual,1,5
1,14,4360,0.1419784128665924,1.6031855344772339,random_individual,1,5
2,13,4166,0.09489582479000092,1.6408807039260864,random_individual,1,5
3,12,3964,0.09883031994104385,1.6366686820983887,random_individual,1,5
4,11,3845,0.10969357937574387,1.6387499570846558,random_individual,1,5
5,10,3359,0.11338736861944199,1.6185756921768188,random_individual,1,5
6,9,2776,0.10118380934000015,1.652138113975525,random_individual,1,5
7,8,2484,0.13652794063091278,1.6138466596603394,random_individual,1,5
8,7,1900,0.14413583278656006,1.607296109199524,random_individual,1,5
9,6,1503,0.052088189870119095,1.6532280445098877,random_individual,1,5
10,5,945,0.08138590306043625,1.664137840270996,random_individual,1,5
11,4,787,0.10537126660346985,1.6313354969024658,random_individual,1,5
12,3,431,0.04640446975827217,1.6401861906051636,random_individual,1,5
13,2,339,-0.03275829181075096,1.6661908626556396,random_individual,1,5
14,1,173,0.027820443734526634,1.6547542810440063,random_individual,1,5
0,15,4619,0.155992329120636,1.6008201837539673,random_individual,2,5
1,14,4360,0.1336108297109604,1.6052616834640503,random_individual,2,5
2,13,4166,0.1329653114080429,1.6091796159744263,random_individual,2,5
3,12,3964,0.11280755698680878,1.6113530397415161,random_individual,2,5
4,11,3845,0.12112241238355637,1.6279062032699585,random_individual,2,5
5,10,3359,0.11641430109739304,1.6217883825302124,random_individual,2,5
6,9,2776,0.11664330214262009,1.6203910112380981,random_individual,2,5
7,8,2484,0.09501835703849792,1.6343380212783813,random_individual,2,5
8,7,1900,0.0913342833518982,1.623216152191162,random_individual,2,5
9,6,1503,0.08423716574907303,1.631415843963623,random_individual,2,5
10,5,945,0.08404212445020676,1.636242389678955,random_individual,2,5
11,4,787,0.030655214563012123,1.64633047580719,random_individual,2,5
12,3,431,-0.005195845849812031,1.6513991355895996,random_individual,2,5
13,2,339,0.03330254927277565,1.6485905647277832,random_individual,2,5
14,1,173,-0.0441991463303566,1.666208028793335,random_individual,2,5
0,15,4619,0.12492956966161728,1.6127073764801025,random_individual,3,5
1,14,4360,0.1368466317653656,1.6166211366653442,random_individual,3,5
2,13,4166,0.13773006200790405,1.6070570945739746,random_individual,3,5
3,12,3964,0.10216642171144485,1.6261072158813477,random_individual,3,5
4,11,3845,0.11254816502332687,1.618025779724121,random_individual,3,5
5,10,3359,0.08100465685129166,1.6351834535598755,random_individual,3,5
6,9,2776,0.05517750605940819,1.6377042531967163,random_individual,3,5
7,8,2484,0.06601982563734055,1.6520668268203735,random_individual,3,5
