n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,173,0.057439129799604416,1.6412715911865234,shapley_mean,-1,5
2,339,0.05173563212156296,1.6483566761016846,shapley_mean,-1,5
3,431,0.08917631208896637,1.631471872329712,shapley_mean,-1,5
4,787,0.15746000409126282,1.5868343114852905,shapley_mean,-1,5
5,945,0.15489931404590607,1.5889590978622437,shapley_mean,-1,5
6,1503,0.17164888978004456,1.5871341228485107,shapley_mean,-1,5
7,1900,0.17250701785087585,1.5863077640533447,shapley_mean,-1,5
8,2484,0.16821587085723877,1.597454309463501,shapley_mean,-1,5
9,2776,0.17819300293922424,1.5967682600021362,shapley_mean,-1,5
10,3359,0.190391406416893,1.5872173309326172,shapley_mean,-1,5
11,3845,0.1682746857404709,1.614870548248291,shapley_mean,-1,5
12,3964,0.18111079931259155,1.5811610221862793,shapley_mean,-1,5
13,4166,0.1548425555229187,1.6258090734481812,shapley_mean,-1,5
14,4360,0.17022208869457245,1.587717890739441,shapley_mean,-1,5
15,4619,0.1604989618062973,1.594233751296997,shapley_mean,-1,5
1,173,-0.015125911682844162,1.6692570447921753,random_individual,0,5
2,339,0.025490982457995415,1.6509265899658203,random_individual,0,5
3,431,0.060422830283641815,1.6587963104248047,random_individual,0,5
4,787,-0.017983857542276382,1.6546555757522583,random_individual,0,5
5,945,0.04680710658431053,1.6486872434616089,random_individual,0,5
6,1503,0.061279766261577606,1.645000696182251,random_individual,0,5
7,1900,0.0433722622692585,1.645902156829834,random_individual,0,5
8,2484,0.09432218223810196,1.640870451927185,random_individual,0,5
9,2776,0.06856869161128998,1.6575360298156738,random_individual,0,5
10,3359,0.09782952070236206,1.627079725265503,random_individual,0,5
11,3845,0.12157084047794342,1.6156103610992432,random_individual,0,5
12,3964,0.13919618725776672,1.607336401939392,random_individual,0,5
13,4166,0.131392702460289,1.6130931377410889,random_individual,0,5
14,4360,0.1163373738527298,1.6251038312911987,random_individual,0,5
15,4619,0.10945215821266174,1.6292916536331177,random_individual,0,5
1,173,0.0011182844173163176,1.652848482131958,random_individual,1,5
2,339,-0.011768058873713017,1.659730076789856,random_individual,1,5
3,431,0.0034141389187425375,1.6595276594161987,random_individual,1,5
4,787,0.04151768982410431,1.642343282699585,random_individual,1,5
5,945,0.05452815070748329,1.6379176378250122,random_individual,1,5
6,1503,-0.0031938517931848764,1.6637215614318848,random_individual,1,5
7,1900,0.09047100692987442,1.6330589056015015,random_individual,1,5
8,2484,0.10765674710273743,1.6206859350204468,random_individual,1,5
9,2776,0.08589763194322586,1.6378440856933594,random_individual,1,5
