trait,target_island,target_island_name,repeat,split_seed,n_islands,n_individuals,corr_eval,mse_adj,method,order_seed
thr_wing,0,Nesøy,6,6014,8,4006,0.09494059746834352,1.294320821762085,random_individual,1
thr_wing,0,Nesøy,6,6014,9,4098,0.08336463010756846,1.3084628582000732,random_individual,1
thr_wing,0,Nesøy,6,6014,10,4651,0.14653783780390683,1.3043416738510132,random_individual,1
thr_wing,0,Nesøy,6,6014,11,4824,0.14915399271603147,1.2954732179641724,random_individual,1
thr_wing,0,Nesøy,6,6014,12,5173,0.14659854410642656,1.3006341457366943,random_individual,1
thr_wing,0,Nesøy,6,6014,13,5364,0.13916682761819757,1.300716757774353,random_individual,1
thr_wing,0,Nesøy,6,6014,14,5515,0.1424953254938176,1.2936623096466064,random_individual,1
thr_wing,0,Nesøy,6,6014,1,256,0.05321833602654888,1.333410382270813,random_individual,2
thr_wing,0,Nesøy,6,6014,2,1311,0.2001402976532781,1.2616910934448242,random_individual,2
thr_wing,0,Nesøy,6,6014,3,1708,0.20253758618534354,1.269081473350525,random_individual,2
