target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction,v_full,n_source_islands
0,Nesøy,3,316308429,10,0.05,0.8301482417379222,15
0,Nesøy,8,2111476157,10,0.05,-0.8156961532682327,15
0,Nesøy,3,316308429,25,0.05,0.8301482417379222,15
0,Nesøy,8,2111476157,25,0.05,-0.8156961532682327,15
0,Nesøy,3,316308429,50,0.05,0.8301482417379222,15
0,Nesøy,8,2111476157,50,0.05,-0.8156961532682327,15
0,Nesøy,3,76469579,10,0.1,0.30608440086323685,15
0,Nesøy,8,185687666,10,0.1,0.025626862857749705,15
0,Nesøy,3,76469579,25,0.1,0.30608440086323685,15
0,Nesøy,8,185687666,25,0.1,0.025626862857749705,15
0,Nesøy,3,76469579,50,0.1,0.30608440086323685,15
0,Nesøy,8,185687666,50,0.1,0.025626862857749705,15
0,Nesøy,3,307210443,10,0.15,0.17676155405353985,15
0,Nesøy,8,1243186015,10,0.15,0.6342670937961895,15
0,Nesøy,3,307210443,25,0.15,0.17676155405353985,15
0,Nesøy,8,1243186015,25,0.15,0.6342670937961895,15
0,Nesøy,3,307210443,50,0.15,0.17676155405353985,15
0,Nesøy,8,1243186015,50,0.15,0.6342670937961895,15
0,Nesøy,3,169371147,10,0.2,0.43054804991906565,15
0,Nesøy,8,2118842716,10,0.2,0.16225934242633244,15
0,Nesøy,3,169371147,25,0.2,0.43054804991906565,15
0,Nesøy,8,2118842716,25,0.2,0.16225934242633244,15
0,Nesøy,3,169371147,50,0.2,0.43054804991906565,15
0,Nesøy,8,2118842716,50,0.2,0.16225934242633244,15
0,Nesøy,3,451961254,10,0.25,0.16787063502475724,15
0,Nesøy,8,658483263,10,0.25,0.416200638797214,15
0,Nesøy,3,451961254,25,0.25,0.16787063502475724,15
0,Nesøy,8,658483263,25,0.25,0.416200638797214,15
0,Nesøy,3,451961254,50,0.25,0.16787063502475724,15
0,Nesøy,8,658483263,50,0.25,0.416200638797214,15
