n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,cal_fraction
14,1,92,0.12003470698944006,1.3163039684295654,shapley_mean,-1,1,92,0,Nesøy,3,316308429,10,0.05
13,2,448,0.17569950045571137,1.283818244934082,shapley_mean,-1,2,448,0,Nesøy,3,316308429,10,0.05
12,3,845,0.1711114684457415,1.292327642440796,shapley_mean,-1,3,845,0,Nesøy,3,316308429,10,0.05
11,4,1137,0.1465688164900436,1.297472357749939,shapley_mean,-1,4,1137,0,Nesøy,3,316308429,10,0.05
10,5,2215,0.15348245815598824,1.313273549079895,shapley_mean,-1,5,2215,0,Nesøy,3,316308429,10,0.05
9,6,2773,0.1996075499801748,1.307657241821289,shapley_mean,-1,6,2773,0,Nesøy,3,316308429,10,0.05
8,7,3259,0.20264793029848413,1.3016538619995117,shapley_mean,-1,7,3259,0,Nesøy,3,316308429,10,0.05
7,8,3843,0.18937807562315645,1.3028216361999512,shapley_mean,-1,8,3843,0,Nesøy,3,316308429,10,0.05
6,9,4102,0.15830022714045533,1.3212080001831055,shapley_mean,-1,9,4102,0,Nesøy,3,316308429,10,0.05
5,10,4275,0.16227528761798582,1.3170180320739746,shapley_mean,-1,10,4275,0,Nesøy,3,316308429,10,0.05
4,11,4858,0.1633542953023715,1.3095343112945557,shapley_mean,-1,11,4858,0,Nesøy,3,316308429,10,0.05
3,12,5052,0.1691966969125878,1.303466558456421,shapley_mean,-1,12,5052,0,Nesøy,3,316308429,10,0.05
2,13,5218,0.1884538870222794,1.2927058935165405,shapley_mean,-1,13,5218,0,Nesøy,3,316308429,10,0.05
1,14,5376,0.18989631084824019,1.2924213409423828,shapley_mean,-1,14,5376,0,Nesøy,3,316308429,10,0.05
0,15,5578,0.19320800687317474,1.2899906635284424,shapley_mean,-1,15,5578,0,Nesøy,3,316308429,10,0.05
14,1,92,0.16347574585721797,1.320522427558899,random_individual,0,1,92,0,Nesøy,3,316308429,10,0.05
13,2,448,-0.10305845880530135,1.3435349464416504,random_individual,0,2,448,0,Nesøy,3,316308429,10,0.05
12,3,845,-0.12462481015525642,1.3512670993804932,random_individual,0,3,845,0,Nesøy,3,316308429,10,0.05
11,4,1137,-0.11233271880614883,1.3442864418029785,random_individual,0,4,1137,0,Nesøy,3,316308429,10,0.05
10,5,2215,0.022498794771215642,1.3423001766204834,random_individual,0,5,2215,0,Nesøy,3,316308429,10,0.05
9,6,2773,0.10012236039802817,1.316591501235962,random_individual,0,6,2773,0,Nesøy,3,316308429,10,0.05
8,7,3259,0.09235459084350409,1.3185361623764038,random_individual,0,7,3259,0,Nesøy,3,316308429,10,0.05
7,8,3843,0.08644745016090444,1.3157143592834473,random_individual,0,8,3843,0,Nesøy,3,316308429,10,0.05
6,9,4102,0.1456267539577242,1.2995177507400513,random_individual,0,9,4102,0,Nesøy,3,316308429,10,0.05
5,10,4275,0.1606731719097743,1.2936787605285645,random_individual,0,10,4275,0,Nesøy,3,316308429,10,0.05
4,11,4858,0.20289247070676267,1.2820860147476196,random_individual,0,11,4858,0,Nesøy,3,316308429,10,0.05
3,12,5052,0.1927046044773869,1.284198522567749,random_individual,0,12,5052,0,Nesøy,3,316308429,10,0.05
2,13,5218,0.18642683827595263,1.287992238998413,random_individual,0,13,5218,0,Nesøy,3,316308429,10,0.05
1,14,5376,0.1860565108074221,1.2903110980987549,random_individual,0,14,5376,0,Nesøy,3,316308429,10,0.05
0,15,5578,0.19320800687317474,1.2899906635284424,random_individual,0,15,5578,0,Nesøy,3,316308429,10,0.05
14,1,92,-0.0646460430631553,1.3105640411376953,random_individual,1,1,92,0,Nesøy,3,316308429,10,0.05
13,2,448,-0.027925540216411315,1.3199338912963867,random_individual,1,2,448,0,Nesøy,3,316308429,10,0.05
12,3,845,-0.015532259238344523,1.3243448734283447,random_individual,1,3,845,0,Nesøy,3,316308429,10,0.05
11,4,1137,-0.029747092444493212,1.3214898109436035,random_individual,1,4,1137,0,Nesøy,3,316308429,10,0.05
10,5,2215,0.09955669988476024,1.308688998222351,random_individual,1,5,2215,0,Nesøy,3,316308429,10,0.05
9,6,2773,-0.001074057119814393,1.3274227380752563,random_individual,1,6,2773,0,Nesøy,3,316308429,10,0.05
8,7,3259,0.0707368281380558,1.314981460571289,random_individual,1,7,3259,0,Nesøy,3,316308429,10,0.05
7,8,3843,0.1271478805231913,1.3059695959091187,random_individual,1,8,3843,0,Nesøy,3,316308429,10,0.05
6,9,4102,0.11509715401874683,1.3073879480361938,random_individual,1,9,4102,0,Nesøy,3,316308429,10,0.05
5,10,4275,0.15911812373069947,1.2988011837005615,random_individual,1,10,4275,0,Nesøy,3,316308429,10,0.05
4,11,4858,0.15410230839636022,1.2959517240524292,random_individual,1,11,4858,0,Nesøy,3,316308429,10,0.05
3,12,5052,0.15572149808619343,1.2998270988464355,random_individual,1,12,5052,0,Nesøy,3,316308429,10,0.05
2,13,5218,0.1816498537350493,1.2894351482391357,random_individual,1,13,5218,0,Nesøy,3,316308429,10,0.05
1,14,5376,0.19461125196051302,1.2866486310958862,random_individual,1,14,5376,0,Nesøy,3,316308429,10,0.05
0,15,5578,0.19320800687317474,1.2899906635284424,random_individual,1,15,5578,0,Nesøy,3,316308429,10,0.05
14,1,92,-0.01265787130478809,1.3182181119918823,random_individual,2,1,92,0,Nesøy,3,316308429,10,0.05
13,2,448,-0.049875490679177945,1.3498585224151611,random_individual,2,2,448,0,Nesøy,3,316308429,10,0.05
12,3,845,-0.030677537558919898,1.3331942558288574,random_individual,2,3,845,0,Nesøy,3,316308429,10,0.05
11,4,1137,0.0225066882761879,1.3359878063201904,random_individual,2,4,1137,0,Nesøy,3,316308429,10,0.05
10,5,2215,-0.026264309270257538,1.3595376014709473,random_individual,2,5,2215,0,Nesøy,3,316308429,10,0.05
9,6,2773,0.02577815107163341,1.3458842039108276,random_individual,2,6,2773,0,Nesøy,3,316308429,10,0.05
8,7,3259,0.07808160980489486,1.322325348854065,random_individual,2,7,3259,0,Nesøy,3,316308429,10,0.05
7,8,3843,0.051913701614482256,1.3265520334243774,random_individual,2,8,3843,0,Nesøy,3,316308429,10,0.05
6,9,4102,0.06693631655681842,1.3202452659606934,random_individual,2,9,4102,0,Nesøy,3,316308429,10,0.05
5,10,4275,0.025774858009696602,1.329596757888794,random_individual,2,10,4275,0,Nesøy,3,316308429,10,0.05
4,11,4858,0.1471202976253631,1.3011871576309204,random_individual,2,11,4858,0,Nesøy,3,316308429,10,0.05
3,12,5052,0.15894799039455448,1.302594780921936,random_individual,2,12,5052,0,Nesøy,3,316308429,10,0.05
2,13,5218,0.17557833240004894,1.2975200414657593,random_individual,2,13,5218,0,Nesøy,3,316308429,10,0.05
1,14,5376,0.17754375629890728,1.294838786125183,random_individual,2,14,5376,0,Nesøy,3,316308429,10,0.05
0,15,5578,0.19320800687317474,1.2899906635284424,random_individual,2,15,5578,0,Nesøy,3,316308429,10,0.05
