n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,118,0.05673653487338048,1.2849915027618408,shapley_mean,-1,1,118,5
13,2,467,0.10788430300113752,1.2901561260223389,shapley_mean,-1,2,467,5
12,3,669,0.10025238254431328,1.2858434915542603,shapley_mean,-1,3,669,5
11,4,842,0.1052239503882846,1.2794530391693115,shapley_mean,-1,4,842,5
10,5,1423,0.10230538339454696,1.27747642993927,shapley_mean,-1,5,1423,5
9,6,1709,0.12155677382995758,1.2717745304107666,shapley_mean,-1,6,1709,5
8,7,1860,0.12033833299194764,1.2711975574493408,shapley_mean,-1,7,1860,5
7,8,2346,0.12992642351156433,1.2691636085510254,shapley_mean,-1,8,2346,5
6,9,2743,0.1248006290935995,1.2712863683700562,shapley_mean,-1,9,2743,5
5,10,2999,0.16448076144026583,1.2518014907836914,shapley_mean,-1,10,2999,5
4,11,3582,0.1463125890169706,1.254500389099121,shapley_mean,-1,11,3582,5
3,12,3742,0.14873206159526578,1.2533613443374634,shapley_mean,-1,12,3742,5
2,13,4295,0.15327921609035863,1.2619688510894775,shapley_mean,-1,13,4295,5
1,14,4486,0.15719670056813606,1.2608182430267334,shapley_mean,-1,14,4486,5
0,15,4578,0.15731856888415593,1.2607358694076538,shapley_mean,-1,15,4578,5
14,1,118,0.08870441829314732,1.2887277603149414,random_individual,0,1,118,5
13,2,467,0.0469095692562425,1.2884876728057861,random_individual,0,2,467,5
12,3,669,0.06065715782065863,1.2858527898788452,random_individual,0,3,669,5
11,4,842,0.08717477905607308,1.282949686050415,random_individual,0,4,842,5
10,5,1423,0.08129337433158565,1.2796381711959839,random_individual,0,5,1423,5
9,6,1709,0.07361049947051425,1.2809302806854248,random_individual,0,6,1709,5
8,7,1860,0.07599189146048797,1.2838916778564453,random_individual,0,7,1860,5
7,8,2346,0.09554529748777374,1.2787500619888306,random_individual,0,8,2346,5
6,9,2743,0.12800414847825978,1.2726690769195557,random_individual,0,9,2743,5
5,10,2999,0.1320038174684375,1.2734054327011108,random_individual,0,10,2999,5
4,11,3582,0.13362060108701948,1.2783315181732178,random_individual,0,11,3582,5
3,12,3742,0.1401961647596609,1.2759507894515991,random_individual,0,12,3742,5
2,13,4295,0.14923818890081522,1.2656476497650146,random_individual,0,13,4295,5
1,14,4486,0.15424406185580006,1.263360857963562,random_individual,0,14,4486,5
0,15,4578,0.15731856888415593,1.2607358694076538,random_individual,0,15,4578,5
14,1,118,0.05531075017567955,1.290382981300354,random_individual,1,1,118,5
13,2,467,0.11045846791070048,1.2843196392059326,random_individual,1,2,467,5
12,3,669,0.16363324936498228,1.2763396501541138,random_individual,1,3,669,5
11,4,842,0.16047880021540423,1.2705639600753784,random_individual,1,4,842,5
10,5,1423,0.16126819095629755,1.2636419534683228,random_individual,1,5,1423,5
9,6,1709,0.17191436611434502,1.2598551511764526,random_individual,1,6,1709,5
8,7,1860,0.16125337753307908,1.2609070539474487,random_individual,1,7,1860,5
7,8,2346,0.16463816713287732,1.2581181526184082,random_individual,1,8,2346,5
6,9,2743,0.16600064345845236,1.2630032300949097,random_individual,1,9,2743,5
5,10,2999,0.16731751118841937,1.2616702318191528,random_individual,1,10,2999,5
4,11,3582,0.1530896502275285,1.2639610767364502,random_individual,1,11,3582,5
3,12,3742,0.15205170730184742,1.263529658317566,random_individual,1,12,3742,5
2,13,4295,0.1599428130521935,1.2611205577850342,random_individual,1,13,4295,5
1,14,4486,0.16025633846543497,1.2610567808151245,random_individual,1,14,4486,5
0,15,4578,0.15731856888415593,1.2607358694076538,random_individual,1,15,4578,5
14,1,118,0.08203662948879314,1.2874095439910889,random_individual,2,1,118,5
13,2,467,0.09244165426633248,1.2865431308746338,random_individual,2,2,467,5
12,3,669,0.14266778080534973,1.2851330041885376,random_individual,2,3,669,5
11,4,842,0.1350561436730805,1.2797571420669556,random_individual,2,4,842,5
10,5,1423,0.11733606026578829,1.273707628250122,random_individual,2,5,1423,5
9,6,1709,0.11683568990052379,1.2800770998001099,random_individual,2,6,1709,5
8,7,1860,0.12378127333727655,1.276462197303772,random_individual,2,7,1860,5
7,8,2346,0.12648729151050223,1.2769148349761963,random_individual,2,8,2346,5
6,9,2743,0.13568833663942634,1.2718509435653687,random_individual,2,9,2743,5
5,10,2999,0.1352102954667647,1.2728633880615234,random_individual,2,10,2999,5
4,11,3582,0.13353288331945506,1.274074673652649,random_individual,2,11,3582,5
3,12,3742,0.1325201777181912,1.2757669687271118,random_individual,2,12,3742,5
2,13,4295,0.16029774726544335,1.262762427330017,random_individual,2,13,4295,5
1,14,4486,0.15230493157949845,1.2624924182891846,random_individual,2,14,4486,5
0,15,4578,0.15731856888415593,1.2607358694076538,random_individual,2,15,4578,5
14,1,118,0.057928352012368046,1.292707920074463,random_individual,3,1,118,5
13,2,467,0.12365854119584493,1.278273344039917,random_individual,3,2,467,5
12,3,669,0.11436863187378131,1.2757920026779175,random_individual,3,3,669,5
11,4,842,0.11827346954083613,1.2802937030792236,random_individual,3,4,842,5
10,5,1423,0.11021525994344458,1.2782056331634521,random_individual,3,5,1423,5
9,6,1709,0.11673498155168645,1.278470516204834,random_individual,3,6,1709,5
8,7,1860,0.13426280295477463,1.2726871967315674,random_individual,3,7,1860,5
7,8,2346,0.148097820840922,1.2723654508590698,random_individual,3,8,2346,5
6,9,2743,0.1465969070569188,1.278928279876709,random_individual,3,9,2743,5
5,10,2999,0.14714291126048004,1.2771570682525635,random_individual,3,10,2999,5
4,11,3582,0.163019084370067,1.2705631256103516,random_individual,3,11,3582,5
3,12,3742,0.1644655783305781,1.2670232057571411,random_individual,3,12,3742,5
2,13,4295,0.1692733669910119,1.2582924365997314,random_individual,3,13,4295,5
1,14,4486,0.1649639280092361,1.257028579711914,random_individual,3,14,4486,5
0,15,4578,0.15731856888415593,1.2607358694076538,random_individual,3,15,4578,5
14,1,118,0.07306773419996673,1.3371425867080688,random_individual,4,1,118,5
13,2,467,0.07094344696212587,1.2860093116760254,random_individual,4,2,467,5
12,3,669,0.12045536131010058,1.2750777006149292,random_individual,4,3,669,5
11,4,842,0.1011658567934912,1.2770421504974365,random_individual,4,4,842,5
10,5,1423,0.14677755301107695,1.2736573219299316,random_individual,4,5,1423,5
9,6,1709,0.15633784009256826,1.2751996517181396,random_individual,4,6,1709,5
8,7,1860,0.16386443701346184,1.2721655368804932,random_individual,4,7,1860,5
7,8,2346,0.14657471429074903,1.2769204378128052,random_individual,4,8,2346,5
6,9,2743,0.14001799295133036,1.2729566097259521,random_individual,4,9,2743,5
5,10,2999,0.14623912885077742,1.266868233680725,random_individual,4,10,2999,5
4,11,3582,0.15756292634054345,1.2638658285140991,random_individual,4,11,3582,5
3,12,3742,0.15813725790644198,1.2627263069152832,random_individual,4,12,3742,5
2,13,4295,0.1502430753210605,1.2650468349456787,random_individual,4,13,4295,5
1,14,4486,0.1571067746493143,1.2621384859085083,random_individual,4,14,4486,5
0,15,4578,0.15731856888415593,1.2607358694076538,random_individual,4,15,4578,5
