target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,6,Indre Kvarøy,0.05354596878474095,0.0001534268446554182,349,1,2
5,11,Southern 1,0.028414863876504378,4.8906822506892215e-05,581,2,5
5,15,Southern 5,0.0240896938345298,0.00011925591007192972,202,3,3
5,0,Nesøy,0.02272762943638854,0.00019260702912193676,118,4,1
5,10,Aldra,0.019563879268263903,0.00011308600733100522,173,5,4
5,2,Træna,0.013957550347722864,4.8802623593436584e-05,286,6,6
5,14,Southern 4,0.004696480576784889,9.66354028145039e-06,486,7,8
5,8,Lovund,0.003991073705099514,2.6430951689400754e-05,151,8,7
5,12,Southern 2,9.953947504012523e-06,2.5072915627235575e-08,397,9,9
5,7,Onøy og Lurøy,-0.0026379547991241836,-1.0304510934078842e-05,256,10,10
5,9,Sleneset,-0.004452992182001764,-2.7831201137511023e-05,160,11,12
5,1,Myken,-0.00721052939054328,-7.837531946242697e-05,92,12,15
5,13,Southern 3,-0.011281204069334139,-1.935026426986988e-05,583,13,11
5,3,Selvær,-0.012622096363671793,-6.608427415534971e-05,191,14,14
5,4,Gjerøy,-0.018697415523291884,-3.381087798063632e-05,553,15,13
