target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,2,Træna,0.14162302913495423,0.000495185416555784,286,1,2
3,8,Lovund,0.10017301656548933,0.0006633974606986048,151,2,1
3,11,Southern 1,0.050756702312064444,8.736093341147064e-05,581,3,6
3,9,Sleneset,0.03378456936716339,0.0002111535585447712,160,4,4
3,1,Myken,0.03353700625873489,0.0003645326767253792,92,5,3
3,6,Indre Kvarøy,0.02222600221438869,6.368482009853492e-05,349,6,7
3,5,Hestmannøy,0.02070348227288605,1.962415381316213e-05,1055,7,9
3,0,Nesøy,0.014212072378045058,0.0001204412913393649,118,8,5
3,7,Onøy og Lurøy,0.007496304090961073,2.9282437855316693e-05,256,9,8
3,13,Southern 3,0.00488825895427295,8.384663729456175e-06,583,10,11
3,14,Southern 4,0.004389793279525342,9.032496459928686e-06,486,11,10
3,12,Southern 2,-0.010821925801184845,-2.7259258945049987e-05,397,12,12
3,10,Aldra,-0.016457696573790714,-9.513119406815442e-05,173,13,14
3,15,Southern 5,-0.02694411494430041,-0.00013338670764505154,202,14,15
3,4,Gjerøy,-0.051780375091542034,-9.363539799555522e-05,553,15,13
