target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,4,Gjerøy,0.07514180822563524,0.0001346627387556187,558,1,3
5,7,Onøy og Lurøy,0.07331933142385097,0.0002830862217137103,259,2,2
5,14,Southern 4,0.06250264790086237,0.00012860627140095138,486,3,4
5,1,Myken,0.04648825942009748,0.0005053071676097553,92,4,1
5,12,Southern 2,0.04278753307952403,0.00010777716140938043,397,5,5
5,6,Indre Kvarøy,0.034399272386123725,9.662716962394305e-05,356,6,6
5,15,Southern 5,0.004372092048359472,2.1644020041383525e-05,202,7,7
5,13,Southern 3,0.0023566000304662206,4.035274024770926e-06,584,8,9
5,8,Lovund,0.0017023132001719884,1.0774134178303724e-05,158,9,8
5,10,Aldra,-0.00774608081028615,-4.477503358546907e-05,173,10,11
5,0,Nesøy,-0.009602398395051216,-8.069242348782534e-05,119,11,12
5,11,Southern 1,-0.016341059370932,-2.8029261356658658e-05,583,12,10
5,9,Sleneset,-0.023555758970133234,-0.00014190216247068213,166,13,14
5,2,Træna,-0.035166532997228446,-0.0001204333321822892,292,14,13
5,3,Selvær,-0.036625239024858425,-0.00018878989188071354,194,15,15
