n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island,target_island_name,repeat,split_seed,n_permutations,trait,cal_fraction,n_cal_samples
14,1,92,-0.1664324116912023,0.55000901222229,shapley_mean,-1,1,92,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
13,2,258,-0.12086982075654819,0.5596673488616943,shapley_mean,-1,2,258,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
12,3,550,0.10693829622998108,0.5359021425247192,shapley_mean,-1,3,550,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
11,4,669,0.07581168133220935,0.5452473163604736,shapley_mean,-1,4,669,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
10,5,827,0.04624761800833054,0.5513265132904053,shapley_mean,-1,5,827,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
9,6,1224,0.014844345704190237,0.5577637553215027,shapley_mean,-1,6,1224,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
8,7,1807,0.0011939818593122958,0.5638636350631714,shapley_mean,-1,7,1807,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
7,8,2163,0.0004940797092831736,0.5715851187705994,shapley_mean,-1,8,2163,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
6,9,2336,0.019067601307539008,0.5664069652557373,shapley_mean,-1,9,2336,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
5,10,2538,0.022735018218034263,0.5657854676246643,shapley_mean,-1,10,2538,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
4,11,3024,0.023542963057818358,0.5651450753211975,shapley_mean,-1,11,3024,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
3,12,4102,0.04141546208695466,0.5615424513816833,shapley_mean,-1,12,4102,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
2,13,4660,0.014163895727853228,0.5690086483955383,shapley_mean,-1,13,4660,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
1,14,5244,0.05921223146625623,0.5595414042472839,shapley_mean,-1,14,5244,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,shapley_mean,-1,15,5503,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
14,1,92,-0.10712614829852006,0.5744405388832092,random_individual,0,1,92,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
13,2,258,0.07221127124498235,0.5347443222999573,random_individual,0,2,258,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
12,3,550,-0.0033741498565154986,0.553555965423584,random_individual,0,3,550,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
11,4,669,0.01728234967075791,0.5647186636924744,random_individual,0,4,669,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
10,5,827,-0.04947193988739204,0.5619950890541077,random_individual,0,5,827,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
9,6,1224,-0.09034443221221701,0.5618242621421814,random_individual,0,6,1224,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
8,7,1807,-0.09930501481403345,0.5662559866905212,random_individual,0,7,1807,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
7,8,2163,-0.08659213536950969,0.5682678818702698,random_individual,0,8,2163,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
6,9,2336,-0.058222535011448695,0.5615172982215881,random_individual,0,9,2336,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
5,10,2538,-0.005892625808734285,0.5534009337425232,random_individual,0,10,2538,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
4,11,3024,0.04810353434302671,0.5464586615562439,random_individual,0,11,3024,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
3,12,4102,0.007689996064930712,0.5656769275665283,random_individual,0,12,4102,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
2,13,4660,0.04002225109852299,0.5537256598472595,random_individual,0,13,4660,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
1,14,5244,0.02392619639703621,0.5604700446128845,random_individual,0,14,5244,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,random_individual,0,15,5503,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
14,1,92,-0.06963494095563995,0.5585789084434509,random_individual,1,1,92,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
13,2,258,-0.06096836669802097,0.5381770730018616,random_individual,1,2,258,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
12,3,550,-0.13076158265559942,0.5547618865966797,random_individual,1,3,550,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
11,4,669,-0.19988878832851972,0.5657290816307068,random_individual,1,4,669,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
10,5,827,-0.1999845637245845,0.5668525695800781,random_individual,1,5,827,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
9,6,1224,-0.1209024591996102,0.5645857453346252,random_individual,1,6,1224,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
8,7,1807,-0.11507808376552557,0.5614996552467346,random_individual,1,7,1807,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
7,8,2163,-0.17475664572985106,0.5705156326293945,random_individual,1,8,2163,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
6,9,2336,-0.10416034379830369,0.5598499178886414,random_individual,1,9,2336,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
5,10,2538,-0.09350327469700878,0.5596282482147217,random_individual,1,10,2538,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
4,11,3024,0.023318366508977405,0.5466722249984741,random_individual,1,11,3024,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
3,12,4102,0.03208812744721039,0.5585542321205139,random_individual,1,12,4102,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
2,13,4660,0.024765962557586736,0.5625784397125244,random_individual,1,13,4660,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
1,14,5244,0.05146897994458907,0.558924674987793,random_individual,1,14,5244,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,random_individual,1,15,5503,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
14,1,92,-0.056681800144626523,0.5521765351295471,random_individual,2,1,92,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
13,2,258,-0.18374462888704662,0.550376296043396,random_individual,2,2,258,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
12,3,550,-0.05692653991724966,0.5438283681869507,random_individual,2,3,550,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
11,4,669,-0.027307496090224394,0.5426681041717529,random_individual,2,4,669,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
10,5,827,0.003617830558603641,0.5417609810829163,random_individual,2,5,827,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
9,6,1224,0.03514966156389948,0.537421703338623,random_individual,2,6,1224,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
8,7,1807,0.012523884064520374,0.5444321632385254,random_individual,2,7,1807,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
7,8,2163,-0.07848308357364654,0.5590507388114929,random_individual,2,8,2163,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
6,9,2336,-0.020991830371652927,0.5525155663490295,random_individual,2,9,2336,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
5,10,2538,0.006637543070302268,0.5538715124130249,random_individual,2,10,2538,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
4,11,3024,0.06188075049620771,0.5442634224891663,random_individual,2,11,3024,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
3,12,4102,0.10606153957442833,0.5358385443687439,random_individual,2,12,4102,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
2,13,4660,0.07962807705165974,0.5417368412017822,random_individual,2,13,4660,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
1,14,5244,0.09795537696304973,0.546515703201294,random_individual,2,14,5244,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,random_individual,2,15,5503,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
14,1,92,-0.04382991128097503,0.5314583778381348,random_individual,3,1,92,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
13,2,258,0.10791949950271877,0.5520078539848328,random_individual,3,2,258,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
12,3,550,0.008931916286248594,0.5641470551490784,random_individual,3,3,550,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
11,4,669,0.05947958166005042,0.5473994016647339,random_individual,3,4,669,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
10,5,827,0.076661271198931,0.539891242980957,random_individual,3,5,827,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
9,6,1224,0.003637078298380952,0.5502675175666809,random_individual,3,6,1224,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
8,7,1807,0.038692014411204095,0.5449806451797485,random_individual,3,7,1807,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
7,8,2163,0.057970703416478656,0.545147180557251,random_individual,3,8,2163,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
6,9,2336,0.06474830951136348,0.5466743111610413,random_individual,3,9,2336,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
5,10,2538,0.06930232914652612,0.5443198680877686,random_individual,3,10,2538,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
4,11,3024,0.018566005299103922,0.5558931231498718,random_individual,3,11,3024,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
3,12,4102,0.10658251537888852,0.5395833849906921,random_individual,3,12,4102,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
2,13,4660,0.03900916861985336,0.5562095046043396,random_individual,3,13,4660,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
1,14,5244,0.051541140003487675,0.5542794466018677,random_individual,3,14,5244,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,random_individual,3,15,5503,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
14,1,92,0.05387857939410122,0.6178290843963623,random_individual,4,1,92,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
13,2,258,0.08631369599971911,0.5295236110687256,random_individual,4,2,258,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
12,3,550,0.016851122888264673,0.5443320870399475,random_individual,4,3,550,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
11,4,669,0.01336374841043656,0.5359652638435364,random_individual,4,4,669,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
10,5,827,0.045087988657689114,0.5346169471740723,random_individual,4,5,827,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
9,6,1224,0.057476060845465235,0.5382018685340881,random_individual,4,6,1224,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
8,7,1807,0.062375112218060635,0.5385150909423828,random_individual,4,7,1807,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
7,8,2163,0.07764965428709074,0.5362863540649414,random_individual,4,8,2163,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
6,9,2336,0.07316935775607537,0.5355910658836365,random_individual,4,9,2336,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
5,10,2538,0.08137299268208943,0.5344760417938232,random_individual,4,10,2538,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
4,11,3024,0.04923624052977413,0.5369222164154053,random_individual,4,11,3024,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
3,12,4102,-0.006391117402153937,0.5628502368927002,random_individual,4,12,4102,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
2,13,4660,0.0037357778290114125,0.5680657029151917,random_individual,4,13,4660,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
1,14,5244,0.08133079275573334,0.552109956741333,random_individual,4,14,5244,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,random_individual,4,15,5503,3,Selvær,1,642933753,10,body_mass,0.05154639175257732,10
14,1,92,-0.1664324116912023,0.55000901222229,shapley_mean,-1,1,92,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
13,2,211,-0.19902009567374632,0.5746905207633972,shapley_mean,-1,2,211,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
12,3,377,-0.15831736488245238,0.5753801465034485,shapley_mean,-1,3,377,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
11,4,669,0.07581168133220935,0.5452473163604736,shapley_mean,-1,4,669,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
10,5,827,0.04624761800833054,0.5513265132904053,shapley_mean,-1,5,827,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
9,6,1224,0.014844345704190237,0.5577637553215027,shapley_mean,-1,6,1224,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
8,7,1397,0.03870654657399773,0.5520186424255371,shapley_mean,-1,7,1397,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
7,8,1980,0.02470439965650416,0.5581732392311096,shapley_mean,-1,8,1980,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
6,9,2336,0.019067601307539008,0.5664069652557373,shapley_mean,-1,9,2336,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
5,10,2538,0.022735018218034263,0.5657854676246643,shapley_mean,-1,10,2538,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
4,11,3024,0.023542963057818358,0.5651450753211975,shapley_mean,-1,11,3024,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
3,12,4102,0.04141546208695466,0.5615424513816833,shapley_mean,-1,12,4102,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
2,13,4660,0.014163895727853228,0.5690086483955383,shapley_mean,-1,13,4660,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
1,14,5244,0.05921223146625623,0.5595414042472839,shapley_mean,-1,14,5244,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
0,15,5503,0.05913551219218873,0.5573828220367432,shapley_mean,-1,15,5503,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
14,1,92,-0.10712614829852006,0.5744405388832092,random_individual,0,1,92,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
13,2,211,0.08806717676651231,0.5345592498779297,random_individual,0,2,211,3,Selvær,1,642933753,20,body_mass,0.05154639175257732,10
