trait,target_island,target_island_name,analysis,method,selection_method,n_components,selection_n_components,n_individuals,corr_mean,corr_std,mse_mean,n_rows
body_mass,3,Selvær,full_baseline,full_source_unweighted,none,500,,5503,0.1891489691255145,,3.509349872906266,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,500,0.1762314269461179,,3.5544084136421934,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1000,0.1743003695605667,,3.578970578426949,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,1500,0.1702238369064171,,3.604769865231456,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2000,0.1700686132826638,,3.582047997741695,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,2500,0.1472467290284564,,3.6389875944290937,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3000,0.1387576390925722,,3.65158729410162,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,3500,0.1631311113155548,,3.5706674910296674,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4000,0.1729927093121085,,3.547770397715506,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_avggrm,avggrm,500,,4500,0.1799284190971818,,3.5239231723532822,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,500,0.0621609385959594,,3.78229804761211,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1000,0.11481125265412,,3.73590289962706,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,1500,0.1120619587897482,,3.6723034784414623,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2000,0.0998400617087614,,3.680260877088565,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,2500,0.1064644040962803,,3.630614828162401,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3000,0.1518913207760947,,3.563652089014393,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,3500,0.1777056946687725,,3.50865174343037,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4000,0.1770926297630917,,3.5092427504523624,1
body_mass,3,Selvær,ranked_subset,bpcrr_topk_pc_distance,pc_distance,500,10.0,4500,0.1878323809286502,,3.50489589565168,1
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,500,0.10421837663220923,0.037485989684203656,3.5952080596199165,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,1000,0.11140667130683454,0.0390207774891287,3.58097906645796,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,1500,0.13181618020866687,0.019674329440603305,3.552441409386026,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,2000,0.12972754811345558,0.028565841827280218,3.5849854628919227,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,2500,0.152182492878748,0.0383725270161851,3.5501804504987517,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,3000,0.15574144873630225,0.03270890101237602,3.5404485040080393,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,3500,0.154548204004685,0.024885150528798864,3.5504746490096424,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,4000,0.16441194071944426,0.03145976360123514,3.5457844369213043,5
body_mass,3,Selvær,ranked_subset,random_individual,random,500,,4500,0.17910845363645583,0.016023854200887554,3.5111282949954146,5
