target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,4,Gjerøy,0.07505484765225731,0.00013523395973379695,555,1,5
5,1,Myken,0.055326316850587164,0.0006013730092455127,92,2,1
5,7,Onøy og Lurøy,0.049252102349880714,0.00019164242159486658,257,3,2
5,6,Indre Kvarøy,0.038516930529270285,0.00011068083485422495,348,4,6
5,13,Southern 3,0.03738239900092313,6.412075300329869e-05,583,5,9
5,3,Selvær,0.028234167221515706,0.00014553694444080262,194,6,4
5,8,Lovund,0.022468517159436006,0.00014781919183839477,152,7,3
5,15,Southern 5,0.014980648851079253,7.416162797563987e-05,202,8,8
5,12,Southern 2,0.014647841134432488,3.698949781422345e-05,396,9,10
5,0,Nesøy,0.011153228675513245,9.532674081635252e-05,117,10,7
5,14,Southern 4,0.00796451527980898,1.63878915222407e-05,486,11,11
5,11,Southern 1,-0.010586889926718468,-1.8159330920614868e-05,583,12,12
5,9,Sleneset,-0.021665899938279925,-0.00013291963152318973,163,13,13
5,10,Aldra,-0.027046686716793646,-0.00015633922957684188,173,14,15
5,2,Træna,-0.04078139725065311,-0.0001425922980792067,286,15,14
