n_removed,n_islands_remaining,n_individuals_remaining,corr_eval,mse_adj,method,order_seed,n_islands,n_individuals,target_island
14,1,173,-0.1117723531098564,1.4769693613052368,shapley_mean,-1,1,173,4
13,2,292,-0.048729507946422564,1.4721418619155884,shapley_mean,-1,2,292,4
12,3,450,-0.029496099746761557,1.4599765539169312,shapley_mean,-1,3,450,4
11,4,616,-0.05427204001882096,1.4665683507919312,shapley_mean,-1,4,616,4
10,5,908,-0.05982850062490861,1.4697014093399048,shapley_mean,-1,5,908,4
9,6,1264,0.001505449487105093,1.4622611999511719,shapley_mean,-1,6,1264,4
8,7,1523,-0.021409318623941475,1.4681957960128784,shapley_mean,-1,7,1523,4
7,8,2106,0.00755585401634609,1.4615601301193237,shapley_mean,-1,8,2106,4
6,9,2198,0.013976920086598045,1.4614883661270142,shapley_mean,-1,9,2198,4
5,10,2392,-0.012612444711453062,1.4696441888809204,shapley_mean,-1,10,2392,4
4,11,2976,-0.05024346926900233,1.4804446697235107,shapley_mean,-1,11,2976,4
3,12,3462,-0.03850257779213818,1.4785014390945435,shapley_mean,-1,12,3462,4
2,13,4540,0.02464842241617799,1.464165210723877,shapley_mean,-1,13,4540,4
1,14,4937,0.027397094333576243,1.46188485622406,shapley_mean,-1,14,4937,4
0,15,5139,0.021370926756395302,1.464393973350525,shapley_mean,-1,15,5139,4
