target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
3,8,Lovund,0.10134545080941158,0.0006414269038570353,158,1,1
3,6,Indre Kvarøy,0.06711434958958984,0.00018852345390334225,356,2,3
3,2,Træna,0.06518833708557129,0.00022324772974510713,292,3,2
3,15,Southern 5,0.023608772115858614,0.00011687510948444859,202,4,5
3,10,Aldra,0.02220426725570672,0.00012834836563992323,173,5,4
3,13,Southern 3,0.021489222444972398,3.6796613775637667e-05,584,6,9
3,5,Hestmannøy,0.020947124914389704,1.9431470235983027e-05,1078,7,11
3,11,Southern 1,0.01861234898590464,3.192512690549681e-05,583,8,10
3,9,Sleneset,0.01697544328285858,0.00010226170652324445,166,9,6
3,7,Onøy og Lurøy,0.016826335275250615,6.496654546428809e-05,259,10,8
3,0,Nesøy,0.01010670657397158,8.493030734429899e-05,119,11,7
3,14,Southern 4,0.004127205131829226,8.492191629278242e-06,486,12,12
3,1,Myken,-0.004380445891703572,-4.7613542301125785e-05,92,13,13
3,12,Southern 2,-0.03783281851006188,-9.529677206564705e-05,397,14,14
3,4,Gjerøy,-0.09412719158324882,-0.000168686723267471,558,15,15
