target_island,source_island,source_island_name,phi,phi_per_individual,n_island,rank_full,rank_mean
5,4,Gjerøy,0.046751606384437504,8.378424083232527e-05,558,1,4
5,7,Onøy og Lurøy,0.0459712337389716,0.00017749511096128032,259,2,1
5,9,Sleneset,0.01888265343288016,0.0001137509242944588,166,3,3
5,8,Lovund,0.011989165184335657,7.588079230592188e-05,158,4,5
5,1,Myken,0.011510414958600923,0.00012511320607174915,92,5,2
5,2,Træna,0.010157739265351557,3.478677830599848e-05,292,6,6
5,14,Southern 4,0.008582778952060673,1.7660038996009615e-05,486,7,8
5,11,Southern 1,0.007940130404933162,1.3619434656832182e-05,583,8,9
5,10,Aldra,0.003886587339022866,2.2465822768918303e-05,173,9,7
5,12,Southern 2,-3.9123509344252754e-05,-9.854788247922608e-08,397,10,10
5,3,Selvær,-0.0014039024453724694,-7.236610543157059e-06,194,11,11
5,0,Nesøy,-0.010116815139234757,-8.501525327088031e-05,119,12,14
5,6,Indre Kvarøy,-0.010810530423115427,-3.0366658491897268e-05,356,13,12
5,15,Southern 5,-0.01765486540626487,-8.740032379339045e-05,202,14,15
5,13,Southern 3,-0.027306998037058213,-4.6758558282633924e-05,584,15,13
