n_islands,n_individuals,corr_eval,mse_adj,method,order_seed,target_island
1,158,0.0723036836338732,1.0590598583221436,shapley_mean,-1,9
2,277,0.10138939902963294,1.0547000169754028,shapley_mean,-1,9
3,369,0.124811545978991,1.0496889352798462,shapley_mean,-1,9
4,725,0.12897734944620068,1.0465140342712402,shapley_mean,-1,9
5,927,0.12941576877927824,1.0462150573730469,shapley_mean,-1,9
6,2005,0.09531085737958082,1.0526719093322754,shapley_mean,-1,9
7,2491,0.10914348411590614,1.048303484916687,shapley_mean,-1,9
8,2664,0.11811838489766376,1.0459868907928467,shapley_mean,-1,9
9,3222,0.06983261937876686,1.0619081258773804,shapley_mean,-1,9
10,3619,0.06406286230332273,1.0679230690002441,shapley_mean,-1,9
11,4203,0.07878377058606634,1.0624372959136963,shapley_mean,-1,9
12,4786,0.08903572642980853,1.0565992593765259,shapley_mean,-1,9
13,4980,0.10059799552769934,1.0537092685699463,shapley_mean,-1,9
14,5272,0.08475851220158796,1.0580497980117798,shapley_mean,-1,9
15,5531,0.11802710731065698,1.047803521156311,shapley_mean,-1,9
1,158,-0.027620197972902907,1.088794231414795,random_individual,0,9
2,277,-0.09215139654726542,1.0836137533187866,random_individual,0,9
3,369,-0.08725669744511347,1.1007695198059082,random_individual,0,9
4,725,-0.01734983443818801,1.0828875303268433,random_individual,0,9
5,927,0.04151868545296602,1.0747791528701782,random_individual,0,9
6,2005,0.06241369263632977,1.066092848777771,random_individual,0,9
7,2491,0.08891947657720908,1.0576797723770142,random_individual,0,9
8,2664,0.10304260589024092,1.054028034210205,random_individual,0,9
9,3222,0.12495192158401167,1.0505222082138062,random_individual,0,9
10,3619,0.12968501746348735,1.0496039390563965,random_individual,0,9
11,4203,0.14814219286311975,1.0412945747375488,random_individual,0,9
12,4786,0.11670063084119206,1.0490413904190063,random_individual,0,9
13,4980,0.10659202835975905,1.0512020587921143,random_individual,0,9
14,5272,0.12425386461811945,1.0458579063415527,random_individual,0,9
15,5531,0.11802710731065698,1.047803521156311,random_individual,0,9
1,158,-0.10312923723613004,1.0842134952545166,random_individual,1,9
2,277,0.012154800833138964,1.07668137550354,random_individual,1,9
3,369,0.031872441269802855,1.0679500102996826,random_individual,1,9
4,725,0.10658255476853133,1.0542933940887451,random_individual,1,9
5,927,0.13451563953356288,1.0525761842727661,random_individual,1,9
6,2005,0.13977130377459251,1.0557941198349,random_individual,1,9
7,2491,0.1075101601224446,1.0609807968139648,random_individual,1,9
8,2664,0.1350435434641796,1.0540142059326172,random_individual,1,9
9,3222,0.09563525390058474,1.0584533214569092,random_individual,1,9
10,3619,0.13191232890660304,1.046301245689392,random_individual,1,9
11,4203,0.16115346146463147,1.04085111618042,random_individual,1,9
12,4786,0.18072255225925332,1.0316191911697388,random_individual,1,9
13,4980,0.1651775907146028,1.033732533454895,random_individual,1,9
14,5272,0.12559106291506153,1.0453805923461914,random_individual,1,9
15,5531,0.11802710731065698,1.047803521156311,random_individual,1,9
1,158,0.060282471327254325,1.0913447141647339,random_individual,2,9
2,277,0.058652521108813346,1.075977087020874,random_individual,2,9
3,369,0.04318783868196045,1.0750256776809692,random_individual,2,9
4,725,0.17496494421581424,1.0510591268539429,random_individual,2,9
5,927,0.1554713077597676,1.0536946058273315,random_individual,2,9
6,2005,0.15953104371534554,1.0434659719467163,random_individual,2,9
7,2491,0.16239460471822362,1.0396827459335327,random_individual,2,9
8,2664,0.1285843351582348,1.0472568273544312,random_individual,2,9
9,3222,0.0805547647340508,1.0599331855773926,random_individual,2,9
10,3619,0.044790498843151096,1.0663156509399414,random_individual,2,9
11,4203,0.06518667707165479,1.061444878578186,random_individual,2,9
12,4786,0.09782232496204993,1.053349494934082,random_individual,2,9
13,4980,0.10130866129369916,1.055507779121399,random_individual,2,9
14,5272,0.12645533555680372,1.0466947555541992,random_individual,2,9
15,5531,0.11802710731065698,1.047803521156311,random_individual,2,9
1,158,-0.037829177949662944,1.096144676208496,random_individual,3,9
2,277,-0.05524236349294289,1.1006591320037842,random_individual,3,9
3,369,0.011647830062968762,1.087146282196045,random_individual,3,9
4,725,0.002938492672187379,1.0762306451797485,random_individual,3,9
5,927,-0.00019453198615409207,1.0752859115600586,random_individual,3,9
6,2005,0.02673046885515467,1.0712957382202148,random_individual,3,9
7,2491,0.042113235913694924,1.0672645568847656,random_individual,3,9
8,2664,0.02956393072623474,1.0716711282730103,random_individual,3,9
9,3222,0.016245977378510683,1.0766607522964478,random_individual,3,9
10,3619,0.07055032899776997,1.0597258806228638,random_individual,3,9
11,4203,0.12360083705749714,1.0450570583343506,random_individual,3,9
12,4786,0.12469653109039663,1.0462764501571655,random_individual,3,9
13,4980,0.15441549186082287,1.0368708372116089,random_individual,3,9
14,5272,0.12702150996193273,1.045440673828125,random_individual,3,9
15,5531,0.11802710731065698,1.047803521156311,random_individual,3,9
1,158,-0.0014786406836398312,1.075239658355713,random_individual,4,9
2,277,0.020619843886487178,1.0784096717834473,random_individual,4,9
3,369,0.03177852524045369,1.0750706195831299,random_individual,4,9
4,725,0.0310029379169653,1.0670746564865112,random_individual,4,9
5,927,-0.0044151064632961985,1.071357011795044,random_individual,4,9
6,2005,0.10081871019352835,1.0571972131729126,random_individual,4,9
7,2491,0.045080316776288584,1.0597081184387207,random_individual,4,9
8,2664,0.027851467448023987,1.0621590614318848,random_individual,4,9
9,3222,0.08436809170429842,1.0475672483444214,random_individual,4,9
10,3619,0.04695084409979592,1.0595676898956299,random_individual,4,9
11,4203,0.12011980426782838,1.039535403251648,random_individual,4,9
12,4786,0.10655823346706052,1.0476152896881104,random_individual,4,9
13,4980,0.09915897294454945,1.0504578351974487,random_individual,4,9
14,5272,0.10430813104986737,1.051054835319519,random_individual,4,9
15,5531,0.11802710731065698,1.047803521156311,random_individual,4,9
